id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,pressure,ai1_1,ai1_2,ai1_3,ai1_4,ai2_1,ai2_2,ai2_3,ai2_4,ERR
0C9A4249DB4E,2020-04-08,00:00:00,28.5,51.3,7,12,12,486,0,-3,-2,61,41,40,50,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:00:15,28.5,51.2,6,11,12,486,0,-4,-2,61,31,50,66,-3,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:00:30,28.5,51.2,7,11,12,484,0,-3,-2,61,27,40,49,-4,-2,62,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:00:45,28.5,51.3,7,10,10,484,0,-4,-2,62,30,32,61,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:01:00,28.5,51.2,7,11,11,484,0,-4,-2,61,50,36,58,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:01:15,28.5,51.2,7,11,12,485,0,-4,-2,61,52,36,48,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:01:30,28.5,51.2,8,12,12,483,0,-4,-2,61,54,27,46,-4,-1,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:01:45,28.5,51.2,8,11,11,484,0,-4,-1,61,48,43,56,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:02:00,28.5,51.2,7,10,10,485,0,-4,-2,61,48,36,42,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:02:15,28.5,51.2,8,10,11,485,0,-4,-2,61,40,32,42,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:02:30,28.5,51.2,8,11,11,485,0,-4,-2,61,24,28,52,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:02:45,28.5,51.3,8,11,12,485,0,-4,-2,61,24,34,36,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:03:00,28.5,51.3,7,11,13,486,0,-4,-2,61,26,40,56,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:03:15,28.5,51.2,7,11,12,486,0,-4,-2,61,52,48,52,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-08,00:03:30,28.5,51.3,7,11,12,486,0,-4,-2,61,40,31,44,-4,-3,63,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
