id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,pressure,ai1_1,ai1_2,ai1_3,ai1_4,ai2_1,ai2_2,ai2_3,ai2_4,ERR
0C9A4249DB67,2020-04-09,00:00:00,28.1,52.6,218,557,721,531,0,0,0,55,144,149,199,2,1,54,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:00:15,28.1,52.6,216,564,728,531,0,2,1,54,152,158,185,2,1,51,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:00:30,28.1,52.6,217,562,712,530,0,2,1,51,164,185,210,2,2,53,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:00:45,28.1,52.7,215,557,717,530,0,2,2,53,155,196,229,3,2,54,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:01:00,28.1,52.6,209,549,715,531,0,3,2,54,190,214,230,1,0,52,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:01:15,28.1,52.6,217,545,695,530,0,1,0,52,153,211,270,2,-1,54,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:01:30,28.1,52.6,216,555,711,531,0,2,-1,54,151,159,184,5,0,52,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:01:45,28.1,52.7,215,555,719,530,0,5,0,52,172,196,263,3,0,53,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:02:00,28.1,52.7,213,557,708,530,0,3,0,53,174,216,256,1,2,53,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:02:15,28.1,52.7,213,559,697,530,0,1,2,53,122,145,182,3,-1,55,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:02:30,28.1,52.7,215,563,708,531,0,3,-1,55,159,163,193,2,2,52,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:02:45,28.1,52.7,217,553,705,531,0,2,2,52,163,173,245,-1,1,55,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:03:00,28.1,52.7,217,559,721,530,0,-1,1,55,200,206,237,5,3,52,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:03:15,28.1,52.7,217,558,708,530,0,5,3,52,179,167,260,2,2,52,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:03:30,28.1,52.6,221,557,697,530,0,2,2,52,190,201,254,2,1,56,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:03:45,28.1,52.6,215,547,699,530,0,2,1,56,190,158,242,2,1,52,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:04:00,28.1,52.7,215,547,696,529,0,2,1,52,139,180,188,3,1,54,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:04:15,28.1,52.7,213,549,689,529,0,3,1,54,182,141,213,5,2,53,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:04:30,28.1,52.7,212,563,682,529,0,5,2,53,164,183,206,3,-1,53,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:04:45,28.1,52.6,217,561,688,529,0,3,-1,53,143,163,197,2,0,52,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:05:00,28.1,52.7,220,554,691,529,0,2,0,52,192,176,202,0,2,52,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:05:15,28.1,52.7,219,532,673,530,0,0,2,52,200,154,224,4,0,54,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:05:30,28.1,52.7,218,551,691,528,0,4,0,54,173,184,251,1,0,55,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:05:45,28.1,52.7,213,547,690,527,0,1,0,55,161,203,226,2,1,53,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:06:00,28.1,52.6,214,544,698,528,0,2,1,53,145,161,197,5,0,54,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:06:15,28.1,52.7,218,551,702,528,0,5,0,54,147,178,195,2,0,55,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:06:30,28.1,52.6,213,551,685,528,0,2,0,55,165,204,273,3,2,52,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:06:45,28.1,52.7,212,547,681,529,0,3,2,52,133,157,183,2,-1,51,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB67,2020-04-09,00:07:00,28.1,52.7,214,543,693,528,0,2,-1,51,166,171,205,2,2,54,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
