95,88,83
95,88,83
101,91,80
97,91,80
112,102,94
98,88,78
98,88,78
94,88,79
94,88,79
104,89,81
103,94,85
99,94,84
99,91,82
85,82,78
87,82,76
84,76,69
82,77,72
83,78,73
83,78,71
88,80,75
91,81,74
99,87,79
99,87,79
83,77,73
89,81,73
87,79,72
86,79,73
90,82,76
90,82,75
83,78,71
89,81,77
87,80,73
84,82,73
83,78,74
89,79,74
79,74,69
79,71,65
74,69,66
72,68,66
75,69,66
72,68,64
72,70,67
84,73,65
82,70,62
82,70,62
82,70,62
88,76,71
80,75,68
83,82,72
78,74,68
82,75,71
89,78,69
91,81,71
90,81,74
96,82,72
83,78,75
84,77,73
84,78,74
82,79,73
84,78,71
84,80,74
92,81,77
91,82,74
91,83,74
90,85,78
92,83,77
90,83,78
88,76,68
77,71,67
83,71,66
79,71,65
81,73,68
79,74,68
79,75,69
84,75,71
79,75,71
83,76,71
84,76,72
83,75,71
74,70,66
78,71,68
80,72,67
86,75,70
84,73,70
80,72,67
86,75,69
89,75,66
88,74,64
81,72,65
85,73,64
83,73,65
85,74,65
78,73,67
86,74,66
93,79,68
81,75,66
78,72,68
79,73,69
76,73,67
80,72,69
79,72,67
84,71,67
76,70,66
82,73,67
80,72,68
75,70,66
76,71,68
82,73,69
76,71,66
78,72,65
82,73,68
82,72,67
78,74,68
82,73,69
81,74,70
74,72,68
83,73,68
87,74,68
82,76,69
86,79,72
89,81,75
79,74,67
95,79,70
109,87,76
109,105,102
104,100,92
104,97,90
97,91,82
99,90,80
96,90,82
100,95,88
95,91,85
94,92,87
99,92,85
94,89,84
95,87,76
88,84,76
88,84,76
88,84,76
94,86,79
93,87,77
94,89,85
95,91,86
105,97,86
97,88,77
93,89,86
96,91,87
99,90,82
97,92,83
95,85,80
90,84,79
91,84,75
96,85,77
91,82,72
89,83,75
99,91,86
98,90,78
98,90,78
98,90,78
93,86,80
95,87,80
88,84,78
88,84,78
88,82,78
88,82,78
87,81,78
91,85,78
90,84,80
85,81,79
93,83,74
