mins 440 , noise_error =0.9611650485436893
mins 441 , noise_error =1.0
mins 442 , noise_error =0.9903846153846154
mins 443 , noise_error =1.0
mins 444 , noise_error =0.9900990099009901
mins 445 , noise_error =1.0
mins 446 , noise_error =0.9897959183673469
mins 447 , noise_error =1.0
mins 448 , noise_error =0.9705882352941176
mins 449 , noise_error =1.0
mins 450 , noise_error =1.0
mins 451 , noise_error =0.9278350515463918
mins 452 , noise_error =0.96
mins 453 , noise_error =1.0
mins 454 , noise_error =1.0
mins 455 , noise_error =1.0
mins 456 , noise_error =0.99
mins 457 , noise_error =1.0
mins 458 , noise_error =1.0
mins 459 , noise_error =1.0
mins 460 , noise_error =0.9897959183673469
mins 461 , noise_error =1.0
mins 462 , noise_error =1.0
mins 463 , noise_error =0.9801980198019802
mins 464 , noise_error =1.0
mins 465 , noise_error =0.9897959183673469
mins 466 , noise_error =0.99
mins 467 , noise_error =1.0
mins 468 , noise_error =1.0
mins 469 , noise_error =0.979381443298969
mins 470 , noise_error =1.0
mins 471 , noise_error =1.0
mins 472 , noise_error =0.99
mins 473 , noise_error =0.9326923076923077
mins 474 , noise_error =0.9591836734693877
mins 475 , noise_error =0.9693877551020408
mins 476 , noise_error =0.9803921568627451
mins 477 , noise_error =1.0
mins 478 , noise_error =0.9433962264150944
mins 479 , noise_error =0.6804123711340206
mins 480 , noise_error =0.7211538461538461
mins 481 , noise_error =0.8173076923076923
mins 482 , noise_error =0.84375
mins 483 , noise_error =0.6395348837209303
mins 484 , noise_error =0.7547169811320755
mins 485 , noise_error =0.78
mins 486 , noise_error =0.9368421052631579
mins 487 , noise_error =0.94
mins 488 , noise_error =0.9191919191919192
mins 489 , noise_error =0.8645833333333334
mins 490 , noise_error =0.9175257731958762
mins 491 , noise_error =0.9702970297029703
mins 492 , noise_error =0.8541666666666666
mins 493 , noise_error =0.96
mins 494 , noise_error =0.9607843137254902
mins 495 , noise_error =0.9090909090909091
mins 496 , noise_error =0.9587628865979382
mins 497 , noise_error =0.9591836734693877
mins 498 , noise_error =0.9791666666666666
mins 499 , noise_error =1.0
mins 500 , noise_error =1.0
mins 501 , noise_error =1.0
mins 502 , noise_error =1.0
mins 503 , noise_error =1.0
mins 504 , noise_error =1.0
mins 505 , noise_error =1.0
mins 506 , noise_error =1.0
mins 507 , noise_error =1.0
mins 508 , noise_error =0.9801980198019802
mins 509 , noise_error =1.0
mins 510 , noise_error =0.9903846153846154
mins 511 , noise_error =0.9523809523809523
mins 512 , noise_error =0.9807692307692307
mins 513 , noise_error =1.0
mins 514 , noise_error =0.9902912621359223
mins 515 , noise_error =0.9803921568627451
mins 516 , noise_error =0.9803921568627451
mins 517 , noise_error =1.0
mins 518 , noise_error =0.9285714285714286
mins 519 , noise_error =0.9494949494949495
mins 520 , noise_error =0.9797979797979798
mins 521 , noise_error =0.9393939393939394
mins 522 , noise_error =0.979381443298969
mins 523 , noise_error =1.0
mins 524 , noise_error =1.0
mins 525 , noise_error =1.0
mins 526 , noise_error =1.0
mins 527 , noise_error =1.0
mins 528 , noise_error =1.0
mins 529 , noise_error =1.0
mins 530 , noise_error =1.0
mins 531 , noise_error =1.0
mins 532 , noise_error =0.989247311827957
mins 533 , noise_error =1.0
mins 534 , noise_error =1.0
mins 535 , noise_error =1.0
mins 536 , noise_error =1.0
mins 537 , noise_error =1.0
mins 538 , noise_error =1.0
mins 539 , noise_error =1.0
mins 540 , noise_error =1.0
mins 541 , noise_error =1.0
mins 542 , noise_error =1.0
mins 543 , noise_error =1.0
mins 544 , noise_error =1.0
mins 545 , noise_error =1.0
mins 546 , noise_error =1.0
mins 547 , noise_error =1.0
mins 548 , noise_error =1.0
