mins 2770 , noise_error =1.0
mins 2771 , noise_error =1.0
mins 2772 , noise_error =0.99
mins 2773 , noise_error =0.9795918367346939
mins 2774 , noise_error =1.0
mins 2775 , noise_error =1.0
mins 2776 , noise_error =1.0
mins 2777 , noise_error =1.0
mins 2778 , noise_error =1.0
mins 2779 , noise_error =0.9813084112149533
mins 2780 , noise_error =1.0
mins 2781 , noise_error =1.0
mins 2782 , noise_error =0.9306930693069306
mins 2783 , noise_error =0.9801980198019802
mins 2784 , noise_error =1.0
mins 2785 , noise_error =1.0
mins 2786 , noise_error =1.0
mins 2787 , noise_error =0.9803921568627451
mins 2788 , noise_error =1.0
mins 2789 , noise_error =1.0
mins 2790 , noise_error =1.0
mins 2791 , noise_error =0.9797979797979798
mins 2792 , noise_error =1.0
mins 2793 , noise_error =0.98989898989899
mins 2794 , noise_error =1.0
mins 2795 , noise_error =1.0
mins 2796 , noise_error =1.0
mins 2797 , noise_error =1.0
mins 2798 , noise_error =1.0
mins 2799 , noise_error =1.0
mins 2800 , noise_error =1.0
mins 2801 , noise_error =1.0
mins 2802 , noise_error =1.0
mins 2803 , noise_error =1.0
mins 2804 , noise_error =1.0
mins 2805 , noise_error =1.0
mins 2806 , noise_error =1.0
mins 2807 , noise_error =1.0
mins 2808 , noise_error =1.0
mins 2809 , noise_error =0.9479166666666666
mins 2810 , noise_error =1.0
mins 2811 , noise_error =1.0
mins 2812 , noise_error =1.0
mins 2813 , noise_error =1.0
mins 2814 , noise_error =1.0
mins 2815 , noise_error =0.9811320754716981
mins 2816 , noise_error =0.5546218487394958
mins 2817 , noise_error =0.6916666666666667
mins 2818 , noise_error =0.9611650485436893
mins 2819 , noise_error =0.9339622641509434
mins 2820 , noise_error =0.9439252336448598
mins 2821 , noise_error =0.9158878504672897
mins 2822 , noise_error =0.9423076923076923
mins 2823 , noise_error =0.96
mins 2824 , noise_error =0.9117647058823529
mins 2825 , noise_error =0.9574468085106383
mins 2826 , noise_error =1.0
mins 2827 , noise_error =1.0
mins 2828 , noise_error =0.96
mins 2829 , noise_error =0.956989247311828
mins 2830 , noise_error =1.0
mins 2831 , noise_error =1.0
mins 2832 , noise_error =1.0
mins 2833 , noise_error =0.9894736842105263
mins 2834 , noise_error =0.8526315789473684
mins 2835 , noise_error =1.0
mins 2836 , noise_error =1.0
mins 2837 , noise_error =1.0
mins 2838 , noise_error =1.0
mins 2839 , noise_error =0.9789473684210527
mins 2840 , noise_error =0.9797979797979798
mins 2841 , noise_error =0.978494623655914
mins 2842 , noise_error =0.9361702127659575
mins 2843 , noise_error =0.9680851063829787
mins 2844 , noise_error =1.0
mins 2845 , noise_error =0.9473684210526316
mins 2846 , noise_error =0.9895833333333334
mins 2847 , noise_error =1.0
mins 2848 , noise_error =1.0
mins 2849 , noise_error =0.989247311827957
mins 2850 , noise_error =0.9361702127659575
mins 2851 , noise_error =1.0
mins 2852 , noise_error =0.9891304347826086
mins 2853 , noise_error =1.0
mins 2854 , noise_error =1.0
mins 2855 , noise_error =1.0
mins 2856 , noise_error =0.968421052631579
mins 2857 , noise_error =1.0
mins 2858 , noise_error =0.967032967032967
mins 2859 , noise_error =0.9666666666666667
mins 2860 , noise_error =1.0
mins 2861 , noise_error =1.0
mins 2862 , noise_error =1.0
mins 2863 , noise_error =0.9787234042553191
mins 2864 , noise_error =0.9361702127659575
mins 2865 , noise_error =1.0
mins 2866 , noise_error =0.9175257731958762
mins 2867 , noise_error =0.9139784946236559
mins 2868 , noise_error =0.74
mins 2869 , noise_error =1.0
mins 2870 , noise_error =1.0
mins 2871 , noise_error =0.9787234042553191
mins 2872 , noise_error =0.9789473684210527
mins 2873 , noise_error =1.0
mins 2874 , noise_error =1.0
mins 2875 , noise_error =1.0
mins 2876 , noise_error =1.0
mins 2877 , noise_error =1.0
mins 2878 , noise_error =0.9894736842105263
mins 2879 , noise_error =1.0
mins 2880 , noise_error =1.0
mins 2881 , noise_error =0.7472527472527473
mins 2882 , noise_error =0.7204301075268817
mins 2883 , noise_error =0.8695652173913043
mins 2884 , noise_error =0.9479166666666666
mins 2885 , noise_error =0.846938775510204
mins 2886 , noise_error =0.9797979797979798
mins 2887 , noise_error =0.9795918367346939
mins 2888 , noise_error =1.0
mins 2889 , noise_error =0.9775280898876404
mins 2890 , noise_error =0.9772727272727273
mins 2891 , noise_error =0.9770114942528736
mins 2892 , noise_error =0.9456521739130435
mins 2893 , noise_error =0.978021978021978
mins 2894 , noise_error =0.75
mins 2895 , noise_error =0.2857142857142857
mins 2896 , noise_error =0.0
