"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
0,3,"2018/10/23 14:01","2018/10/23","14:01:30",26.1,83.1,605,13.367,14.111
0,3,"2018/10/23 14:02","2018/10/23","14:02:15",26.4,82.7,561,13.754,13.754
0,3,"2018/10/23 14:02","2018/10/23","14:02:30",26.5,81.7,554,13.397,13.397
0,3,"2018/10/23 14:02","2018/10/23","14:02:45",26.5,81.4,570,14.111,14.111
0,3,"2018/10/23 14:03","2018/10/23","14:03:00",26.6,80.3,569,14.391,14.468
0,3,"2018/10/23 14:03","2018/10/23","14:03:15",26.7,81.2,576,14.391,15.182
0,3,"2018/10/23 14:03","2018/10/23","14:03:30",26.7,79.8,593,14.391,15.539
0,3,"2018/10/23 14:03","2018/10/23","14:03:45",26.8,78.9,610,14.391,15.182
0,3,"2018/10/23 14:04","2018/10/23","14:04:00",26.8,78.4,619,14.391,14.468
0,3,"2018/10/23 14:04","2018/10/23","14:04:15",26.8,78.6,614,13.879,14.468
0,3,"2018/10/23 14:04","2018/10/23","14:04:30",26.7,78.6,609,13.367,14.468
0,3,"2018/10/23 14:04","2018/10/23","14:04:45",26.8,78.6,599,13.367,14.111
0,3,"2018/10/23 14:05","2018/10/23","14:05:00",26.7,78.4,589,12.855,14.111
0,3,"2018/10/23 14:05","2018/10/23","14:05:15",26.8,78,578,13.367,14.111
0,3,"2018/10/23 14:05","2018/10/23","14:05:30",26.7,78,571,13.367,13.754
0,3,"2018/10/23 14:05","2018/10/23","14:05:45",26.7,77.8,562,12.855,13.397
0,3,"2018/10/23 14:06","2018/10/23","14:06:00",26.7,77.8,554,12.343,13.04
0,3,"2018/10/23 14:06","2018/10/23","14:06:15",26.7,77.5,549,13.367,13.754
0,3,"2018/10/23 14:06","2018/10/23","14:06:30",26.7,77.8,544,13.367,13.754
0,3,"2018/10/23 14:06","2018/10/23","14:06:45",26.7,77.9,539,13.367,13.754
0,3,"2018/10/23 14:07","2018/10/23","14:07:00",26.7,78.2,536,13.367,14.468
0,3,"2018/10/23 14:07","2018/10/23","14:07:15",26.7,78,534,13.879,14.825
0,3,"2018/10/23 14:07","2018/10/23","14:07:30",26.7,78.2,534,13.367,14.111
0,3,"2018/10/23 14:07","2018/10/23","14:07:45",26.7,78.5,533,12.855,14.111
0,3,"2018/10/23 14:08","2018/10/23","14:08:00",26.7,78.6,532,13.367,13.754
0,3,"2018/10/23 14:08","2018/10/23","14:08:15",26.7,78.6,530,13.367,14.111
0,3,"2018/10/23 14:08","2018/10/23","14:08:30",26.7,78.7,529,13.879,14.468
0,3,"2018/10/23 14:08","2018/10/23","14:08:45",26.8,78.7,528,13.879,14.468
0,3,"2018/10/23 14:09","2018/10/23","14:09:00",26.8,78.7,528,13.754,13.754
0,3,"2018/10/23 14:09","2018/10/23","14:09:15",26.8,78.6,527,13.367,13.754
0,3,"2018/10/23 14:09","2018/10/23","14:09:30",26.8,78.6,526,13.367,14.111
0,3,"2018/10/23 14:09","2018/10/23","14:09:45",26.8,78.6,526,13.367,14.111
0,3,"2018/10/23 14:10","2018/10/23","14:10:00",26.8,78.6,525,13.879,14.111
0,3,"2018/10/23 14:10","2018/10/23","14:10:15",26.8,78.4,525,12.855,13.397
0,3,"2018/10/23 14:10","2018/10/23","14:10:30",26.8,78.3,524,12.855,13.04
0,3,"2018/10/23 14:10","2018/10/23","14:10:45",26.8,78.3,524,13.367,13.397
0,3,"2018/10/23 14:11","2018/10/23","14:11:00",26.9,78.4,524,13.367,13.397
0,3,"2018/10/23 14:11","2018/10/23","14:11:15",26.8,78.3,525,12.855,13.04
0,3,"2018/10/23 14:11","2018/10/23","14:11:30",26.9,78.2,524,12.855,13.04
0,3,"2018/10/23 14:11","2018/10/23","14:11:45",26.9,78.2,524,13.367,13.397
0,3,"2018/10/23 14:12","2018/10/23","14:12:00",26.9,78,523,13.367,13.754
0,3,"2018/10/23 14:12","2018/10/23","14:12:15",26.9,78,524,12.343,13.397
0,3,"2018/10/23 14:12","2018/10/23","14:12:30",26.9,77.9,523,12.855,13.397
0,3,"2018/10/23 14:12","2018/10/23","14:12:45",26.9,77.9,522,12.855,13.397
0,3,"2018/10/23 14:13","2018/10/23","14:13:00",26.9,78,522,12.855,13.397
0,3,"2018/10/23 14:13","2018/10/23","14:13:15",27,77.9,522,12.683,12.683
0,3,"2018/10/23 14:13","2018/10/23","14:13:30",27,77.8,521,12.683,12.683
0,3,"2018/10/23 14:13","2018/10/23","14:13:45",27,77.8,521,12.326,12.326
0,3,"2018/10/23 14:14","2018/10/23","14:14:00",27,77.8,520,11.831,12.326
0,3,"2018/10/23 14:14","2018/10/23","14:14:15",27,77.7,518,12.855,13.04
0,3,"2018/10/23 14:14","2018/10/23","14:14:30",27,77.6,519,12.855,13.04
0,3,"2018/10/23 14:14","2018/10/23","14:14:45",27,77.7,519,12.343,13.04
0,3,"2018/10/23 14:15","2018/10/23","14:15:00",27,77.7,518,12.855,13.04
0,3,"2018/10/23 14:15","2018/10/23","14:15:15",27,77.6,518,12.343,13.397
0,3,"2018/10/23 14:15","2018/10/23","14:15:30",27.1,77.5,518,12.855,13.754
0,3,"2018/10/23 14:15","2018/10/23","14:15:45",27.1,77.4,518,12.855,13.754
0,3,"2018/10/23 14:16","2018/10/23","14:16:00",27,77.6,520,12.855,13.397
0,3,"2018/10/23 14:16","2018/10/23","14:16:15",27,78.5,522,12.343,13.04
0,3,"2018/10/23 14:16","2018/10/23","14:16:30",27,78.2,522,11.831,12.683
0,3,"2018/10/23 14:16","2018/10/23","14:16:45",27,78.5,516,11.831,11.969
0,3,"2018/10/23 14:17","2018/10/23","14:17:15",26.9,78.5,499,11.612,11.612
0,3,"2018/10/23 14:17","2018/10/23","14:17:30",26.9,78.5,487,11.831,11.969
0,3,"2018/10/23 14:17","2018/10/23","14:17:45",26.9,78.5,479,11.612,11.612
0,3,"2018/10/23 14:18","2018/10/23","14:18:00",26.8,78.8,469,11.255,11.255
0,3,"2018/10/23 14:18","2018/10/23","14:18:15",26.8,79.1,458,10.898,10.898
0,3,"2018/10/23 14:18","2018/10/23","14:18:30",26.8,79,451,10.807,11.255
0,3,"2018/10/23 14:18","2018/10/23","14:18:45",26.8,78.9,445,10.295,10.898
0,3,"2018/10/23 14:19","2018/10/23","14:19:00",26.9,78.9,440,10.295,10.898
0,3,"2018/10/23 14:19","2018/10/23","14:19:15",26.9,79.1,436,10.184,10.184
0,3,"2018/10/23 14:19","2018/10/23","14:19:30",26.9,79.3,432,9.783,9.827
