"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
1,2,"2019-03-05 11:00:00","2019-03-05","11:00:00",24.3,67.6,643,40.372,40.372
1,2,"2019-03-05 11:00:15","2019-03-05","11:00:15",24.3,67.4,645,39.43,39.43
1,2,"2019-03-05 11:00:30","2019-03-05","11:00:30",24.3,67.6,650,39.901,39.901
1,2,"2019-03-05 11:00:45","2019-03-05","11:00:45",24.3,67.7,656,40.372,40.372
1,2,"2019-03-05 11:01:00","2019-03-05","11:01:00",24.3,67.2,661,42.256,42.256
1,2,"2019-03-05 11:01:15","2019-03-05","11:01:15",24.3,67.4,662,42.256,42.256
1,2,"2019-03-05 11:01:30","2019-03-05","11:01:30",24.3,67.5,663,43.669,43.669
1,2,"2019-03-05 11:01:45","2019-03-05","11:01:45",24.3,67.6,662,43.198,43.198
1,2,"2019-03-05 11:02:00","2019-03-05","11:02:00",24.3,67.6,663,43.198,43.198
1,2,"2019-03-05 11:02:15","2019-03-05","11:02:15",24.3,67.6,664,42.256,42.256
1,2,"2019-03-05 11:02:30","2019-03-05","11:02:30",24.4,67.3,664,41.785,41.785
1,2,"2019-03-05 11:02:45","2019-03-05","11:02:45",24.4,67.1,667,42.256,42.256
1,2,"2019-03-05 11:03:00","2019-03-05","11:03:00",24.4,67.2,670,41.314,41.314
1,2,"2019-03-05 11:03:15","2019-03-05","11:03:15",24.4,67.2,671,40.372,40.372
1,2,"2019-03-05 11:03:30","2019-03-05","11:03:30",24.3,67.3,670,40.372,40.372
1,2,"2019-03-05 11:03:45","2019-03-05","11:03:45",24.3,67.2,669,40.372,40.372
1,2,"2019-03-05 11:04:00","2019-03-05","11:04:00",24.3,67.4,668,39.901,39.901
1,2,"2019-03-05 11:04:15","2019-03-05","11:04:15",24.3,67.1,666,38.017,38.017
1,2,"2019-03-05 11:04:30","2019-03-05","11:04:30",24.3,67.1,665,37.075,37.075
1,2,"2019-03-05 11:04:45","2019-03-05","11:04:45",24.3,67.2,665,36.604,36.604
1,2,"2019-03-05 11:05:00","2019-03-05","11:05:00",24.3,67.2,662,37.546,37.546
1,2,"2019-03-05 11:05:15","2019-03-05","11:05:15",24.3,67.1,661,37.546,37.546
1,2,"2019-03-05 11:05:30","2019-03-05","11:05:30",24.3,67.2,659,36.604,36.604
1,2,"2019-03-05 11:05:45","2019-03-05","11:05:45",24.3,67.4,656,35.662,35.662
1,2,"2019-03-05 11:06:00","2019-03-05","11:06:00",24.3,67.5,656,37.546,37.546
1,2,"2019-03-05 11:06:15","2019-03-05","11:06:15",24.4,67.5,657,37.546,37.546
1,2,"2019-03-05 11:06:30","2019-03-05","11:06:30",24.4,67.3,658,37.546,37.546
1,2,"2019-03-05 11:06:45","2019-03-05","11:06:45",24.4,67.3,660,37.075,37.075
1,2,"2019-03-05 11:07:00","2019-03-05","11:07:00",24.4,67.2,662,38.959,38.959
1,2,"2019-03-05 11:07:15","2019-03-05","11:07:15",24.4,67.2,662,37.546,37.546
1,2,"2019-03-05 11:07:30","2019-03-05","11:07:30",24.4,67.4,663,37.546,37.546
1,2,"2019-03-05 11:07:45","2019-03-05","11:07:45",24.4,67,663,41.314,41.314
1,2,"2019-03-05 11:08:00","2019-03-05","11:08:00",24.4,66.9,663,40.372,40.372
1,2,"2019-03-05 11:08:15","2019-03-05","11:08:15",24.4,66.9,662,39.43,39.43
