"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
0,2,"2018-10-22 00:00:00","2018-10-22","00:00:00",26.6,67.1,552,9.811,9.811
0,2,"2018-10-22 00:00:15","2018-10-22","00:00:15",26.6,67.1,555,9.811,9.811
0,2,"2018-10-22 00:00:30","2018-10-22","00:00:30",26.6,67.1,558,9.336,9.336
0,2,"2018-10-22 00:00:45","2018-10-22","00:00:45",26.6,67.1,558,9.336,9.336
0,2,"2018-10-22 00:01:00","2018-10-22","00:01:00",26.6,67.1,558,9.336,9.336
0,2,"2018-10-22 00:01:15","2018-10-22","00:01:15",26.6,67.1,558,8.861,8.861
0,2,"2018-10-22 00:01:30","2018-10-22","00:01:30",26.6,67.1,558,9.336,9.336
0,2,"2018-10-22 00:01:45","2018-10-22","00:01:45",26.6,67.1,558,9.336,9.336
0,2,"2018-10-22 00:02:00","2018-10-22","00:02:00",26.6,67.2,558,9.811,9.811
0,2,"2018-10-22 00:02:15","2018-10-22","00:02:15",26.6,67.2,558,9.811,9.811
0,2,"2018-10-22 00:02:30","2018-10-22","00:02:30",26.6,67.3,557,9.336,9.336
0,2,"2018-10-22 00:02:45","2018-10-22","00:02:45",26.6,67.3,557,8.861,8.861
0,2,"2018-10-22 00:03:00","2018-10-22","00:03:00",26.6,67.2,556,8.861,8.861
0,2,"2018-10-22 00:03:15","2018-10-22","00:03:15",26.6,67.3,557,9.811,9.811
0,2,"2018-10-22 00:03:30","2018-10-22","00:03:30",26.6,67.2,557,9.834,10.286
0,2,"2018-10-22 00:03:45","2018-10-22","00:03:45",26.6,67.3,558,9.834,10.286
0,2,"2018-10-22 00:04:00","2018-10-22","00:04:00",26.6,67.2,558,9.811,9.811
0,2,"2018-10-22 00:04:15","2018-10-22","00:04:15",26.6,67.3,557,9.811,9.811
0,2,"2018-10-22 00:04:30","2018-10-22","00:04:30",26.6,67.2,557,9.811,9.811
0,2,"2018-10-22 00:04:45","2018-10-22","00:04:45",26.6,67.3,557,10.286,10.286
0,2,"2018-10-22 00:05:00","2018-10-22","00:05:00",26.6,67.3,556,9.811,9.811
0,2,"2018-10-22 00:05:15","2018-10-22","00:05:15",26.6,67.2,556,9.811,9.811
0,2,"2018-10-22 00:05:30","2018-10-22","00:05:30",26.6,67.2,555,9.811,9.811
0,2,"2018-10-22 00:05:45","2018-10-22","00:05:45",26.6,67.2,554,8.861,8.861
0,2,"2018-10-22 00:06:00","2018-10-22","00:06:00",26.6,67.2,553,9.336,9.336
0,2,"2018-10-22 00:06:15","2018-10-22","00:06:15",26.6,67.3,549,9.811,9.811
0,2,"2018-10-22 00:06:30","2018-10-22","00:06:30",26.6,67.2,548,10.286,10.286
0,2,"2018-10-22 00:06:45","2018-10-22","00:06:45",26.6,67.2,547,9.811,9.811
0,2,"2018-10-22 00:07:00","2018-10-22","00:07:00",26.6,67.2,547,9.811,9.811
0,2,"2018-10-22 00:07:15","2018-10-22","00:07:15",26.6,67.1,548,9.336,9.336
0,2,"2018-10-22 00:07:30","2018-10-22","00:07:30",26.6,67.1,548,9.164,9.336
0,2,"2018-10-22 00:07:45","2018-10-22","00:07:45",26.6,67.1,548,9.811,9.811
0,2,"2018-10-22 00:08:00","2018-10-22","00:08:00",26.6,67.1,546,9.811,9.811
0,2,"2018-10-22 00:08:15","2018-10-22","00:08:15",26.6,67.1,546,9.811,9.811
0,2,"2018-10-22 00:08:30","2018-10-22","00:08:30",26.6,67.2,543,9.811,9.811
0,2,"2018-10-22 00:08:45","2018-10-22","00:08:45",26.6,67.2,540,9.811,9.811
0,2,"2018-10-22 00:09:00","2018-10-22","00:09:00",26.6,67.2,536,9.336,9.336
0,2,"2018-10-22 00:09:15","2018-10-22","00:09:15",26.6,67.1,532,9.336,9.336
0,2,"2018-10-22 00:09:30","2018-10-22","00:09:30",26.6,67.1,530,9.336,9.336
0,2,"2018-10-22 00:09:45","2018-10-22","00:09:45",26.6,67,529,9.811,9.811
0,2,"2018-10-22 00:10:00","2018-10-22","00:10:00",26.6,66.9,529,10.286,10.286
0,2,"2018-10-22 00:10:15","2018-10-22","00:10:15",26.6,66.9,529,10.504,10.761
0,2,"2018-10-22 00:10:30","2018-10-22","00:10:30",26.6,66.8,528,9.834,10.286
0,2,"2018-10-22 00:10:45","2018-10-22","00:10:45",26.6,66.8,527,9.164,9.336
0,2,"2018-10-22 00:11:00","2018-10-22","00:11:00",26.6,66.9,526,9.811,9.811
0,2,"2018-10-22 00:11:15","2018-10-22","00:11:15",26.6,66.9,525,10.286,10.286
0,2,"2018-10-22 00:11:30","2018-10-22","00:11:30",26.6,67,524,10.286,10.286
0,2,"2018-10-22 00:11:45","2018-10-22","00:11:45",26.6,67.1,521,9.811,9.811
0,2,"2018-10-22 00:12:00","2018-10-22","00:12:00",26.6,67.1,521,9.336,9.336
0,2,"2018-10-22 00:12:15","2018-10-22","00:12:15",26.6,66.9,521,9.336,9.336
0,2,"2018-10-22 00:12:30","2018-10-22","00:12:30",26.6,67,521,9.811,9.811
