"Date","S_no","Season","AL_Type","TEM","HUM","PM1","PM2.5","CO2"
"2018-10-08 00:00~4","LA001",0,2,26.78,71.195,13.61815,14.1424,413.85
"2018-10-08 00:05~9","LA001",0,2,26.75,71.245,13.3486,14.7526,410.65
"2018-10-08 00:10~4","LA001",0,2,26.74,71.325,14.09735,15.182,411.1
"2018-10-08 00:15~9","LA001",0,2,26.71,71.49,14.03745,15.2498,413.25
"2018-10-08 00:20~4","LA001",0,2,26.755,71.385,14.09735,15.1142,416.3
"2018-10-08 00:25~9","LA001",0,2,26.705,71.61,14.0674,15.3628,414.65
"2018-10-08 00:30~4","LA001",0,2,26.74,71.61,14.51665,15.634,412.35
"2018-10-08 00:35~9","LA001",0,2,26.78,71.51,14.4268,15.4984,414.2
"2018-10-08 00:40~4","LA001",0,2,26.78,71.605,14.4867,15.4984,413.6
"2018-10-08 00:45~9","LA001",0,2,26.75,71.77,14.307,15.5662,410.55
"2018-10-08 00:50~4","LA001",0,2,26.785,71.845,14.33695,15.634,411.3
"2018-10-08 00:55~9","LA001",0,2,26.77,72.035,14.4867,15.4984,410.75
"2018-10-08 01:00~4","LA001",0,2,26.8,71.965,14.33695,15.6114,410.8
"2018-10-08 01:05~9","LA001",0,2,26.74,72.27,14.5466,15.747,411.05
"2018-10-08 01:10~4","LA001",0,2,26.77,72.32,14.33695,15.3628,414.9
"2018-10-08 01:15~9","LA001",0,2,26.755,72.405,13.7679,14.7074,414.15
"2018-10-08 01:20~4","LA001",0,2,26.64,72.925,13.3486,14.8656,414.55
"2018-10-08 01:25~9","LA001",0,2,26.59,73.225,13.8278,14.7526,415.5
"2018-10-08 01:30~4","LA001",0,2,26.675,72.785,13.708,15.0238,418.05
"2018-10-08 01:35~9","LA001",0,2,26.615,73.03,13.5882,14.7526,419.3
"2018-10-08 01:40~4","LA001",0,2,26.73,72.605,13.8278,14.7978,421.55
"2018-10-08 01:45~9","LA001",0,2,26.795,72.41,13.79785,15.0238,424.15
"2018-10-08 01:50~4","LA001",0,2,26.805,72.405,13.67805,14.504,423.85
"2018-10-08 01:55~9","LA001",0,2,26.795,72.525,13.6481,14.956,422.45
"2018-10-08 02:00~4","LA001",0,2,26.78,72.59,13.51895,14.5266,419.6
"2018-10-08 02:05~9","LA001",0,2,26.76,72.745,13.5715,14.4362,418.3
"2018-10-08 02:10~4","LA001",0,2,26.77,72.725,13.61815,14.5492,419.05
"2018-10-08 02:15~9","LA001",0,2,26.665,73.19,13.55825,14.3232,417.55
"2018-10-08 02:20~4","LA001",0,2,26.64,73.135,13.36185,14.0972,419.4
"2018-10-08 02:25~9","LA001",0,2,26.7,72.95,13.43845,14.2102,421.5
"2018-10-08 02:30~4","LA001",0,2,26.7,72.96,13.07905,13.826,422.05
"2018-10-08 02:35~9","LA001",0,2,26.675,73.095,13.21945,13.7582,422.15
"2018-10-08 02:40~4","LA001",0,2,26.625,73.45,12.95925,13.8034,418.45
"2018-10-08 02:45~9","LA001",0,2,26.62,73.39,13.01915,13.7582,417.35
"2018-10-08 02:50~4","LA001",0,2,26.58,73.565,12.71565,13.1932,415.75
"2018-10-08 02:55~9","LA001",0,2,26.6833333333333,73.1368421052632,12.7936315789474,13.2788421052632,417.315789473684
"2018-10-08 03:00~4","LA001",0,2,26.765,72.79,12.6298,13.1706,421.1
"2018-10-08 03:05~9","LA001",0,2,26.8,72.67,12.3636,12.8542,425.6
"2018-10-08 03:10~4","LA001",0,2,26.89,72.44,12.5658,12.8994,431.05
"2018-10-08 03:15~9","LA001",0,2,26.805,72.68,12.4707,13.1254,429.65
"2018-10-08 03:20~4","LA001",0,2,26.75,72.82,12.26775,12.7186,425.55
"2018-10-08 03:25~9","LA001",0,2,26.775,72.68,11.82115,12.5152,421.5
"2018-10-08 03:30~4","LA001",0,2,26.81,72.515,12.17855,12.8768,419.75
"2018-10-08 03:35~9","LA001",0,2,26.895,72.23,11.8598,12.4248,423.4
"2018-10-08 03:40~4","LA001",0,2,26.89,72,11.62165,11.9728,420.55
"2018-10-08 03:45~9","LA001",0,2,26.9,71.745,11.0551,11.3174,413.8
"2018-10-08 03:50~4","LA001",0,2,26.845,71.665,10.74035,11.0236,409.75
"2018-10-08 03:55~9","LA001",0,2,26.875,71.565,10.82285,11.1366,411.05
"2018-10-08 04:00~4","LA001",0,2,26.87,71.565,10.8277,11.2496,407.5
"2018-10-08 04:05~9","LA001",0,2,26.865,71.605,10.87515,11.2722,408.2
"2018-10-08 04:10~4","LA001",0,2,26.89,71.545,10.34055,10.4812,414.8
"2018-10-08 04:15~9","LA001",0,2,26.9,71.54,10.4403,10.662,418.75
"2018-10-08 04:20~4","LA001",0,2,26.9,71.605,10.2829,10.5038,416.1
