1551708180,0.00
1551708181,0.00
1551708182,7042.27
1551708183,7042.27
1551708184,7042.27
1551708185,7042.27
1551708186,7042.27
1551708187,7042.27
1551708188,5867.99
1551708189,5867.99
1551708190,5317.44
1551708191,5065.08
1551708192,5053.40
1551708193,5039.27
1551708194,4999.43
1551708195,4897.35
1551708196,4073.38
1551708197,3853.12
1551708198,3853.12
1551708199,3853.12
1551708200,3853.12
1551708201,3853.12
1551708202,3853.12
1551708203,5087.75
1551708204,6484.02
1551708205,6484.02
1551708206,6484.02
1551708207,6484.02
1551708208,6484.02
1551708209,6484.02
1551708210,6435.64
1551708211,6435.64
1551708212,6435.64
1551708213,6435.64
1551708214,6435.64
1551708215,6435.64
1551708216,7275.49
1551708217,9067.82
1551708218,9067.82
1551708219,9067.82
1551708220,9067.82
1551708221,9067.82
1551708222,9067.82
1551708223,7048.07
1551708224,7048.07
1551708225,7048.07
1551708226,7048.07
1551708227,7048.07
1551708228,7048.07
1551708229,9087.80
1551708230,10373.33
1551708231,10660.27
1551708232,10772.00
1551708233,11300.30
1551708234,11300.30
1551708235,11300.30
1551708236,10772.00
1551708237,10660.27
1551708238,10378.29
1551708239,10378.29
1551708240,8582.81
1551708241,7145.79
1551708242,5984.55
1551708243,5918.55
1551708244,5604.91
1551708245,4655.27
1551708246,4473.97
1551708247,2832.44
1551708248,2832.44
1551708249,2832.44
1551708250,2832.44
1551708251,2832.44
1551708252,2832.44
1551708253,3045.05
1551708254,4213.03
1551708255,4860.47
1551708256,5125.31
1551708257,5160.54
1551708258,5160.54
1551708259,5160.54
1551708260,5160.54
1551708261,5160.54
1551708262,5160.54
1551708263,5203.00
1551708264,5203.00
1551708265,5372.61
1551708266,5372.61
1551708267,5372.61
1551708268,5372.61
1551708269,5959.56
1551708270,5959.56
1551708271,5959.56
1551708272,5959.56
1551708273,5959.56
1551708274,5959.56
1551708275,5683.53
1551708276,4647.61
1551708277,4640.37
1551708278,4478.43
1551708279,4198.30
1551708280,3934.93
1551708281,3666.42
1551708282,3551.38
1551708283,3421.64
1551708284,3245.13
1551708285,2620.22
1551708286,2097.95
1551708287,1382.97
1551708288,1352.29
1551708289,1313.86
1551708290,1238.48
1551708291,1238.48
1551708292,1238.48
1551708293,1238.48
1551708294,1352.29
1551708295,1382.97
1551708296,1738.62
1551708297,2018.75
1551708298,3194.95
1551708299,3194.95
1551708300,3194.95
1551708301,3194.95
1551708302,3194.95
1551708303,3194.95
1551708304,2627.90
1551708305,2368.78
1551708306,2166.39
1551708307,2161.55
1551708308,2127.61
1551708309,2099.62
1551708310,2085.00
1551708311,2055.20
1551708312,1925.76
1551708313,1525.20
1551708314,1140.26
1551708315,967.17
1551708316,655.82
1551708317,655.82
1551708318,655.82
1551708319,655.82
1551708320,655.82
1551708321,655.82
1551708322,1052.45
1551708323,1227.95
1551708324,1639.89
1551708325,2013.14
1551708326,2052.17
1551708327,2337.36
1551708328,2990.56
1551708329,3198.86
1551708330,3432.43
1551708331,5413.02
1551708332,6015.58
1551708333,9476.38
1551708334,9476.38
1551708335,9476.38
1551708336,9476.38
1551708337,9476.38
1551708338,9476.38
1551708339,7651.07
1551708340,6003.31
1551708341,6003.31
1551708342,5614.00
1551708343,5273.37
1551708344,5095.21
1551708345,4424.07
1551708346,4171.81
1551708347,4171.81
1551708348,4171.81
1551708349,4101.02
1551708350,4101.02
1551708351,4101.02
1551708352,4101.02
1551708353,4101.02
1551708354,4101.02
1551708355,4448.20
1551708356,4648.63
1551708357,4648.63
1551708358,4648.63
1551708359,5353.40
1551708360,5705.11
1551708361,5818.20
1551708362,5905.48
1551708363,6034.15
1551708364,6149.75
1551708365,6677.25
1551708366,7892.29
1551708367,7892.29
1551708368,7892.29
1551708369,7892.29
1551708370,7892.29
1551708371,7892.29
1551708372,6687.62
1551708373,4330.92
1551708374,4175.76
1551708375,3609.96
1551708376,3607.64
1551708377,3437.97
1551708378,2799.26
1551708379,1787.62
1551708380,1082.68
1551708381,1082.68
1551708382,1082.68
1551708383,1082.68
1551708384,1082.68
1551708385,1082.68
1551708386,1148.91
1551708387,2013.27
1551708388,2709.80
1551708389,2732.81
1551708390,2954.42
1551708391,2954.42
1551708392,2954.42
1551708393,3017.40
1551708394,3136.55
1551708395,3136.55
1551708396,3136.55
1551708397,3136.55
1551708398,3136.55
1551708399,3136.55
1551708400,3814.47
1551708401,3814.47
1551708402,3814.47
1551708403,3814.47
1551708404,3814.47
1551708405,3814.47
1551708406,3814.47
1551708407,3814.47
1551708408,3814.47
1551708409,3814.47
1551708410,3814.47
1551708411,4913.53
1551708412,5557.59
1551708413,5557.59
1551708414,5557.59
1551708415,5557.59
1551708416,5557.59
1551708417,5557.59
1551708418,4136.85
1551708419,3627.80
1551708420,2452.32
1551708421,2214.05
1551708422,1960.93
1551708423,1888.06
1551708424,1888.06
1551708425,1837.36
1551708426,1735.22
1551708427,1728.28
1551708428,1703.98
1551708429,1553.64
1551708430,1553.64
1551708431,1472.93
1551708432,1340.76
1551708433,1311.73
1551708434,1311.73
1551708435,1311.73
1551708436,1311.73
1551708437,1311.73
1551708438,1340.76
1551708439,1390.06
1551708440,1395.13
1551708441,1398.60
1551708442,1457.03
1551708443,1930.23
1551708444,2726.95
1551708445,3250.71
1551708446,3250.71
1551708447,3250.71
1551708448,3250.71
1551708449,3250.71
1551708450,3250.71
1551708451,3039.13
1551708452,2340.45
1551708453,1426.37
1551708454,890.49
1551708455,890.49
1551708456,890.49
1551708457,890.49
1551708458,806.96
1551708459,794.12
1551708460,761.54
1551708461,631.52
1551708462,621.88
1551708463,621.88
1551708464,500.79
1551708465,244.79
1551708466,177.80
1551708467,121.25
1551708468,121.25
1551708469,121.25
1551708470,121.25
1551708471,121.25
1551708472,121.25
1551708473,145.27
1551708474,200.65
1551708475,207.18
1551708476,211.73
1551708477,253.86
1551708478,335.27
1551708479,352.90
1551708480,566.68
1551708481,891.39
1551708482,1100.83
1551708483,1432.67
1551708484,1582.66
1551708485,1602.75
1551708486,2433.29
1551708487,2780.03
1551708488,3735.69
