"S_no","Season","AL_Type","Date","TEM","HUM","PM1","PM2.5","CO2"
"LA026",1,3,2019-03-14 08:22:00,23.9894736842105,58.5947368421053,14.6481052631579,15.5660526315789,479.684210526316
"LA026",1,3,2019-03-14 08:27:00,23.8444444444444,58.7222222222222,15.1165,15.9167777777778,479.333333333333
"LA026",1,3,2019-03-14 08:32:00,23.8,58.7882352941176,14.992,15.6622941176471,480.764705882353
"LA026",1,3,2019-03-14 08:37:00,23.85,58.805,15.3511,16.1767,547.15
"LA026",1,3,2019-03-14 08:42:00,23.9947368421053,58.6842105263158,14.7205789473684,15.4834210526316,589.526315789474
"LA026",1,3,2019-03-14 08:47:00,24.09375,58.2375,14.3929375,15.317125,580.5
"LA026",1,3,2019-03-14 08:52:00,24.1,57.815,14.1577,14.9992,522.8
"LA026",1,3,2019-03-14 08:57:00,24.1052631578947,57.8157894736842,15.1071052631579,15.847,493.894736842105
"LA026",1,3,2019-03-14 09:02:00,24.10625,57.9125,15.6265,16.533875,488.5625
"LA026",1,3,2019-03-14 09:07:00,24.1166666666667,57.8666666666667,15.244,16.1958888888889,469.5
"LA026",1,3,2019-03-14 09:12:00,24.155,57.77,15.28225,16.2081,462.75
"LA026",1,3,2019-03-14 09:17:00,24.15,57.745,15.23635,16.3494,451.05
"LA026",1,3,2019-03-14 09:22:00,24.1789473684211,57.7210526315789,15.4936315789474,16.4419473684211,455.842105263158
"LA026",1,3,2019-03-14 09:27:00,24.2,57.68,15.19045,16.004,458.9
"LA026",1,3,2019-03-14 09:32:00,24.205,57.525,15.4888,16.2395,458.55
"LA026",1,3,2019-03-14 09:37:00,24.275,57.37,15.41995,16.2866,451.9
"LA026",1,3,2019-03-14 09:42:00,24.3157894736842,57.6421052631579,16.0251052631579,16.8385789473684,473.736842105263
"LA026",1,3,2019-03-14 09:47:00,24.4,57.84,16.4986,17.417,498.65
"LA026",1,3,2019-03-14 09:52:00,24.49,57.89,16.6363,17.4955,608.15
"LA026",1,3,2019-03-14 09:57:00,24.585,58.44,16.61335,17.6368,663.25
"LA026",1,3,2019-03-14 10:02:00,24.69,58.355,16.0396,16.9617,515.65
"LA026",1,3,2019-03-14 10:07:00,24.8,58.4052631578947,16.1217368421053,17.2352105263158,504.210526315789
"LA026",1,3,2019-03-14 10:12:00,24.865,58.41,16.2232,17.3542,539.5
"LA026",1,3,2019-03-14 10:17:00,24.9210526315789,58.8210526315789,16.7256842105263,17.9127894736842,455.578947368421
"LA026",1,3,2019-03-14 10:22:00,25,58.65,16.8199,18.1235,432.25
"LA026",1,3,2019-03-14 10:27:00,25.03,58.64,17.5543,18.8457,442.2
"LA026",1,3,2019-03-14 10:32:00,25.0947368421053,58.7105263157895,17.4987368421053,18.7060526315789,452.631578947368
"LA026",1,3,2019-03-14 10:37:00,25.1,58.44,17.21005,18.4061,485.45
"LA026",1,3,2019-03-14 10:42:00,25.1,58.82,17.71495,19.0341,508.1
"LA026",1,3,2019-03-14 10:47:00,25.105,60.235,20.79025,22.4253,495.95
"LA026",1,3,2019-03-14 10:52:00,25.1105263157895,61.8736842105263,18.3684210526316,19.7802631578947,446.105263157895
"LA026",1,3,2019-03-14 10:57:00,25.03,62.835,18.151,19.772,454.55
"LA026",1,3,2019-03-14 11:02:00,24.86,62.965,18.03625,19.4894,422
"LA026",1,3,2019-03-14 11:07:00,24.885,62.8,17.6461,19.0341,426.15
"LA026",1,3,2019-03-14 11:12:00,25,62.45,17.53135,19.2539,424.8
"LA026",1,3,2019-03-14 11:17:00,24.89,63.45,18.12805,19.4894,422.85
"LA026",1,3,2019-03-14 11:22:00,24.77,63.985,18.0592,19.3167,421.35
