"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
0,2,"2018-10-01 00:00:00","2018-10-01","00:00:00",27.3,56,426,16.621,18.887
0,2,"2018-10-01 00:00:15","2018-10-01","00:00:15",27.3,56,426,16.621,18.887
0,2,"2018-10-01 00:00:30","2018-10-01","00:00:30",27.3,56.1,426,16.027,18.887
0,2,"2018-10-01 00:00:45","2018-10-01","00:00:45",27.3,56.2,428,16.027,18.443
0,2,"2018-10-01 00:01:00","2018-10-01","00:01:00",27.2,56.3,428,16.027,18.443
0,2,"2018-10-01 00:01:15","2018-10-01","00:01:15",27.2,56.3,427,16.621,18.887
0,2,"2018-10-01 00:01:30","2018-10-01","00:01:30",27.2,56.3,427,16.621,18.443
0,2,"2018-10-01 00:01:45","2018-10-01","00:01:45",27.2,56.4,428,16.027,18.443
0,2,"2018-10-01 00:02:00","2018-10-01","00:02:00",27.2,56.5,427,16.027,18.443
0,2,"2018-10-01 00:02:15","2018-10-01","00:02:15",27.1,56.6,427,16.621,18.887
0,2,"2018-10-01 00:02:30","2018-10-01","00:02:30",27.1,56.6,426,16.621,18.887
0,2,"2018-10-01 00:02:45","2018-10-01","00:02:45",27.1,56.7,426,16.621,18.887
0,2,"2018-10-01 00:03:00","2018-10-01","00:03:00",27.1,56.7,426,16.621,18.887
0,2,"2018-10-01 00:03:15","2018-10-01","00:03:15",27,56.8,426,16.621,18.887
0,2,"2018-10-01 00:03:30","2018-10-01","00:03:30",27,56.9,425,16.621,19.331
0,2,"2018-10-01 00:03:45","2018-10-01","00:03:45",27,56.9,425,16.621,19.331
0,2,"2018-10-01 00:04:00","2018-10-01","00:04:00",27,57,425,16.621,18.443
0,2,"2018-10-01 00:04:15","2018-10-01","00:04:15",27,57.1,425,16.621,18.443
0,2,"2018-10-01 00:04:30","2018-10-01","00:04:30",27,57,425,16.621,18.443
0,2,"2018-10-01 00:04:45","2018-10-01","00:04:45",27,57.1,425,17.215,18.443
0,2,"2018-10-01 00:05:00","2018-10-01","00:05:00",27,57,425,17.215,18.887
