"S_no","Season","AL_Type","Date","TEM","HUM","PM1","PM2.5","CO2"
"LA021",1,3,2019-03-06 14:17:00,23.34,70.205,9.57575,9.7983,645.8
"LA021",1,3,2019-03-06 14:22:00,23.38,69.955,9.24205,9.58635,688.85
"LA021",1,3,2019-03-06 14:27:00,23.335,71.08,8.90835,9.2802,691.9
"LA021",1,3,2019-03-06 14:32:00,23.165,72.19,9.35815,9.63345,681.85
"LA021",1,3,2019-03-06 14:37:00,23.2,72.87,9.82985,10.10445,647.2
"LA021",1,3,2019-03-06 14:42:00,23.505,72.03,12.6518,13.21305,641.5
"LA021",1,3,2019-03-06 14:47:00,23.865,70.92,12.67865,13.0011,624.7
"LA021",1,3,2019-03-06 14:52:00,23.85,69.3,11.36835,11.6352,635.1
"LA021",1,3,2019-03-06 14:57:00,23.665,68.81,10.15295,10.38705,622.75
"LA021",1,3,2019-03-06 15:02:00,23.595,69.215,10.43885,10.62255,634.65
"LA021",1,3,2019-03-06 15:07:00,23.41,68.125,10.17815,10.48125,619.1
"LA021",1,3,2019-03-06 15:12:00,22.525,71.01,11.0655,11.541,569.3
"LA021",1,3,2019-03-06 15:17:00,22.775,70.12,11.86995,12.6243,570.05
"LA021",1,3,2019-03-06 15:22:00,22.495,70.925,12.54465,13.44855,557.15
"LA021",1,3,2019-03-06 15:27:00,22.355,71.02,11.7409,12.3417,539.65
"LA021",1,3,2019-03-06 15:32:00,22,73.27,12.9497,13.8018,568.75
"LA021",1,3,2019-03-06 15:37:00,22.9,70.97,12.0958,12.5301,647.8
"LA021",1,3,2019-03-06 15:42:00,23.3,69.28,12.1476,12.7185,619.4
"LA021",1,3,2019-03-06 15:47:00,23.64,68.55,66.08625,67.3605,619.55
"LA021",1,3,2019-03-06 15:52:00,23.785,67.875,64.957,67.8315,564.6
"LA021",1,3,2019-03-06 15:57:00,23.7,67.735,64.811,66.53625,547.2
"LA021",1,3,2019-03-06 16:02:00,23.67,67.8,12.4123,13.0482,548.45
"LA021",1,3,2019-03-06 16:07:00,23.715,67.835,12.11675,12.78915,565.35
"LA021",1,3,2019-03-06 16:12:00,23.735,67.46,12.67205,13.6134,550.9
"LA021",1,3,2019-03-06 16:17:00,23.75,67.16,12.38145,13.16595,549.8
"LA021",1,3,2019-03-06 16:22:00,23.7,66.585,12.11675,12.78915,548.85
"LA021",1,3,2019-03-06 16:27:00,23.635,66.35,11.7953,12.5301,570.25
"LA021",1,3,2019-03-06 16:32:00,23.595,65.89,11.37635,12.483,579.4
"LA021",1,3,2019-03-06 16:37:00,23.53,65.75,10.75935,11.65875,558.25
"LA021",1,3,2019-03-06 16:42:00,23.525,65.37,11.00615,11.9178,559.6
"LA021",1,3,2019-03-06 16:47:00,23.585,65.005,11.3455,12.5301,565.65
