"Date","S_no","Season","AL_Type","TEM","HUM","PM1","PM2.5","CO2"
"2019-03-05 08:00~4","LA010",1,2,21.73,67.83,20.51275,23.1262,521.3
"2019-03-05 08:05~9","LA010",1,2,21.875,67.715,19.7311,22.4574,533.3
"2019-03-05 08:10~4","LA010",1,2,22.0705882352941,67.2294117647059,19.4143529411765,21.9017058823529,544.176470588235
"2019-03-05 08:15~9","LA010",1,2,22.0736842105263,67.0263157894737,19.9413684210526,22.585,533.105263157895
"2019-03-05 08:20~4","LA010",1,2,22.03,67.175,21.32335,23.4606,512.1
"2019-03-05 08:25~9","LA010",1,2,21.825,67.885,20.2522,22.8754,500.55
"2019-03-05 08:30~4","LA010",1,2,21.84,67.855,18.631,21.287,494.45
"2019-03-05 08:35~9","LA010",1,2,21.83,67.785,19.0363,21.6632,489.7
"2019-03-05 08:40~4","LA010",1,2,21.7,68.29,17.7046,20.2838,489.9
"2019-03-05 08:45~9","LA010",1,2,21.73,68.24,16.315,19.0298,487.1
"2019-03-05 08:50~4","LA010",1,2,21.8,68.05,15.53335,17.9221,486.05
"2019-03-05 08:55~9","LA010",1,2,21.83,68.085,15.01225,17.6086,488.15
"2019-03-05 09:00~4","LA010",1,2,21.985,67.7,15.157,17.9221,489.6
"2019-03-05 09:05~9","LA010",1,2,22.155,67.16,14.9254,17.5877,489.2
"2019-03-05 09:10~4","LA010",1,2,22.06,67.565,14.43325,17.2324,488.75
"2019-03-05 09:15~9","LA010",1,2,22.155,67.455,13.8832,16.0829,488.85
"2019-03-05 09:20~4","LA010",1,2,22.275,67.07,13.68055,15.7903,486.9
"2019-03-05 09:25~9","LA010",1,2,22.255,67.165,12.6673,14.9125,484.6
"2019-03-05 09:30~4","LA010",1,2,22.3,67.125,12.00145,14.0556,480.4
"2019-03-05 09:35~9","LA010",1,2,22.275,67.2,11.1619,12.9061,479
"2019-03-05 09:40~4","LA010",1,2,22.29,67.285,11.104,12.6135,475.95
"2019-03-05 09:45~9","LA010",1,2,22.415,66.87,10.9882,12.9061,476.15
"2019-03-05 09:50~4","LA010",1,2,22.475,66.66,11.3356,13.0106,476.45
"2019-03-05 09:55~9","LA010",1,2,22.52,66.615,11.53825,13.0315,475.95
"2019-03-05 10:00~4","LA010",1,2,22.59,66.48,11.88565,13.2196,474.3
"2019-03-05 10:05~9","LA010",1,2,22.56,66.71,11.7409,13.6376,474.75
"2019-03-05 10:10~4","LA010",1,2,22.615,66.66,11.104,12.6135,474.45
"2019-03-05 10:15~9","LA010",1,2,22.7,66.44,10.8145,12.3209,477.4
"2019-03-05 10:20~4","LA010",1,2,22.7,66.58,11.19085,12.8643,480.45
"2019-03-05 10:25~9","LA010",1,2,22.77,66.435,11.104,13.2823,478.7
"2019-03-05 10:30~4","LA010",1,2,22.76,66.57,11.01715,12.509,476.8
