"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
1,1,"2019-03-05 11:00:49","2019-03-05","11:00:49",,,574,7.25,7.693
1,1,"2019-03-05 11:01:49","2019-03-05","11:01:49",,,614,7.25,8.002
1,1,"2019-03-05 11:02:50","2019-03-05","11:02:50",,,594,7.25,7.384
1,1,"2019-03-05 11:03:50","2019-03-05","11:03:50",,,579,7.25,7.384
1,1,"2019-03-05 11:04:50","2019-03-05","11:04:50",,,601,6.867,7.384
1,1,"2019-03-05 11:05:50","2019-03-05","11:05:50",,,598,7.25,7.384
1,1,"2019-03-05 11:06:51","2019-03-05","11:06:51",,,587,7.25,7.384
1,1,"2019-03-05 11:07:51","2019-03-05","11:07:51",,,589,7.633,8.62
1,1,"2019-03-05 11:08:51","2019-03-05","11:08:51",,,589,8.002,8.002
1,1,"2019-03-05 11:09:52","2019-03-05","11:09:52",,,582,6.867,8.311
1,1,"2019-03-05 11:10:52","2019-03-05","11:10:52",,,595,7.25,7.384
1,1,"2019-03-05 11:11:52","2019-03-05","11:11:52",,,599,6.101,6.457
1,1,"2019-03-05 11:12:53","2019-03-05","11:12:53",,,589,6.867,7.075
1,1,"2019-03-05 11:13:53","2019-03-05","11:13:53",,,595,6.867,7.384
1,1,"2019-03-05 11:14:53","2019-03-05","11:14:53",,,591,6.867,7.075
1,1,"2019-03-05 11:15:54","2019-03-05","11:15:54",,,599,6.867,7.075
1,1,"2019-03-05 11:16:54","2019-03-05","11:16:54",,,581,6.484,7.075
1,1,"2019-03-05 11:17:54","2019-03-05","11:17:54",,,583,7.633,8.002
1,1,"2019-03-05 11:18:54","2019-03-05","11:18:54",,,591,6.484,7.075
1,1,"2019-03-05 11:19:55","2019-03-05","11:19:55",,,603,6.867,7.693
1,1,"2019-03-05 11:20:55","2019-03-05","11:20:55",,,588,6.484,6.766
1,1,"2019-03-05 11:21:55","2019-03-05","11:21:55",,,594,8.016,8.62
1,1,"2019-03-05 11:22:56","2019-03-05","11:22:56",,,597,7.075,7.075
1,1,"2019-03-05 11:23:56","2019-03-05","11:23:56",,,600,6.484,7.075
1,1,"2019-03-05 11:24:56","2019-03-05","11:24:56",,,586,6.867,7.384
1,1,"2019-03-05 11:25:57","2019-03-05","11:25:57",,,589,8.311,8.311
1,1,"2019-03-05 11:26:57","2019-03-05","11:26:57",,,603,6.867,7.075
1,1,"2019-03-05 11:27:57","2019-03-05","11:27:57",,,596,6.867,7.075
1,1,"2019-03-05 11:28:57","2019-03-05","11:28:57",,,604,6.867,7.384
1,1,"2019-03-05 11:29:58","2019-03-05","11:29:58",,,602,6.867,7.693
1,1,"2019-03-05 11:30:58","2019-03-05","11:30:58",,,591,6.867,7.075
1,1,"2019-03-05 11:31:58","2019-03-05","11:31:58",,,598,8.399,8.62
1,1,"2019-03-05 11:32:59","2019-03-05","11:32:59",,,605,12.612,13.564
1,1,"2019-03-05 11:33:59","2019-03-05","11:33:59",,,596,10.697,11.401
1,1,"2019-03-05 11:34:59","2019-03-05","11:34:59",,,592,8.311,8.311
1,1,"2019-03-05 11:36:00","2019-03-05","11:36:00",,,582,8.016,8.62
1,1,"2019-03-05 11:37:00","2019-03-05","11:37:00",,,584,7.633,8.311
1,1,"2019-03-05 11:38:00","2019-03-05","11:38:00",,,580,6.867,7.384
1,1,"2019-03-05 11:39:00","2019-03-05","11:39:00",,,581,8.016,8.311
1,1,"2019-03-05 11:40:01","2019-03-05","11:40:01",,,595,7.25,7.384
1,1,"2019-03-05 11:41:01","2019-03-05","11:41:01",,,602,6.484,7.075
1,1,"2019-03-05 11:42:01","2019-03-05","11:42:01",,,592,7.633,8.311
1,1,"2019-03-05 11:43:02","2019-03-05","11:43:02",,,578,6.484,7.693
1,1,"2019-03-05 11:44:02","2019-03-05","11:44:02",,,595,6.766,6.766
1,1,"2019-03-05 11:45:02","2019-03-05","11:45:02",,,575,6.867,7.384
