"S_no","Season","AL_Type","Date","TEM","HUM","PM1","PM2.5","CO2"
"LA010",0,3,2018-10-02 19:24:00,27.91,53.945,5.6565,5.70565,455.8
"LA010",0,3,2018-10-02 19:29:00,27.69,53.935,5.52995,5.5933,444.8
"LA010",0,3,2018-10-02 19:34:00,27.39,54.47,5.2037,5.41675,426.5
"LA010",0,3,2018-10-02 19:39:00,27.3,55,5.18935,5.25625,435.05
"LA010",0,3,2018-10-02 19:44:00,26.82,56.365,5.61375,5.6896,452
"LA010",0,3,2018-10-02 19:49:00,26.885,56.465,5.81145,5.93035,455.6
"LA010",0,3,2018-10-02 19:54:00,26.685,57.035,6.38355,6.41185,460.25
"LA010",0,3,2018-10-02 19:59:00,26.71,57.06,6.4026,6.46,454.15
"LA010",0,3,2018-10-02 20:04:00,27,56.51,6.4074,6.47605,464.45
"LA010",0,3,2018-10-02 20:09:00,27.015,56.28,6.38555,6.44395,463.35
"LA010",0,3,2018-10-02 20:14:00,27.025,56.005,6.43865,6.47605,457.75
"LA010",0,3,2018-10-02 20:19:00,26.865,55.91,5.9373,6.0106,434.55
"LA010",0,3,2018-10-02 20:24:00,26.785,56.04,6.22815,6.3316,424.05
"LA010",0,3,2018-10-02 20:29:00,26.705,56.16,6.5993,6.63655,422.25
"LA010",0,3,2018-10-02 20:34:00,26.72,56.2,6.39135,6.46,425.7
"LA010",0,3,2018-10-02 20:39:00,26.795,56.08,6.3067,6.46,435.15
"LA010",0,3,2018-10-02 20:44:00,26.945,55.89,5.791,5.9143,430.45
"LA010",0,3,2018-10-02 20:49:00,27.315,55.06,5.8275,5.9785,423.7
"LA010",0,3,2018-10-02 20:54:00,27.48,54.765,5.66105,5.70565,423.15
"LA010",0,3,2018-10-02 20:59:00,27.535,54.66,5.6342,5.7217,425.5
"LA010",0,3,2018-10-02 21:04:00,27.565,54.7,5.62595,5.73775,426.45
"LA010",0,3,2018-10-02 21:09:00,27.665,54.48,5.87125,5.9785,431.9
"LA010",0,3,2018-10-02 21:14:00,27.705,54.34,5.8674,6.02665,434.8
"LA010",0,3,2018-10-02 21:19:00,27.7,54.3,5.7501,5.8822,430.3
"LA010",0,3,2018-10-02 21:24:00,27.715,54.145,5.8349,5.8501,426.5
"LA010",0,3,2018-10-02 21:29:00,27.73,54.075,5.55395,5.6575,426.95
"LA010",0,3,2018-10-02 21:34:00,27.73,54.015,5.46035,5.5291,427.55
"LA010",0,3,2018-10-02 21:39:00,27.715,54.125,5.2314,5.35255,426.6
"LA010",0,3,2018-10-02 21:44:00,27.705,54.12,5.3774,5.5612,426.45
"LA010",0,3,2018-10-02 21:49:00,27.76,54.105,5.34175,5.57725,427.65
"LA010",0,3,2018-10-02 21:54:00,27.75,54.085,5.5798,5.64145,426.65
"LA010",0,3,2018-10-02 21:59:00,27.72,54.145,5.23125,5.28835,425.35
"LA010",0,3,2018-10-02 22:04:00,27.7,54.11,4.99065,5.09575,425.95
"LA010",0,3,2018-10-02 22:09:00,27.7,54.125,4.8482,4.96735,424.65
"LA010",0,3,2018-10-02 22:14:00,27.7,54.11,4.83315,4.9513,423.9
"LA010",0,3,2018-10-02 22:19:00,27.7,54.14,5.2581,5.4007,425.65
"LA010",0,3,2018-10-02 22:24:00,27.69,54.195,5.08695,5.19205,426.95
"LA010",0,3,2018-10-02 22:29:00,27.6736842105263,54.3315789473684,4.94742105263158,5.05773684210526,424.947368421053
"LA010",0,3,2018-10-02 22:34:00,27.68,54.42,5.31605,5.4007,429.85
"LA010",0,3,2018-10-02 22:39:00,27.695,54.365,5.13155,5.28835,427.3
"LA010",0,3,2018-10-02 22:44:00,27.69,54.485,4.9675,5.0476,423.95
"LA010",0,3,2018-10-02 22:49:00,27.7,54.72,4.7904,4.9834,427.85
"LA010",0,3,2018-10-02 22:54:00,27.65,55.035,5.22685,5.32045,428.5
"LA010",0,3,2018-10-02 22:59:00,27.765,54.955,5.0736,5.176,451.65
"LA010",0,3,2018-10-02 23:04:00,27.89,54.93,4.94805,5.19205,466.95
"LA010",0,3,2018-10-02 23:09:00,27.845,55.185,4.60265,4.8871,462.75
"LA010",0,3,2018-10-02 23:14:00,27.935,54.985,4.93015,5.0797,454.95
"LA010",0,3,2018-10-02 23:19:00,27.995,54.775,4.8526,4.93525,449.6
"LA010",0,3,2018-10-02 23:24:00,28,54.7,4.8195,4.8871,449.3
"LA010",0,3,2018-10-02 23:29:00,28,54.555,4.81255,4.93525,447.05
"LA010",0,3,2018-10-02 23:34:00,27.95,54.385,4.60775,4.7587,440.2
"LA010",0,3,2018-10-02 23:39:00,27.98,54.31,4.4085,4.55005,433.55
"LA010",0,3,2018-10-02 23:44:00,27.9,54.36,4.3504,4.55005,433.25
"LA010",0,3,2018-10-02 23:49:00,27.815,54.445,4.5464,4.7266,429
"LA010",0,3,2018-10-02 23:54:00,27.875,54.505,4.3778,4.4698,426.85
"LA010",0,3,2018-10-02 23:59:00,27.8368421052632,54.5473684210526,4.4711052631579,4.65226315789474,430
"LA010",0,3,2018-10-03 00:04:00,27.81,54.605,4.5099,4.67845,430.15
"LA010",0,3,2018-10-03 00:09:00,27.785,54.69,4.6657,4.855,429.45
"LA010",0,3,2018-10-03 00:14:00,27.76,54.755,4.4991,4.6624,428.15
"LA010",0,3,2018-10-03 00:19:00,27.7,54.775,4.48205,4.5982,428.85
"LA010",0,3,2018-10-03 00:24:00,27.7,54.74,4.57295,4.6624,426.65
"LA010",0,3,2018-10-03 00:29:00,27.65,54.8,4.5393,4.6624,426.45
"LA010",0,3,2018-10-03 00:34:00,27.58,54.81,4.5106,4.64635,423.4
"LA010",0,3,2018-10-03 00:39:00,27.49,54.865,4.67905,4.855,422.9
"LA010",0,3,2018-10-03 00:44:00,27.5,54.81,4.4893,4.61425,422.5
"LA010",0,3,2018-10-03 00:49:00,27.435,54.68,4.0382,4.16285,419.7
"LA010",0,3,2018-10-03 00:54:00,27.465,54.56,4.34215,4.5019,419.35
"LA010",0,3,2018-10-03 00:59:00,27.5,54.46,4.40165,4.45375,418.65
"LA010",0,3,2018-10-03 01:04:00,27.435,54.485,4.40735,4.48585,418.4
"LA010",0,3,2018-10-03 01:09:00,27.41,54.51,4.1794,4.3735,416.5
"LA010",0,3,2018-10-03 01:14:00,27.42,54.5,4.14475,4.29325,416.1
"LA010",0,3,2018-10-03 01:19:00,27.4,54.48,4.4217,4.51795,416.45
"LA010",0,3,2018-10-03 01:24:00,27.36,54.525,4.1997,4.32535,416.8
"LA010",0,3,2018-10-03 01:29:00,27.3,54.55,4.0591,4.213,416.15
"LA010",0,3,2018-10-03 01:34:00,27.3,54.515,4.1868,4.45375,415.95
"LA010",0,3,2018-10-03 01:39:00,27.3,54.53,4.35465,4.45375,414.35
"LA010",0,3,2018-10-03 01:44:00,27.3,54.49,3.9807,4.1809,416.7
"LA010",0,3,2018-10-03 01:49:00,27.29,54.455,4.1679,4.35745,415.6
"LA010",0,3,2018-10-03 01:54:00,27.21,54.56,3.84435,4.06855,415.85
"LA010",0,3,2018-10-03 01:59:00,27.2,54.545,3.9807,4.19695,414.3
"LA010",0,3,2018-10-03 02:04:00,27.26,54.47,3.687,3.87595,414.9
"LA010",0,3,2018-10-03 02:09:00,27.215,54.5,4.10355,4.26115,414.5
"LA010",0,3,2018-10-03 02:14:00,27.24,54.505,4.2602,4.3735,414.25
"LA010",0,3,2018-10-03 02:19:00,27.205,54.52,4.1355,4.2451,414.45
"LA010",0,3,2018-10-03 02:24:00,27.155,54.64,4.12185,4.2451,415.4
"LA010",0,3,2018-10-03 02:29:00,27.105,54.65,4.21405,4.3735,416.55
"LA010",0,3,2018-10-03 02:34:00,27.1,54.665,4.12385,4.3093,415.85
"LA010",0,3,2018-10-03 02:39:00,27.08,54.65,4.0341,4.19695,414.4
"LA010",0,3,2018-10-03 02:44:00,27.03,54.735,4.27485,4.38955,414.75
"LA010",0,3,2018-10-03 02:49:00,27.06,54.685,4.07,4.16285,417.25
"LA010",0,3,2018-10-03 02:54:00,27.005,54.695,4.1588,4.2451,416.35
