"Date","S_no","Season","AL_Type","TEM","HUM","PM1","PM2.5","CO2"
"2018-10-02 00:00~4","LA010",0,1,25.6666666666667,56.2,24.861,27.1133333333333,566
"2018-10-02 00:05~9","LA010",0,1,25.64,56.2,51.6224,78.172,574.2
"2018-10-02 00:10~4","LA010",0,1,25.66,56.2,38.3284,48.3774,546.2
"2018-10-02 00:15~9","LA010",0,1,25.62,56.2,33.82,38.477,550.8
"2018-10-02 00:20~4","LA010",0,1,25.7,56.18,17.4048,19.33,524.2
"2018-10-02 00:25~9","LA010",0,1,25.66,56.18,35.2072,43.4272,546.6
"2018-10-02 00:30~4","LA010",0,1,25.68,56.2,20.4104,22.6924,555.6
"2018-10-02 00:35~9","LA010",0,1,25.7,56.12,47.3452,64.629,550.8
"2018-10-02 00:40~4","LA010",0,1,25.7,56.1,24.9188,26.4284,519.8
"2018-10-02 00:45~9","LA010",0,1,25.68,56.12,17.1736,18.7696,513.8
"2018-10-02 00:50~4","LA010",0,1,25.6,56.12,16.8268,18.5828,526
"2018-10-02 00:55~9","LA010",0,1,25.6,56.16,16.9424,18.396,499.8
"2018-10-02 01:00~4","LA010",0,1,25.55,56.2,16.9135,19.0965,513.25
"2018-10-02 01:05~9","LA010",0,1,25.46,56.3,16.5956,18.2092,509.6
"2018-10-02 01:10~4","LA010",0,1,25.38,56.34,16.5956,18.4894,511.6
"2018-10-02 01:15~9","LA010",0,1,25.32,56.4,16.8268,18.5828,510.2
"2018-10-02 01:20~4","LA010",0,1,25.28,56.4,16.5956,18.2092,510
"2018-10-02 01:25~9","LA010",0,1,25.22,56.46,16.5956,18.0224,521.6
"2018-10-02 01:30~4","LA010",0,1,25.2,56.5,24.9086,26.335,591.4
"2018-10-02 01:35~9","LA010",0,1,25.2,56.44,34.8898,35.7684,613.4
"2018-10-02 01:40~4","LA010",0,1,25.25,56.325,65.72825,70.34975,587.5
"2018-10-02 01:45~9","LA010",0,1,25.22,56.3,18.6764,20.0772,526.8
"2018-10-02 01:50~4","LA010",0,1,25.24,56.3,32.3674,33.4334,553.2
"2018-10-02 01:55~9","LA010",0,1,25.2,56.34,27.9244,30.071,535
"2018-10-02 02:00~4","LA010",0,1,25.18,56.38,46.7672,51.3662,562.8
"2018-10-02 02:05~9","LA010",0,1,25.1,56.38,17.4282,18.863,503.2
"2018-10-02 02:10~4","LA010",0,1,25.02,56.44,20.1792,21.665,533
"2018-10-02 02:15~9","LA010",0,1,24.94,56.52,15.7864,17.8356,505.2
"2018-10-02 02:20~4","LA010",0,1,24.9,56.56,25.9592,28.3898,508
"2018-10-02 02:25~9","LA010",0,1,24.86,56.6,37.9816,58.3712,534
"2018-10-02 02:30~4","LA010",0,1,24.9,56.54,26.306,32.4994,522.6
"2018-10-02 02:35~9","LA010",0,1,24.9,56.52,16.48,18.3026,496.4
"2018-10-02 02:40~4","LA010",0,1,24.8,56.54,31.3924,35.8618,533.8
"2018-10-02 02:45~9","LA010",0,1,24.8,56.5,15.5552,17.3686,510.6
"2018-10-02 02:50~4","LA010",0,1,24.8,56.5,15.6708,17.0884,513.6
"2018-10-02 02:55~9","LA010",0,1,24.8,56.5,15.5552,16.995,513
"2018-10-02 03:00~4","LA010",0,1,24.7,56.58,15.6708,17.2752,505.6
"2018-10-02 03:05~9","LA010",0,1,24.64,56.64,15.5552,16.9016,504
"2018-10-02 03:10~4","LA010",0,1,24.56,56.7,15.5552,17.462,515.4
"2018-10-02 03:15~9","LA010",0,1,24.5,56.74,15.0928,16.528,518.2
"2018-10-02 03:20~4","LA010",0,1,24.5,56.74,15.2084,16.8082,515.4
"2018-10-02 03:25~9","LA010",0,1,24.46,56.76,14.168,15.6874,504.8
"2018-10-02 03:30~4","LA010",0,1,24.42,56.78,14.168,15.6874,505.8
"2018-10-02 03:35~9","LA010",0,1,24.4,56.76,13.7056,15.5006,499
"2018-10-02 03:40~4","LA010",0,1,24.3,56.8,13.7056,15.2204,501.4
"2018-10-02 03:45~9","LA010",0,1,24.26,56.82,13.59,15.127,496
"2018-10-02 03:50~4","LA010",0,1,24.2,56.88,13.9368,15.5006,507.4
"2018-10-02 03:55~9","LA010",0,1,24.2,56.88,14.3992,15.8742,507
"2018-10-02 04:00~4","LA010",0,1,24.12,56.9,14.3992,15.9676,503.8
"2018-10-02 04:05~9","LA010",0,1,24.1,56.9,14.8616,16.1544,506.2
"2018-10-02 04:10~4","LA010",0,1,24.02,56.96,15.0928,16.995,509.6
"2018-10-02 04:15~9","LA010",0,1,24,56.96,15.5552,16.995,514.4
"2018-10-02 04:20~4","LA010",0,1,23.9,57.02,15.0928,16.9016,504.8
"2018-10-02 04:25~9","LA010",0,1,23.88,57.06,15.0928,16.7148,505
"2018-10-02 04:30~4","LA010",0,1,23.82,57.08,15.324,16.9016,507
"2018-10-02 04:35~9","LA010",0,1,23.8,57.06,14.5148,16.2478,508
"2018-10-02 04:40~4","LA010",0,1,23.78,57.1,14.8616,16.6214,511
"2018-10-02 04:45~9","LA010",0,1,23.7,57.1,14.5148,16.061,508.4
"2018-10-02 04:50~4","LA010",0,1,23.7,57.075,14.6015,15.94425,511
"2018-10-02 04:55~9","LA010",0,1,23.7,57.04,13.9368,15.594,514.8
"2018-10-02 05:00~4","LA010",0,1,23.7,57.04,14.2836,15.7808,510.2
"2018-10-02 05:05~9","LA010",0,1,23.68,57.06,13.59,15.4072,516
"2018-10-02 05:10~4","LA010",0,1,23.64,57.04,13.8212,15.2204,506
"2018-10-02 05:15~9","LA010",0,1,23.6,57,13.3588,14.7534,501.4
"2018-10-02 05:20~4","LA010",0,1,23.6,57.06,13.1276,14.5666,501.2
"2018-10-02 05:25~9","LA010",0,1,23.6,57.04,13.1276,14.66,509
"2018-10-02 05:30~4","LA010",0,1,23.6,57.04,13.3588,14.7534,500.2
"2018-10-02 05:35~9","LA010",0,1,23.5,57.05,13.012,14.07625,498.5
"2018-10-02 05:40~4","LA010",0,1,23.58,56.98,12.8964,14.2864,510.4
"2018-10-02 05:45~9","LA010",0,1,23.52,57,12.7808,14.3798,506.8
"2018-10-02 05:50~4","LA010",0,1,23.54,57,12.7808,14.0996,514.2
"2018-10-02 05:55~9","LA010",0,1,23.52,56.98,12.8964,14.2864,499.4
"2018-10-02 06:00~4","LA010",0,1,23.5,56.96,12.6652,13.9128,505.4
"2018-10-02 06:05~9","LA010",0,1,23.5,56.96,12.39,13.3524,506.4
"2018-10-02 06:10~4","LA010",0,1,23.5,56.9,12.5496,13.3524,507
"2018-10-02 06:15~9","LA010",0,1,23.56,56.9,12.3184,13.4458,513
"2018-10-02 06:20~4","LA010",0,1,23.6,56.84,11.7404,12.5118,512.6
"2018-10-02 06:25~9","LA010",0,1,23.7,56.74,11.856,12.5118,517.4
"2018-10-02 06:30~4","LA010",0,1,23.8,56.65,11.97325,12.792,513.5
"2018-10-02 06:35~9","LA010",0,1,23.9,56.54,11.5092,12.1382,509
"2018-10-02 06:40~4","LA010",0,1,23.9,56.5,11.7852,11.9514,506.4
"2018-10-02 06:45~9","LA010",0,1,24.025,56.425,12.2895,13.259,513
"2018-10-02 06:50~4","LA010",0,1,24.1,56.32,11.2072,11.7646,519
"2018-10-02 06:55~9","LA010",0,1,24.22,56.24,12.3184,13.1656,517.8
"2018-10-02 07:00~4","LA010",0,1,24.32,56.18,11.4874,12.0448,518.4
"2018-10-02 07:05~9","LA010",0,1,24.44,56.1,11.0468,11.858,517
"2018-10-02 07:10~4","LA010",0,1,24.56,55.98,11.6248,12.6052,531.8
"2018-10-02 07:15~9","LA010",0,1,24.7,55.9,10.3046,10.8306,525.4
"2018-10-02 07:20~4","LA010",0,1,24.8,55.8,10.0734,10.7372,513.4
"2018-10-02 07:25~9","LA010",0,1,24.94,55.7,9.42,9.7098,525.8
"2018-10-02 07:30~4","LA010",0,1,25.04,55.6,9.0552,9.3362,514.2
"2018-10-02 07:35~9","LA010",0,1,25.16,55.54,8.6774,8.9626,518.8
"2018-10-02 07:40~4","LA010",0,1,25.3,55.42,9.0242,9.2428,529.2
"2018-10-02 07:45~9","LA010",0,1,25.48,55.3,7.5746,8.122,518.6
"2018-10-02 07:50~4","LA010",0,1,25.62,55.22,7.201,7.4682,521
"2018-10-02 07:55~9","LA010",0,1,25.82,55.08,5.2668,5.787,510.4
"2018-10-02 08:00~4","LA010",0,1,26.02,54.92,6.7696,7.188,520
"2018-10-02 08:05~9","LA010",0,1,26.24,54.76,5.1512,5.8804,511.8
"2018-10-02 08:10~4","LA010",0,1,26.44,54.62,4.7998,5.1332,507
"2018-10-02 08:15~9","LA010",0,1,26.54,54.52,5.9604,6.4408,508.8
"2018-10-02 08:20~4","LA010",0,1,26.7,54.46,6.2984,6.8144,506.4
"2018-10-02 08:25~9","LA010",0,1,26.94,54.3,6.205,6.3474,504.2
"2018-10-02 08:30~4","LA010",0,1,27.15,54.15,5.787,6.254,504.5
"2018-10-02 08:35~9","LA010",0,1,27.28,54.06,5.7292,6.4408,505.4
"2018-10-02 08:40~4","LA010",0,1,27.38,54,7.5788,8.2154,512
"2018-10-02 08:45~9","LA010",0,1,27.5,53.9,7.0544,7.188,500.2
"2018-10-02 08:50~4","LA010",0,1,27.58,53.9,6.5384,7.0946,501.8
"2018-10-02 08:55~9","LA010",0,1,27.72,53.9,6.7696,7.0012,528.6
"2018-10-02 09:00~4","LA010",0,1,28,53.74,6.5384,7.0946,521.2
"2018-10-02 09:05~9","LA010",0,1,28.58,53.32,6.5296,6.9078,529.8
"2018-10-02 09:10~4","LA010",0,1,29.675,52.25,5.95925,6.13725,539.75
"2018-10-02 09:15~9","LA010",0,1,30.66,51.48,6.3072,6.721,532.4
"2018-10-02 09:20~4","LA010",0,1,31.6,50.74,6.1116,6.4408,524.6
"2018-10-02 09:25~9","LA010",0,1,32.5,50.18,6.6452,6.9078,533
"2018-10-02 09:30~4","LA010",0,1,33.52,49.44,5.8004,6.1606,517
"2018-10-02 09:35~9","LA010",0,1,34.44,48.76,6.8454,7.188,532.4
"2018-10-02 09:40~4","LA010",0,1,35.26,48.28,7.3744,7.9352,529.6
"2018-10-02 09:45~9","LA010",0,1,35.94,47.82,6.6498,6.721,530.2
"2018-10-02 09:50~4","LA010",0,1,36.54,47.54,6.2762,6.5342,514.8
"2018-10-02 09:55~9","LA010",0,1,36.9,47.4,6.4362,6.5342,534.6
"2018-10-02 10:00~4","LA010",0,1,37.32,47.28,8.0324,8.589,515.2
"2018-10-02 10:05~9","LA010",0,1,37.78,47.02,6.881,6.9078,545.4
"2018-10-02 10:10~4","LA010",0,1,38.14,46.84,6.2406,6.4408,506.6
"2018-10-02 10:15~9","LA010",0,1,38.16,46.94,14.2768,14.7534,521.2
"2018-10-02 10:20~4","LA010",0,1,38.38,46.9,9.931,10.8306,511.8
"2018-10-02 10:25~9","LA010",0,1,38.6,46.86,9.5574,9.99,528.2
"2018-10-02 10:30~4","LA010",0,1,39.02,46.56,7.5478,7.7484,515.4
"2018-10-02 10:35~9","LA010",0,1,39.4,46.34,8.1258,8.4956,525.8
"2018-10-02 10:40~4","LA010",0,1,39.4,46.5,7.1524,7.188,514.4
"2018-10-02 10:45~9","LA010",0,1,39.5,46.58,7.9746,8.122,522.6
"2018-10-02 10:50~4","LA010",0,1,39.8,46.46,11.278,12.325,560.4
"2018-10-02 10:55~9","LA010",0,1,40.16,46.26,6.6276,6.6276,522.2
"2018-10-02 11:00~4","LA010",0,1,40.36,46.28,6.8764,7.188,527.6
"2018-10-02 11:05~9","LA010",0,1,40.54,46.28,11.856,13.4458,563.6
"2018-10-02 11:10~4","LA010",0,1,40.72,46.2,5.9738,5.9738,541.2
"2018-10-02 11:15~9","LA010",0,1,40.74,46.36,6.623,6.8144,570
"2018-10-02 11:20~4","LA010",0,1,40.38,46.88,7.3924,7.5616,545.4
"2018-10-02 11:25~9","LA010",0,1,39.82,47.54,7.4544,7.7484,537.4
"2018-10-02 11:30~4","LA010",0,1,38.62,48.84,6.125,6.1606,517
"2018-10-02 11:35~9","LA010",0,1,37.34,50.16,6.752,6.9078,533
"2018-10-02 11:40~4","LA010",0,1,36.36,51.12,7.3836,7.4682,563.6
"2018-10-02 11:45~9","LA010",0,1,35.78,51.64,7.0364,7.4682,565.8
"2018-10-02 11:50~4","LA010",0,1,35.4,51.88,7.5788,8.0286,547.2
"2018-10-02 11:55~9","LA010",0,1,35.04,52.1,7.3836,7.4682,527.8
"2018-10-02 12:00~4","LA010",0,1,34.66,52.36,7.637,7.655,555
"2018-10-02 12:05~9","LA010",0,1,34,52.8,7.9884,8.0286,528.8
"2018-10-02 12:10~4","LA010",0,1,33.2,53.52,8.0416,8.122,546.6
"2018-10-02 12:15~9","LA010",0,1,32.72,53.88,7.944,8.0286,540
"2018-10-02 12:20~4","LA010",0,1,32.48,54.02,13.3826,13.5392,565.6
"2018-10-02 12:25~9","LA010",0,1,32.575,53.85,8.50525,8.70575,520.75
"2018-10-02 12:30~4","LA010",0,1,32.5,53.68,7.2056,7.3748,532.8
"2018-10-02 12:35~9","LA010",0,1,32.38,53.66,8.411,8.4956,544.8
"2018-10-02 12:40~4","LA010",0,1,32.08,53.82,16.2546,16.4346,546.8
"2018-10-02 12:45~9","LA010",0,1,31.96,53.9,6.8944,7.0946,533.2
"2018-10-02 12:50~4","LA010",0,1,31.92,53.8,7.0012,7.0012,513.2
"2018-10-02 12:55~9","LA010",0,1,31.88,53.8,7.188,7.188,517
"2018-10-02 13:00~4","LA010",0,1,31.7,53.84,7.188,7.188,517
"2018-10-02 13:05~9","LA010",0,1,31.48,54.02,7.4682,7.4682,534.8
"2018-10-02 13:10~4","LA010",0,1,31.4,54,8.9752,9.1494,547.2
"2018-10-02 13:15~9","LA010",0,1,31.4,53.94,8.3088,8.3088,535.8
"2018-10-02 13:20~4","LA010",0,1,31.36,53.9,7.9884,8.0286,532.2
"2018-10-02 13:25~9","LA010",0,1,31.2,53.96,7.7484,7.7484,524.8
"2018-10-02 13:30~4","LA010",0,1,31.04,54.04,9.838,10.0834,552.6
"2018-10-02 13:35~9","LA010",0,1,30.94,54.08,8.104,8.122,525.4
"2018-10-02 13:40~4","LA010",0,1,30.88,54.1,9.9712,10.3636,534.2
"2018-10-02 13:45~9","LA010",0,1,30.78,54.12,8.1974,8.3088,543.2
"2018-10-02 13:50~4","LA010",0,1,30.62,54.18,8.2196,8.3088,531.4
"2018-10-02 13:55~9","LA010",0,1,30.4,54.275,8.0995,8.122,524.25
"2018-10-02 14:00~4","LA010",0,1,30.12,54.46,8.0286,8.0286,526.8
"2018-10-02 14:05~9","LA010",0,1,29.92,54.68,7.5616,7.5616,518.4
"2018-10-02 14:10~4","LA010",0,1,29.62,54.88,11.3584,13.0722,531.4
"2018-10-02 14:15~9","LA010",0,1,29.38,55.08,9.531,10.0834,523.8
"2018-10-02 14:20~4","LA010",0,1,29.12,55.24,8.7356,8.7758,523.2
"2018-10-02 14:25~9","LA010",0,1,28.94,55.34,7.895,7.9352,508.6
"2018-10-02 14:30~4","LA010",0,1,28.76,55.4,7.9172,7.9352,513.8
"2018-10-02 14:35~9","LA010",0,1,28.64,55.5,7.4992,7.5616,508.4
"2018-10-02 14:40~4","LA010",0,1,28.52,55.5,7.8238,7.8418,512.6
