"S_no","Season","AL_Type","Date","TEM","HUM","PM1","PM2.5","CO2"
"LA020",1,3,2019-03-09 14:07:00,24.51,70.38,20.1609,23.0314,1088.45
"LA020",1,3,2019-03-09 14:12:00,24.195,71.6,20.7566,23.4374,1181.85
"LA020",1,3,2019-03-09 14:17:00,24.21,71.505,20.2127,23.0517,1167.7
"LA020",1,3,2019-03-09 14:22:00,24.17,71.21,20.2904,23.1532,1135.85
"LA020",1,3,2019-03-09 14:27:00,24.09,71.605,19.9278,22.7675,1187.05
"LA020",1,3,2019-03-09 14:32:00,23.84,71.575,19.7983,22.5848,1172.45
"LA020",1,3,2019-03-09 14:37:00,23.715,71.965,19.6947,22.4427,1184.5
"LA020",1,3,2019-03-09 14:42:00,23.855,71.405,19.4875,22.4021,1184.65
"LA020",1,3,2019-03-09 14:47:00,23.895,70.99,19.3839,22.1788,1193.3
"LA020",1,3,2019-03-09 14:52:00,23.85,70.81,19.0472,21.8337,1194.9
"LA020",1,3,2019-03-09 14:57:00,23.765,70.73,18.8659,21.5089,1142.5
"LA020",1,3,2019-03-09 15:02:00,23.815,70.3,18.5551,21.2044,1137.7
"LA020",1,3,2019-03-09 15:07:00,23.835,70.185,18.4515,21.0826,1146.7
"LA020",1,3,2019-03-09 15:12:00,23.73,70.225,18.0889,20.7781,1101.1
"LA020",1,3,2019-03-09 15:17:00,23.71,70.12,18.581,21.3059,1121.85
"LA020",1,3,2019-03-09 15:22:00,23.705,70.005,19.2803,22.057,1149.55
"LA020",1,3,2019-03-09 15:27:00,23.71,69.9,18.9695,21.6916,1161.8
"LA020",1,3,2019-03-09 15:32:00,23.725,70.03,18.6587,21.3871,1156.15
"LA020",1,3,2019-03-09 15:37:00,23.7,70.335,18.6587,21.2856,1135.2
"LA020",1,3,2019-03-09 15:42:00,23.725,69.975,18.4774,21.2247,1152.65
"LA020",1,3,2019-03-09 15:47:00,23.805,69.71,18.0112,20.8593,1175.5
"LA020",1,3,2019-03-09 15:52:00,23.8157894736842,69.6947368421053,17.7903684210526,20.433,1226.94736842105
