"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
1,3,"2019/3/5 10:14","2019/3/5","10:14:45",24.8,69.5,809,31.819,31.819
1,3,"2019/3/5 10:15","2019/3/5","10:15:00",25,74.3,1759,29.893,29.893
1,3,"2019/3/5 10:15","2019/3/5","10:15:45",25.4,72.4,4740,27.646,27.646
1,3,"2019/3/5 10:16","2019/3/5","10:16:00",25.6,73,5181,27.646,27.646
1,3,"2019/3/5 10:16","2019/3/5","10:16:15",25.5,69,5331,29.251,29.251
1,3,"2019/3/5 10:16","2019/3/5","10:16:30",25.4,68.4,4229,25.72,25.72
1,3,"2019/3/5 10:16","2019/3/5","10:16:45",25.3,68.3,2796,25.72,25.72
1,3,"2019/3/5 10:17","2019/3/5","10:17:30",25.7,69.3,5181,27.004,27.004
1,3,"2019/3/5 10:17","2019/3/5","10:17:45",25.7,68.1,3816,29.572,29.572
1,3,"2019/3/5 10:18","2019/3/5","10:18:00",25.6,67.8,3055,28.93,28.93
1,3,"2019/3/5 10:18","2019/3/5","10:18:15",25.6,67.2,2324,29.572,29.572
1,3,"2019/3/5 10:18","2019/3/5","10:18:30",25.6,66.7,1688,31.177,31.177
1,3,"2019/3/5 10:18","2019/3/5","10:18:45",25.6,66.5,1354,33.745,33.745
1,3,"2019/3/5 10:19","2019/3/5","10:19:00",25.5,66.1,1075,31.498,31.498
1,3,"2019/3/5 10:19","2019/3/5","10:19:15",25.4,66.3,946,29.572,29.572
1,3,"2019/3/5 10:19","2019/3/5","10:19:30",25.6,68.3,868,27.967,27.967
1,3,"2019/3/5 10:19","2019/3/5","10:19:45",25.7,66.9,869,26.683,26.683
1,3,"2019/3/5 10:20","2019/3/5","10:20:00",25.7,65.8,876,27.646,27.646
1,3,"2019/3/5 10:20","2019/3/5","10:20:15",25.7,65.5,859,26.041,26.041
1,3,"2019/3/5 10:20","2019/3/5","10:20:30",25.6,65,835,24.436,24.436
1,3,"2019/3/5 10:20","2019/3/5","10:20:45",25.5,65,802,24.115,24.115
1,3,"2019/3/5 10:21","2019/3/5","10:21:00",25.4,65.4,774,23.473,23.473
1,3,"2019/3/5 10:21","2019/3/5","10:21:15",25.4,65.6,751,23.473,23.473
1,3,"2019/3/5 10:21","2019/3/5","10:21:30",25.3,65.9,736,25.399,25.399
1,3,"2019/3/5 10:21","2019/3/5","10:21:45",25.3,65.8,732,25.399,25.399
1,3,"2019/3/5 10:22","2019/3/5","10:22:00",25.3,65.6,735,24.757,24.757
1,3,"2019/3/5 10:22","2019/3/5","10:22:15",25.3,66.1,738,23.473,23.473
1,3,"2019/3/5 10:22","2019/3/5","10:22:30",25.2,65.9,747,25.078,25.078
1,3,"2019/3/5 10:22","2019/3/5","10:22:45",25.2,65.8,753,28.93,28.93
1,3,"2019/3/5 10:23","2019/3/5","10:23:00",25.2,65.7,753,30.856,30.856
1,3,"2019/3/5 10:23","2019/3/5","10:23:15",25.1,65.7,750,31.177,31.177
1,3,"2019/3/5 10:23","2019/3/5","10:23:30",25,65.9,743,28.288,28.288
1,3,"2019/3/5 10:23","2019/3/5","10:23:45",25,66,734,27.967,27.967
