"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
1,2,"2019-03-09 00:00:00","2019-03-09","00:00:00",21.9,73.3,745,3.525,4.652
1,2,"2019-03-09 00:00:15","2019-03-09","00:00:15",21.9,73.4,746,4.123,5.099
1,2,"2019-03-09 00:00:30","2019-03-09","00:00:30",21.8,73.4,746,4.123,5.099
1,2,"2019-03-09 00:00:45","2019-03-09","00:00:45",21.8,73.4,747,3.525,4.205
1,2,"2019-03-09 00:01:00","2019-03-09","00:01:00",21.8,73.4,747,4.123,4.652
1,2,"2019-03-09 00:01:15","2019-03-09","00:01:15",21.8,73.3,749,4.123,4.652
1,2,"2019-03-09 00:01:30","2019-03-09","00:01:30",21.8,73.3,750,4.123,4.652
1,2,"2019-03-09 00:01:45","2019-03-09","00:01:45",21.8,73.3,750,4.123,5.546
1,2,"2019-03-09 00:02:00","2019-03-09","00:02:00",21.8,73.3,749,4.721,5.993
1,2,"2019-03-09 00:02:15","2019-03-09","00:02:15",21.9,73.3,749,4.721,5.546
1,2,"2019-03-09 00:02:30","2019-03-09","00:02:30",21.9,73.3,749,4.123,5.546
1,2,"2019-03-09 00:02:45","2019-03-09","00:02:45",21.8,73.3,749,4.123,5.546
1,2,"2019-03-09 00:03:00","2019-03-09","00:03:00",21.9,73.3,750,4.123,5.099
1,2,"2019-03-09 00:03:15","2019-03-09","00:03:15",21.9,73.3,750,4.123,5.099
1,2,"2019-03-09 00:03:30","2019-03-09","00:03:30",21.8,73.2,749,4.123,5.099
1,2,"2019-03-09 00:03:45","2019-03-09","00:03:45",21.9,73.2,749,4.123,5.099
1,2,"2019-03-09 00:04:00","2019-03-09","00:04:00",21.9,73.2,750,4.123,4.652
1,2,"2019-03-09 00:04:15","2019-03-09","00:04:15",21.9,73.3,751,4.123,5.099
1,2,"2019-03-09 00:04:30","2019-03-09","00:04:30",21.9,73.2,751,4.123,5.099
1,2,"2019-03-09 00:04:45","2019-03-09","00:04:45",21.9,73.2,752,3.525,4.652
1,2,"2019-03-09 00:05:00","2019-03-09","00:05:00",21.9,73.2,754,4.123,5.099
1,2,"2019-03-09 00:05:15","2019-03-09","00:05:15",21.9,73.2,753,4.123,5.099
1,2,"2019-03-09 00:05:30","2019-03-09","00:05:30",21.9,73.2,753,4.123,5.099
1,2,"2019-03-09 00:05:45","2019-03-09","00:05:45",21.9,73.2,752,4.721,5.099
1,2,"2019-03-09 00:06:00","2019-03-09","00:06:00",21.9,73.2,752,4.123,5.099
1,2,"2019-03-09 00:06:15","2019-03-09","00:06:15",21.9,73.2,752,4.123,5.099
1,2,"2019-03-09 00:06:30","2019-03-09","00:06:30",21.9,73.2,751,3.525,4.652
1,2,"2019-03-09 00:06:45","2019-03-09","00:06:45",21.9,73.2,751,4.123,5.099
