datatime,id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ai1_2,ai1_3,ai1_4,ERR,aslung_id,cPM1,cPM2.5
2019/3/16 17:49,F0038CE7AB23,2019/3/16,17:49:06,21.4,48.3,22,34,39,555,100,0,0,0,0,0,0,0,0,0,21.4,48.3,25.039288,121.612939,0,0,0,0,216,171,212,0,AL-0107,,
2019/3/16 17:49,F0038CE7AB23,2019/3/16,17:49:28,21.4,48,22,32,35,539,100,0,0,0,0,0,0,0,0,0,21.4,48,25.039288,121.612939,0,0,0,0,219,159,206,0,AL-0107,,
2019/3/16 17:50,F0038CE7AB23,2019/3/16,17:50:07,21.3,48.4,21,32,35,535,100,0,0,0,0,0,0,0,0,0,21.3,48.4,25.039288,121.612939,0,0,0,0,219,163,214,0,AL-0107,,
2019/3/16 17:51,F0038CE7AB23,2019/3/16,17:51:08,21,48.8,22,33,38,518,100,0,0,0,0,0,0,0,0,0,21,48.8,25.039288,121.612939,0,0,0,0,220,164,207,0,AL-0107,,
2019/3/16 17:52,F0038CE7AB23,2019/3/16,17:52:09,20.9,49.3,21,33,37,543,100,0,0,0,0,0,0,0,0,0,20.9,49.3,25.039288,121.612939,0,0,0,0,224,171,209,0,AL-0107,,
2019/3/16 17:53,F0038CE7AB23,2019/3/16,17:53:10,20.8,49.6,20,31,32,536,100,0,0,0,0,0,0,0,0,0,20.8,49.6,25.039288,121.612939,0,0,0,0,225,167,213,0,AL-0107,,
2019/3/16 17:54,F0038CE7AB23,2019/3/16,17:54:11,20.8,50.5,23,35,40,553,100,0,0,0,0,0,0,0,0,0,20.8,50.5,25.039288,121.612939,0,0,0,0,221,164,217,0,AL-0107,,
2019/3/16 17:55,F0038CE7AB23,2019/3/16,17:55:11,20.7,50.6,23,35,39,550,100,0,0,0,0,0,0,0,0,0,20.7,50.6,25.039288,121.612939,0,0,0,0,215,159,209,0,AL-0107,,
2019/3/16 17:56,F0038CE7AB23,2019/3/16,17:56:12,20.6,50,23,34,39,506,100,0,0,0,0,0,0,0,0,0,20.6,50,25.039288,121.612939,0,0,0,0,226,163,213,0,AL-0107,,
2019/3/16 17:57,F0038CE7AB23,2019/3/16,17:57:13,20.6,50.6,22,33,37,562,100,0,0,0,0,0,0,0,0,0,20.6,50.6,25.039288,121.612939,0,0,0,0,229,164,209,0,AL-0107,,
