"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
0,1,"2018-10-01 00:00:47","2018-10-01","00:00:47",24.1,66,479,23.932,24.666
0,1,"2018-10-01 00:01:08","2018-10-01","00:01:08",24,66,476,23.223,25.162
0,1,"2018-10-01 00:01:47","2018-10-01","00:01:47",24.1,66,487,23.223,25.162
0,1,"2018-10-01 00:02:47","2018-10-01","00:02:47",24.1,65.9,495,23.932,24.666
0,1,"2018-10-01 00:03:47","2018-10-01","00:03:47",24,65.9,487,23.223,24.17
0,1,"2018-10-01 00:04:48","2018-10-01","00:04:48",24,66,502,23.932,24.666
0,1,"2018-10-01 00:05:48","2018-10-01","00:05:48",24,65.9,505,23.223,24.666
0,1,"2018-10-01 00:06:48","2018-10-01","00:06:48",24,66,491,23.223,25.162
0,1,"2018-10-01 00:07:48","2018-10-01","00:07:48",24,66,475,22.514,24.17
0,1,"2018-10-01 00:08:48","2018-10-01","00:08:48",24,66,493,22.514,24.666
0,1,"2018-10-01 00:09:48","2018-10-01","00:09:48",23.9,66,488,22.514,23.674
0,1,"2018-10-01 00:10:49","2018-10-01","00:10:49",23.9,66,467,23.932,25.162
0,1,"2018-10-01 00:11:49","2018-10-01","00:11:49",23.9,66,487,23.932,24.666
0,1,"2018-10-01 00:12:49","2018-10-01","00:12:49",23.9,66.1,551,23.223,25.162
0,1,"2018-10-01 00:13:49","2018-10-01","00:13:49",23.8,66.1,480,23.223,24.17
0,1,"2018-10-01 00:14:49","2018-10-01","00:14:49",23.9,66.1,493,23.223,24.17
0,1,"2018-10-01 00:15:50","2018-10-01","00:15:50",23.8,66.1,484,22.514,24.17
0,1,"2018-10-01 00:16:50","2018-10-01","00:16:50",23.8,66.1,498,22.514,24.17
0,1,"2018-10-01 00:17:50","2018-10-01","00:17:50",23.8,66.1,494,23.223,24.666
0,1,"2018-10-01 00:18:50","2018-10-01","00:18:50",23.8,66.1,479,23.932,24.17
0,1,"2018-10-01 00:19:50","2018-10-01","00:19:50",23.8,66.1,480,23.223,24.17
0,1,"2018-10-01 00:20:51","2018-10-01","00:20:51",23.8,66.1,496,23.223,24.666
0,1,"2018-10-01 00:21:51","2018-10-01","00:21:51",23.8,66.1,470,23.932,24.666
0,1,"2018-10-01 00:22:51","2018-10-01","00:22:51",23.8,66.1,486,23.223,24.666
0,1,"2018-10-01 00:23:51","2018-10-01","00:23:51",23.8,66.1,494,22.514,24.17
0,1,"2018-10-01 00:24:51","2018-10-01","00:24:51",23.7,66.1,514,23.932,25.658
0,1,"2018-10-01 00:25:52","2018-10-01","00:25:52",23.7,66.1,485,23.932,25.162
0,1,"2018-10-01 00:26:52","2018-10-01","00:26:52",23.7,66.1,468,23.223,24.666
0,1,"2018-10-01 00:27:52","2018-10-01","00:27:52",23.7,66.1,495,23.223,24.17
0,1,"2018-10-01 00:28:52","2018-10-01","00:28:52",23.7,66.2,482,22.514,24.17
0,1,"2018-10-01 00:29:52","2018-10-01","00:29:52",23.7,66.2,503,23.223,25.162
0,1,"2018-10-01 00:30:52","2018-10-01","00:30:52",23.7,66.1,493,23.223,24.17
0,1,"2018-10-01 00:31:53","2018-10-01","00:31:53",23.7,66.2,495,23.223,24.17
0,1,"2018-10-01 00:32:53","2018-10-01","00:32:53",23.7,66.2,487,22.514,24.17
0,1,"2018-10-01 00:33:53","2018-10-01","00:33:53",23.7,66.1,489,22.514,24.17
0,1,"2018-10-01 00:34:53","2018-10-01","00:34:53",23.7,66.2,509,22.514,24.666
0,1,"2018-10-01 00:35:53","2018-10-01","00:35:53",23.7,66.1,502,22.514,24.17
0,1,"2018-10-01 00:36:54","2018-10-01","00:36:54",23.7,66.1,473,23.223,24.17
0,1,"2018-10-01 00:37:54","2018-10-01","00:37:54",23.7,66.1,484,22.514,24.17
0,1,"2018-10-01 00:38:54","2018-10-01","00:38:54",23.7,66.1,500,23.223,24.17
0,1,"2018-10-01 00:39:54","2018-10-01","00:39:54",23.7,66.1,487,23.223,24.17
0,1,"2018-10-01 00:40:54","2018-10-01","00:40:54",23.7,66.1,487,22.514,24.17
0,1,"2018-10-01 00:41:55","2018-10-01","00:41:55",23.7,66.1,483,22.514,24.17
0,1,"2018-10-01 00:42:55","2018-10-01","00:42:55",23.7,66.1,486,23.223,24.666
0,1,"2018-10-01 00:43:55","2018-10-01","00:43:55",23.7,66.1,484,21.805,24.17
0,1,"2018-10-01 00:44:55","2018-10-01","00:44:55",23.7,66.1,487,22.514,24.17
0,1,"2018-10-01 00:45:55","2018-10-01","00:45:55",23.7,66.1,490,22.514,24.17
0,1,"2018-10-01 00:46:56","2018-10-01","00:46:56",23.6,66.1,475,22.514,23.674
0,1,"2018-10-01 00:47:56","2018-10-01","00:47:56",23.6,66.1,468,23.223,24.666
0,1,"2018-10-01 00:48:56","2018-10-01","00:48:56",23.6,66.2,478,23.932,25.162
0,1,"2018-10-01 00:49:56","2018-10-01","00:49:56",23.6,66.1,467,22.514,24.17
0,1,"2018-10-01 00:50:56","2018-10-01","00:50:56",23.6,66.1,467,22.514,25.162
0,1,"2018-10-01 00:51:56","2018-10-01","00:51:56",23.6,66.1,465,21.805,24.17
0,1,"2018-10-01 00:52:57","2018-10-01","00:52:57",23.6,66.1,477,23.223,24.666
0,1,"2018-10-01 00:53:57","2018-10-01","00:53:57",23.6,66.1,478,21.805,23.178
0,1,"2018-10-01 00:54:57","2018-10-01","00:54:57",23.6,66.1,482,23.932,25.658
0,1,"2018-10-01 00:55:57","2018-10-01","00:55:57",23.6,66.1,480,22.514,23.178
0,1,"2018-10-01 00:56:57","2018-10-01","00:56:57",23.6,66.1,474,23.223,24.17
0,1,"2018-10-01 00:57:58","2018-10-01","00:57:58",23.6,66.1,484,22.514,23.178
0,1,"2018-10-01 00:58:58","2018-10-01","00:58:58",23.6,66.1,462,21.805,23.674
0,1,"2018-10-01 00:59:58","2018-10-01","00:59:58",23.6,66.1,466,21.805,22.682
0,1,"2018-10-01 01:00:58","2018-10-01","01:00:58",23.6,66.1,481,21.805,23.178
0,1,"2018-10-01 01:01:58","2018-10-01","01:01:58",23.7,66.1,475,21.805,23.674
0,1,"2018-10-01 01:02:59","2018-10-01","01:02:59",23.7,66,480,22.514,23.178
0,1,"2018-10-01 01:03:59","2018-10-01","01:03:59",23.7,66.1,462,22.514,23.674
0,1,"2018-10-01 01:04:59","2018-10-01","01:04:59",23.7,66,460,21.805,23.178
0,1,"2018-10-01 01:05:59","2018-10-01","01:05:59",23.7,66,478,21.805,23.674
0,1,"2018-10-01 01:06:59","2018-10-01","01:06:59",23.7,66,471,21.805,22.186
0,1,"2018-10-01 01:08:00","2018-10-01","01:08:00",23.7,66,475,21.096,21.69
0,1,"2018-10-01 01:09:00","2018-10-01","01:09:00",23.7,66,484,21.096,22.186
0,1,"2018-10-01 01:10:00","2018-10-01","01:10:00",23.7,66,477,21.805,22.682
0,1,"2018-10-01 01:11:00","2018-10-01","01:11:00",23.7,66,468,21.805,22.682
0,1,"2018-10-01 01:12:00","2018-10-01","01:12:00",23.7,66,468,21.805,23.674
0,1,"2018-10-01 01:13:00","2018-10-01","01:13:00",23.7,66,466,21.805,23.674
0,1,"2018-10-01 01:14:01","2018-10-01","01:14:01",23.7,66,475,21.805,22.186
0,1,"2018-10-01 01:15:01","2018-10-01","01:15:01",23.8,66,471,21.805,22.186
0,1,"2018-10-01 01:16:01","2018-10-01","01:16:01",23.7,66,477,21.805,22.682
0,1,"2018-10-01 01:17:01","2018-10-01","01:17:01",23.7,65.9,477,21.805,22.186
0,1,"2018-10-01 01:18:01","2018-10-01","01:18:01",23.8,65.9,464,21.805,22.682
0,1,"2018-10-01 01:19:02","2018-10-01","01:19:02",23.8,65.9,469,21.805,22.682
0,1,"2018-10-01 01:20:02","2018-10-01","01:20:02",23.8,65.9,477,21.805,22.682
0,1,"2018-10-01 01:21:02","2018-10-01","01:21:02",23.8,65.9,453,21.805,23.178
0,1,"2018-10-01 01:22:02","2018-10-01","01:22:02",23.8,65.9,459,21.096,21.69
0,1,"2018-10-01 01:23:02","2018-10-01","01:23:02",23.8,65.9,475,21.096,23.178
0,1,"2018-10-01 01:24:03","2018-10-01","01:24:03",23.8,65.9,480,21.096,22.186
0,1,"2018-10-01 01:25:03","2018-10-01","01:25:03",23.9,65.9,476,21.096,22.186
0,1,"2018-10-01 01:26:03","2018-10-01","01:26:03",23.9,65.8,468,21.805,22.682
0,1,"2018-10-01 01:27:03","2018-10-01","01:27:03",23.8,65.9,452,21.805,23.178
0,1,"2018-10-01 01:28:03","2018-10-01","01:28:03",23.9,65.8,459,20.387,22.186
0,1,"2018-10-01 01:29:03","2018-10-01","01:29:03",23.9,65.9,465,21.805,22.186
0,1,"2018-10-01 01:30:04","2018-10-01","01:30:04",23.9,65.8,462,21.096,21.69
0,1,"2018-10-01 01:31:04","2018-10-01","01:31:04",23.9,65.8,465,21.096,21.69
0,1,"2018-10-01 01:32:04","2018-10-01","01:32:04",23.9,65.8,473,20.387,21.69
0,1,"2018-10-01 01:33:04","2018-10-01","01:33:04",23.9,65.8,472,21.096,22.186
0,1,"2018-10-01 01:34:04","2018-10-01","01:34:04",23.9,65.8,483,20.387,21.194
0,1,"2018-10-01 01:35:05","2018-10-01","01:35:05",23.9,65.8,466,21.096,22.186
0,1,"2018-10-01 01:36:05","2018-10-01","01:36:05",23.9,65.8,462,21.096,22.682
0,1,"2018-10-01 01:37:05","2018-10-01","01:37:05",23.9,65.8,464,21.096,22.682
0,1,"2018-10-01 01:38:05","2018-10-01","01:38:05",23.9,65.8,471,21.805,22.186
0,1,"2018-10-01 01:39:05","2018-10-01","01:39:05",23.9,65.8,462,21.096,22.682
0,1,"2018-10-01 01:40:06","2018-10-01","01:40:06",23.9,65.8,470,21.096,22.186
0,1,"2018-10-01 01:41:06","2018-10-01","01:41:06",23.9,65.8,473,21.805,23.178
0,1,"2018-10-01 01:42:06","2018-10-01","01:42:06",23.9,65.8,476,21.805,22.186
0,1,"2018-10-01 01:43:06","2018-10-01","01:43:06",23.9,65.8,469,21.096,22.186
0,1,"2018-10-01 01:44:06","2018-10-01","01:44:06",23.9,65.8,468,21.805,22.682
0,1,"2018-10-01 01:45:07","2018-10-01","01:45:07",23.9,65.8,461,21.096,21.69
0,1,"2018-10-01 01:46:07","2018-10-01","01:46:07",23.9,65.8,467,21.096,22.186
0,1,"2018-10-01 01:47:07","2018-10-01","01:47:07",23.9,65.8,461,21.096,21.69
0,1,"2018-10-01 01:48:07","2018-10-01","01:48:07",23.9,65.8,484,21.805,22.682
0,1,"2018-10-01 01:49:07","2018-10-01","01:49:07",23.9,65.9,461,20.387,21.69
0,1,"2018-10-01 01:50:07","2018-10-01","01:50:07",23.9,65.8,461,21.096,22.186
0,1,"2018-10-01 01:51:08","2018-10-01","01:51:08",23.9,65.8,474,20.387,22.186
0,1,"2018-10-01 01:52:08","2018-10-01","01:52:08",23.9,65.9,478,20.387,21.69
0,1,"2018-10-01 01:53:08","2018-10-01","01:53:08",23.9,65.8,475,21.805,22.186
0,1,"2018-10-01 01:54:08","2018-10-01","01:54:08",23.8,65.9,470,20.387,22.186
0,1,"2018-10-01 01:55:08","2018-10-01","01:55:08",23.9,65.9,483,21.096,22.186
0,1,"2018-10-01 01:56:09","2018-10-01","01:56:09",23.8,65.9,476,21.805,23.178
0,1,"2018-10-01 01:57:09","2018-10-01","01:57:09",23.8,65.9,471,22.514,23.178
0,1,"2018-10-01 01:58:09","2018-10-01","01:58:09",23.8,65.8,470,21.096,22.186
0,1,"2018-10-01 01:59:09","2018-10-01","01:59:09",23.8,65.9,476,21.805,22.682
0,1,"2018-10-01 02:00:09","2018-10-01","02:00:09",23.8,65.8,466,21.096,21.69
0,1,"2018-10-01 02:01:10","2018-10-01","02:01:10",23.9,65.8,481,21.096,22.186
0,1,"2018-10-01 02:02:10","2018-10-01","02:02:10",23.8,65.9,483,21.805,23.178
0,1,"2018-10-01 02:03:10","2018-10-01","02:03:10",23.8,65.9,474,20.387,22.186
0,1,"2018-10-01 02:04:10","2018-10-01","02:04:10",23.9,65.8,462,21.096,21.69
0,1,"2018-10-01 02:05:10","2018-10-01","02:05:10",23.9,65.8,469,21.096,21.69
0,1,"2018-10-01 02:06:10","2018-10-01","02:06:10",23.9,65.8,489,21.805,22.186
0,1,"2018-10-01 02:07:11","2018-10-01","02:07:11",23.9,65.8,486,20.387,21.194
