"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
0,3,"2018-10-02 19:00:00","2018-10-02","19:00:00",25.7,58.5,428,9.991,9.991
0,3,"2018-10-02 19:00:15","2018-10-02","19:00:15",25.8,57.9,434,9.991,9.991
0,3,"2018-10-02 19:00:30","2018-10-02","19:00:30",25.8,58.1,448,10.312,10.312
0,3,"2018-10-02 19:00:45","2018-10-02","19:00:45",25.8,57.8,452,16.411,16.411
0,3,"2018-10-02 19:01:00","2018-10-02","19:01:00",25.8,57.6,454,30.535,30.535
0,3,"2018-10-02 19:01:15","2018-10-02","19:01:15",25.8,57.9,453,46.906,46.906
0,3,"2018-10-02 19:01:30","2018-10-02","19:01:30",25.8,57.6,452,21.547,21.547
0,3,"2018-10-02 19:01:45","2018-10-02","19:01:45",25.7,57.7,448,18.016,18.016
0,3,"2018-10-02 19:02:00","2018-10-02","19:02:00",25.8,58.2,446,15.448,15.448
0,3,"2018-10-02 19:02:15","2018-10-02","19:02:15",25.9,60.6,449,12.559,12.559
0,3,"2018-10-02 19:02:30","2018-10-02","19:02:30",26,58.9,529,11.854,11.917
0,3,"2018-10-02 19:02:45","2018-10-02","19:02:45",26.1,59.7,606,11.596,11.596
0,3,"2018-10-02 19:03:00","2018-10-02","19:03:00",26.2,60.2,613,10.954,10.954
0,3,"2018-10-02 19:03:15","2018-10-02","19:03:15",26.2,59.5,618,10.954,10.954
0,3,"2018-10-02 19:03:30","2018-10-02","19:03:30",26.3,59.9,613,10.954,10.954
0,3,"2018-10-02 19:03:45","2018-10-02","19:03:45",26.4,60.8,607,10.928,10.954
0,3,"2018-10-02 19:04:00","2018-10-02","19:04:00",26.4,59.6,624,11.596,11.596
0,3,"2018-10-02 19:04:15","2018-10-02","19:04:15",26.4,57.7,647,11.275,11.275
0,3,"2018-10-02 19:04:30","2018-10-02","19:04:30",26.5,57.6,626,10.954,10.954
0,3,"2018-10-02 19:04:45","2018-10-02","19:04:45",26.5,59.7,604,11.391,11.596
0,3,"2018-10-02 19:05:00","2018-10-02","19:05:00",26.6,61.2,601,10.465,10.633
0,3,"2018-10-02 19:05:15","2018-10-02","19:05:15",26.6,58.4,602,10.312,10.312
0,3,"2018-10-02 19:05:30","2018-10-02","19:05:30",26.6,57.6,612,9.991,9.991
0,3,"2018-10-02 19:05:45","2018-10-02","19:05:45",26.6,56.9,612,9.349,9.349
0,3,"2018-10-02 19:06:00","2018-10-02","19:06:00",26.7,58.3,614,9.028,9.028
0,3,"2018-10-02 19:06:15","2018-10-02","19:06:15",26.8,58,627,8.065,8.065
0,3,"2018-10-02 19:06:30","2018-10-02","19:06:30",26.8,56.6,747,7.744,7.744
0,3,"2018-10-02 19:06:45","2018-10-02","19:06:45",26.8,56.6,769,6.781,6.781
0,3,"2018-10-02 19:07:00","2018-10-02","19:07:00",26.9,57.1,722,7.102,7.102
0,3,"2018-10-02 19:07:15","2018-10-02","19:07:15",27,57.5,664,7.102,7.102
0,3,"2018-10-02 19:07:30","2018-10-02","19:07:30",27,56.6,636,7.423,7.423
0,3,"2018-10-02 19:07:45","2018-10-02","19:07:45",27,56.8,596,7.423,7.423
0,3,"2018-10-02 19:08:00","2018-10-02","19:08:00",27,56.7,570,7.102,7.102
0,3,"2018-10-02 19:08:15","2018-10-02","19:08:15",27.1,56.6,548,7.744,7.744
0,3,"2018-10-02 19:08:30","2018-10-02","19:08:30",27.1,56.5,541,7.423,7.423
0,3,"2018-10-02 19:08:45","2018-10-02","19:08:45",27.1,56.4,534,7.744,7.744
