77,74,72
80,77,74
79,75,71
77,74,70
76,73,70
80,74,70
82,76,72
79,75,71
80,74,71
78,75,71
80,77,74
81,77,74
82,78,73
86,79,68
86,82,79
86,82,79
83,80,77
85,81,77
88,85,80
91,85,71
90,85,80
85,82,76
83,78,74
81,78,75
84,79,76
82,79,76
90,84,79
88,83,70
89,87,83
92,82,76
86,82,78
91,88,79
94,91,89
93,87,83
95,86,82
95,86,82
95,86,82
95,86,82
85,82,78
86,80,67
90,84,70
87,85,82
85,83,81
86,83,81
86,84,83
86,83,81
86,81,77
84,81,77
91,83,69
90,87,82
88,85,81
93,87,83
95,93,86
91,88,85
96,91,87
91,87,84
89,85,83
90,87,85
90,87,84
92,86,74
86,82,66
85,83,82
88,84,81
88,84,81
88,84,81
89,86,84
88,85,81
94,90,87
91,89,86
93,90,87
89,84,77
86,79,69
86,83,81
87,83,78
91,86,80
94,89,85
91,88,85
90,86,81
89,86,82
88,83,79
86,82,79
89,85,80
91,85,72
93,87,76
88,85,80
85,81,76
82,78,76
81,78,76
83,80,77
90,81,77
87,83,79
85,82,80
87,84,82
89,85,81
89,86,83
86,83,67
85,83,80
88,82,79
83,80,77
82,78,74
81,78,76
81,78,76
80,77,74
77,75,73
82,78,74
83,81,80
86,80,66
89,82,65
90,86,82
89,86,83
93,88,84
96,92,87
90,84,79
86,82,79
87,83,80
89,85,82
85,80,76
84,79,75
83,80,76
82,79,76
86,81,68
86,83,81
83,80,77
84,79,76
84,78,76
85,80,76
86,81,74
83,78,73
85,80,75
83,75,67
87,78,67
80,77,74
82,78,75
82,78,74
79,76,72
80,76,71
86,78,74
86,81,78
85,75,67
73,70,68
75,71,68
73,70,68
76,71,66
74,72,69
75,70,66
71,68,66
72,68,65
73,69,66
73,69,67
71,69,67
74,71,68
76,73,68
82,72,66
78,72,68
74,72,70
74,72,70
74,72,69
73,71,68
73,70,67
72,70,67
72,70,67
74,70,66
72,69,67
72,69,67
71,69,65
71,69,67
71,69,66
71,68,65
70,68,66
71,69,65
70,68,66
70,67,65
71,68,65
69,67,64
70,67,65
69,66,63
69,67,64
69,66,64
70,67,64
71,68,65
70,67,64
69,66,64
68,66,62
69,67,63
71,68,64
70,67,64
69,66,63
70,67,63
71,67,60
81,71,67
79,72,67
77,70,64
78,69,63
72,69,63
78,68,61
77,69,63
83,76,66
75,70,66
69,66,62
74,67,60
77,70,59
85,73,62
79,69,62
71,67,62
79,68,63
79,73,69
72,68,63
69,66,61
73,65,59
67,63,57
67,65,61
67,64,61
66,63,60
67,63,56
67,63,58
69,66,61
69,65,58
68,63,58
68,65,61
67,65,59
67,63,60
67,64,60
67,62,59
66,62,55
67,63,58
68,65,62
67,63,58
69,65,60
65,62,57
67,63,60
67,63,57
66,62,58
66,63,60
65,61,57
67,63,59
67,63,59
66,63,58
65,62,54
65,61,56
66,63,57
66,63,59
65,60,53
66,62,57
68,64,58
66,61,56
66,61,55
66,63,58
67,63,58
68,63,59
66,62,58
