mins 1780 , noise_error =1.0
mins 1781 , noise_error =1.0
mins 1782 , noise_error =1.0
mins 1783 , noise_error =0.978494623655914
mins 1784 , noise_error =1.0
mins 1785 , noise_error =1.0
mins 1786 , noise_error =1.0
mins 1787 , noise_error =1.0
mins 1788 , noise_error =1.0
mins 1789 , noise_error =1.0
mins 1790 , noise_error =1.0
mins 1791 , noise_error =1.0
mins 1792 , noise_error =1.0
mins 1793 , noise_error =0.9797979797979798
mins 1794 , noise_error =1.0
mins 1795 , noise_error =1.0
mins 1796 , noise_error =1.0
mins 1797 , noise_error =1.0
mins 1798 , noise_error =0.9528301886792453
mins 1799 , noise_error =0.9811320754716981
mins 1800 , noise_error =1.0
mins 1801 , noise_error =0.9805825242718447
mins 1802 , noise_error =0.9693877551020408
mins 1803 , noise_error =0.9693877551020408
mins 1804 , noise_error =0.98989898989899
mins 1805 , noise_error =1.0
mins 1806 , noise_error =0.9711538461538461
mins 1807 , noise_error =0.9807692307692307
mins 1808 , noise_error =1.0
mins 1809 , noise_error =1.0
mins 1810 , noise_error =1.0
mins 1811 , noise_error =0.9363636363636364
mins 1812 , noise_error =0.9736842105263158
mins 1813 , noise_error =1.0
mins 1814 , noise_error =0.897196261682243
mins 1815 , noise_error =0.5800000000000001
mins 1816 , noise_error =0.8058252427184466
mins 1817 , noise_error =0.5729166666666667
mins 1818 , noise_error =0.9
mins 1819 , noise_error =0.9801980198019802
mins 1820 , noise_error =0.9904761904761905
mins 1821 , noise_error =1.0
mins 1822 , noise_error =1.0
mins 1823 , noise_error =1.0
mins 1824 , noise_error =0.9904761904761905
mins 1825 , noise_error =1.0
mins 1826 , noise_error =1.0
mins 1827 , noise_error =1.0
mins 1828 , noise_error =1.0
mins 1829 , noise_error =1.0
mins 1830 , noise_error =0.9905660377358491
mins 1831 , noise_error =0.990909090909091
mins 1832 , noise_error =0.9572649572649573
mins 1833 , noise_error =0.9357798165137614
mins 1834 , noise_error =1.0
mins 1835 , noise_error =0.9908256880733946
mins 1836 , noise_error =0.9345794392523364
mins 1837 , noise_error =0.9166666666666666
mins 1838 , noise_error =1.0
mins 1839 , noise_error =1.0
mins 1840 , noise_error =1.0
mins 1841 , noise_error =1.0
mins 1842 , noise_error =0.9811320754716981
mins 1843 , noise_error =0.9247311827956989
mins 1844 , noise_error =0.7567567567567568
mins 1845 , noise_error =0.9814814814814815
mins 1846 , noise_error =0.9814814814814815
mins 1847 , noise_error =0.9649122807017544
mins 1848 , noise_error =0.9821428571428571
mins 1849 , noise_error =1.0
mins 1850 , noise_error =1.0
mins 1851 , noise_error =0.98989898989899
mins 1852 , noise_error =1.0
mins 1853 , noise_error =1.0
mins 1854 , noise_error =1.0
mins 1855 , noise_error =1.0
mins 1856 , noise_error =1.0
mins 1857 , noise_error =1.0
mins 1858 , noise_error =1.0
mins 1859 , noise_error =1.0
mins 1860 , noise_error =1.0
mins 1861 , noise_error =1.0
mins 1862 , noise_error =1.0
mins 1863 , noise_error =1.0
mins 1864 , noise_error =0.9813084112149533
mins 1865 , noise_error =0.9900990099009901
mins 1866 , noise_error =1.0
mins 1867 , noise_error =1.0
mins 1868 , noise_error =1.0
mins 1869 , noise_error =0.9901960784313726
mins 1870 , noise_error =0.9809523809523809
mins 1871 , noise_error =1.0
mins 1872 , noise_error =1.0
mins 1873 , noise_error =1.0
mins 1874 , noise_error =1.0
mins 1875 , noise_error =1.0
mins 1876 , noise_error =1.0
mins 1877 , noise_error =0.9803921568627451
mins 1878 , noise_error =1.0
mins 1879 , noise_error =1.0
mins 1880 , noise_error =1.0
mins 1881 , noise_error =1.0
mins 1882 , noise_error =1.0
mins 1883 , noise_error =1.0
mins 1884 , noise_error =0.9387755102040817
mins 1885 , noise_error =0.95
mins 1886 , noise_error =0.9797979797979798
mins 1887 , noise_error =0.9702970297029703
mins 1888 , noise_error =0.9906542056074766
mins 1889 , noise_error =1.0
mins 1890 , noise_error =1.0
mins 1891 , noise_error =1.0
mins 1892 , noise_error =1.0
mins 1893 , noise_error =1.0
mins 1894 , noise_error =1.0
mins 1895 , noise_error =1.0
mins 1896 , noise_error =1.0
mins 1897 , noise_error =1.0
mins 1898 , noise_error =1.0
mins 1899 , noise_error =1.0
mins 1900 , noise_error =1.0
mins 1901 , noise_error =1.0
mins 1902 , noise_error =1.0
mins 1903 , noise_error =1.0
mins 1904 , noise_error =1.0
mins 1905 , noise_error =0.95
mins 1906 , noise_error =0.898989898989899
mins 1907 , noise_error =0.9578947368421052
mins 1908 , noise_error =1.0
mins 1909 , noise_error =1.0
mins 1910 , noise_error =1.0
mins 1911 , noise_error =1.0
mins 1912 , noise_error =1.0
mins 1913 , noise_error =0.9587628865979382
mins 1914 , noise_error =0.9578947368421052
mins 1915 , noise_error =0.9894736842105263
mins 1916 , noise_error =0.979381443298969
mins 1917 , noise_error =0.9901960784313726
mins 1918 , noise_error =0.9893617021276596
mins 1919 , noise_error =1.0
mins 1920 , noise_error =1.0
mins 1921 , noise_error =1.0
mins 1922 , noise_error =1.0
mins 1923 , noise_error =1.0
mins 1924 , noise_error =1.0
mins 1925 , noise_error =1.0
mins 1926 , noise_error =1.0
mins 1927 , noise_error =1.0
mins 1928 , noise_error =1.0
mins 1929 , noise_error =1.0
mins 1930 , noise_error =1.0
mins 1931 , noise_error =0.9782608695652174
mins 1932 , noise_error =0.8695652173913043
mins 1933 , noise_error =0.898876404494382
mins 1934 , noise_error =1.0
mins 1935 , noise_error =1.0
mins 1936 , noise_error =1.0
mins 1937 , noise_error =1.0
mins 1938 , noise_error =0.9887640449438202
mins 1939 , noise_error =1.0
mins 1940 , noise_error =1.0
mins 1941 , noise_error =1.0
mins 1942 , noise_error =1.0
mins 1943 , noise_error =1.0
mins 1944 , noise_error =1.0
mins 1945 , noise_error =1.0
mins 1946 , noise_error =1.0
mins 1947 , noise_error =1.0
mins 1948 , noise_error =1.0
mins 1949 , noise_error =1.0
mins 1950 , noise_error =1.0
mins 1951 , noise_error =1.0
mins 1952 , noise_error =1.0
mins 1953 , noise_error =1.0
mins 1954 , noise_error =1.0
mins 1955 , noise_error =1.0
mins 1956 , noise_error =1.0
mins 1957 , noise_error =1.0
mins 1958 , noise_error =1.0
mins 1959 , noise_error =1.0
mins 1960 , noise_error =1.0
mins 1961 , noise_error =1.0
mins 1962 , noise_error =1.0
mins 1963 , noise_error =1.0
mins 1964 , noise_error =1.0
mins 1965 , noise_error =1.0
mins 1966 , noise_error =1.0
mins 1967 , noise_error =1.0
mins 1968 , noise_error =1.0
mins 1969 , noise_error =0.9775280898876404
mins 1970 , noise_error =0.9777777777777777
mins 1971 , noise_error =1.0
mins 1972 , noise_error =0.9764705882352941
mins 1973 , noise_error =0.9886363636363636
mins 1974 , noise_error =0.9883720930232558
mins 1975 , noise_error =0.9770114942528736
mins 1976 , noise_error =0.968421052631579
mins 1977 , noise_error =1.0
