mins 2750 , noise_error =1.0
mins 2751 , noise_error =1.0
mins 2752 , noise_error =1.0
mins 2753 , noise_error =0.9896907216494846
mins 2754 , noise_error =1.0
mins 2755 , noise_error =1.0
mins 2756 , noise_error =1.0
mins 2757 , noise_error =1.0
mins 2758 , noise_error =1.0
mins 2759 , noise_error =1.0
mins 2760 , noise_error =1.0
mins 2761 , noise_error =0.9782608695652174
mins 2762 , noise_error =1.0
mins 2763 , noise_error =1.0
mins 2764 , noise_error =1.0
mins 2765 , noise_error =1.0
mins 2766 , noise_error =0.9891304347826086
mins 2767 , noise_error =1.0
mins 2768 , noise_error =1.0
mins 2769 , noise_error =1.0
mins 2770 , noise_error =1.0
mins 2771 , noise_error =1.0
mins 2772 , noise_error =1.0
mins 2773 , noise_error =1.0
mins 2774 , noise_error =1.0
mins 2775 , noise_error =1.0
mins 2776 , noise_error =1.0
mins 2777 , noise_error =0.989010989010989
mins 2778 , noise_error =0.989247311827957
mins 2779 , noise_error =1.0
mins 2780 , noise_error =1.0
mins 2781 , noise_error =1.0
mins 2782 , noise_error =1.0
mins 2783 , noise_error =1.0
mins 2784 , noise_error =1.0
mins 2785 , noise_error =1.0
mins 2786 , noise_error =1.0
mins 2787 , noise_error =1.0
mins 2788 , noise_error =1.0
mins 2789 , noise_error =0.9888888888888889
mins 2790 , noise_error =1.0
mins 2791 , noise_error =1.0
mins 2792 , noise_error =1.0
mins 2793 , noise_error =1.0
mins 2794 , noise_error =1.0
mins 2795 , noise_error =1.0
mins 2796 , noise_error =1.0
mins 2797 , noise_error =1.0
mins 2798 , noise_error =1.0
mins 2799 , noise_error =1.0
mins 2800 , noise_error =0.9680851063829787
mins 2801 , noise_error =1.0
mins 2802 , noise_error =1.0
mins 2803 , noise_error =0.9770114942528736
mins 2804 , noise_error =1.0
mins 2805 , noise_error =1.0
mins 2806 , noise_error =0.9368421052631579
mins 2807 , noise_error =0.978021978021978
mins 2808 , noise_error =1.0
mins 2809 , noise_error =1.0
mins 2810 , noise_error =1.0
mins 2811 , noise_error =0.9887640449438202
mins 2812 , noise_error =1.0
mins 2813 , noise_error =1.0
mins 2814 , noise_error =1.0
mins 2815 , noise_error =1.0
mins 2816 , noise_error =1.0
mins 2817 , noise_error =1.0
mins 2818 , noise_error =0.9381443298969072
mins 2819 , noise_error =0.9607843137254902
mins 2820 , noise_error =1.0
mins 2821 , noise_error =1.0
mins 2822 , noise_error =1.0
mins 2823 , noise_error =0.9791666666666666
mins 2824 , noise_error =1.0
mins 2825 , noise_error =1.0
mins 2826 , noise_error =1.0
mins 2827 , noise_error =1.0
mins 2828 , noise_error =1.0
mins 2829 , noise_error =1.0
mins 2830 , noise_error =1.0
mins 2831 , noise_error =1.0
mins 2832 , noise_error =1.0
mins 2833 , noise_error =1.0
mins 2834 , noise_error =1.0
mins 2835 , noise_error =0.9803921568627451
mins 2836 , noise_error =1.0
mins 2837 , noise_error =0.9587628865979382
mins 2838 , noise_error =0.9805825242718447
mins 2839 , noise_error =1.0
mins 2840 , noise_error =1.0
mins 2841 , noise_error =1.0
mins 2842 , noise_error =1.0
mins 2843 , noise_error =1.0
mins 2844 , noise_error =0.9896907216494846
mins 2845 , noise_error =0.989010989010989
mins 2846 , noise_error =1.0
mins 2847 , noise_error =1.0
mins 2848 , noise_error =0.9887640449438202
mins 2849 , noise_error =1.0
mins 2850 , noise_error =1.0
mins 2851 , noise_error =0.9655172413793104
mins 2852 , noise_error =0.9484536082474226
mins 2853 , noise_error =1.0
mins 2854 , noise_error =1.0
mins 2855 , noise_error =1.0
mins 2856 , noise_error =1.0
mins 2857 , noise_error =1.0
mins 2858 , noise_error =1.0
mins 2859 , noise_error =1.0
mins 2860 , noise_error =1.0
mins 2861 , noise_error =1.0
mins 2862 , noise_error =1.0
mins 2863 , noise_error =1.0
mins 2864 , noise_error =1.0
mins 2865 , noise_error =1.0
mins 2866 , noise_error =0.9555555555555556
mins 2867 , noise_error =1.0
mins 2868 , noise_error =1.0
mins 2869 , noise_error =1.0
mins 2870 , noise_error =1.0
mins 2871 , noise_error =0.9775280898876404
mins 2872 , noise_error =0.9782608695652174
mins 2873 , noise_error =1.0
mins 2874 , noise_error =1.0
mins 2875 , noise_error =1.0
mins 2876 , noise_error =1.0
mins 2877 , noise_error =1.0
mins 2878 , noise_error =1.0
mins 2879 , noise_error =1.0
mins 2880 , noise_error =1.0
mins 2881 , noise_error =1.0
mins 2882 , noise_error =1.0
mins 2883 , noise_error =1.0
mins 2884 , noise_error =0.975609756097561
mins 2885 , noise_error =1.0
mins 2886 , noise_error =1.0
mins 2887 , noise_error =1.0
mins 2888 , noise_error =1.0
mins 2889 , noise_error =1.0
mins 2890 , noise_error =1.0
mins 2891 , noise_error =1.0
mins 2892 , noise_error =1.0
mins 2893 , noise_error =1.0
mins 2894 , noise_error =1.0
mins 2895 , noise_error =1.0
mins 2896 , noise_error =1.0
mins 2897 , noise_error =1.0
mins 2898 , noise_error =1.0
mins 2899 , noise_error =1.0
mins 2900 , noise_error =0.9195402298850575
mins 2901 , noise_error =0.9473684210526316
mins 2902 , noise_error =1.0
mins 2903 , noise_error =0.9772727272727273
mins 2904 , noise_error =1.0
mins 2905 , noise_error =1.0
mins 2906 , noise_error =0.9891304347826086
mins 2907 , noise_error =1.0
mins 2908 , noise_error =1.0
mins 2909 , noise_error =1.0
mins 2910 , noise_error =1.0
mins 2911 , noise_error =0.7752808988764045
mins 2912 , noise_error =0.967391304347826
mins 2913 , noise_error =1.0
mins 2914 , noise_error =0.978021978021978
mins 2915 , noise_error =1.0
mins 2916 , noise_error =1.0
mins 2917 , noise_error =0.9550561797752809
mins 2918 , noise_error =1.0
mins 2919 , noise_error =1.0
mins 2920 , noise_error =1.0
mins 2921 , noise_error =1.0
mins 2922 , noise_error =1.0
mins 2923 , noise_error =1.0
mins 2924 , noise_error =1.0
mins 2925 , noise_error =1.0
mins 2926 , noise_error =0.9761904761904762
mins 2927 , noise_error =1.0
mins 2928 , noise_error =1.0
mins 2929 , noise_error =1.0
mins 2930 , noise_error =1.0
mins 2931 , noise_error =1.0
mins 2932 , noise_error =1.0
mins 2933 , noise_error =1.0
mins 2934 , noise_error =0.9404761904761905
mins 2935 , noise_error =0.9662921348314607
mins 2936 , noise_error =0.9883720930232558
mins 2937 , noise_error =1.0
mins 2938 , noise_error =0.9891304347826086
mins 2939 , noise_error =1.0
mins 2940 , noise_error =1.0
mins 2941 , noise_error =1.0
mins 2942 , noise_error =1.0
mins 2943 , noise_error =1.0
mins 2944 , noise_error =1.0
mins 2945 , noise_error =1.0
mins 2946 , noise_error =1.0
mins 2947 , noise_error =0.9887640449438202
mins 2948 , noise_error =1.0
mins 2949 , noise_error =0.978494623655914
mins 2950 , noise_error =0.98
mins 2951 , noise_error =1.0
mins 2952 , noise_error =1.0
mins 2953 , noise_error =0.9583333333333334
mins 2954 , noise_error =0.95
mins 2955 , noise_error =0.9894736842105263
mins 2956 , noise_error =0.9900990099009901
mins 2957 , noise_error =1.0
mins 2958 , noise_error =1.0
mins 2959 , noise_error =1.0
mins 2960 , noise_error =1.0
mins 2961 , noise_error =0.989010989010989
mins 2962 , noise_error =1.0
mins 2963 , noise_error =0.9555555555555556
mins 2964 , noise_error =0.9764705882352941
mins 2965 , noise_error =1.0
mins 2966 , noise_error =0.9540229885057472
mins 2967 , noise_error =1.0
mins 2968 , noise_error =1.0
mins 2969 , noise_error =1.0
mins 2970 , noise_error =1.0
mins 2971 , noise_error =1.0
mins 2972 , noise_error =0.9888888888888889
mins 2973 , noise_error =1.0
mins 2974 , noise_error =1.0
mins 2975 , noise_error =1.0
mins 2976 , noise_error =0.9883720930232558
mins 2977 , noise_error =1.0
mins 2978 , noise_error =1.0
mins 2979 , noise_error =0.9767441860465116
mins 2980 , noise_error =1.0
mins 2981 , noise_error =1.0
mins 2982 , noise_error =1.0
mins 2983 , noise_error =1.0
mins 2984 , noise_error =0.9775280898876404
mins 2985 , noise_error =1.0
mins 2986 , noise_error =1.0
mins 2987 , noise_error =1.0
mins 2988 , noise_error =1.0
mins 2989 , noise_error =1.0
mins 2990 , noise_error =0.9178082191780822
mins 2991 , noise_error =0.0
