mins 330 , noise_error =1.0
mins 331 , noise_error =1.0
mins 332 , noise_error =1.0
mins 333 , noise_error =1.0
mins 334 , noise_error =0.9902912621359223
mins 335 , noise_error =1.0
mins 336 , noise_error =1.0
mins 337 , noise_error =1.0
mins 338 , noise_error =1.0
mins 339 , noise_error =1.0
mins 340 , noise_error =1.0
mins 341 , noise_error =1.0
mins 342 , noise_error =0.98989898989899
mins 343 , noise_error =1.0
mins 344 , noise_error =1.0
mins 345 , noise_error =0.9893617021276596
mins 346 , noise_error =1.0
mins 347 , noise_error =1.0
mins 348 , noise_error =1.0
mins 349 , noise_error =0.9805825242718447
mins 350 , noise_error =1.0
mins 351 , noise_error =1.0
mins 352 , noise_error =1.0
mins 353 , noise_error =1.0
mins 354 , noise_error =0.9903846153846154
mins 355 , noise_error =0.9801980198019802
mins 356 , noise_error =0.9611650485436893
mins 357 , noise_error =0.970873786407767
mins 358 , noise_error =0.9801980198019802
mins 359 , noise_error =0.9134615384615384
mins 360 , noise_error =1.0
mins 361 , noise_error =1.0
mins 362 , noise_error =0.9897959183673469
mins 363 , noise_error =1.0
mins 364 , noise_error =0.9607843137254902
mins 365 , noise_error =0.9299999999999999
mins 366 , noise_error =0.9622641509433962
mins 367 , noise_error =1.0
mins 368 , noise_error =1.0
mins 369 , noise_error =1.0
mins 370 , noise_error =1.0
mins 371 , noise_error =1.0
mins 372 , noise_error =1.0
mins 373 , noise_error =0.9702970297029703
mins 374 , noise_error =1.0
mins 375 , noise_error =1.0
mins 376 , noise_error =0.98989898989899
mins 377 , noise_error =0.9901960784313726
mins 378 , noise_error =0.9306930693069306
mins 379 , noise_error =0.875
mins 380 , noise_error =0.9444444444444444
mins 381 , noise_error =1.0
mins 382 , noise_error =1.0
mins 383 , noise_error =1.0
mins 384 , noise_error =1.0
mins 385 , noise_error =0.9787234042553191
mins 386 , noise_error =0.98
mins 387 , noise_error =0.9807692307692307
mins 388 , noise_error =1.0
mins 389 , noise_error =0.9896907216494846
mins 390 , noise_error =0.9894736842105263
mins 391 , noise_error =0.9607843137254902
mins 392 , noise_error =0.9423076923076923
mins 393 , noise_error =0.9906542056074766
mins 394 , noise_error =0.9611650485436893
mins 395 , noise_error =0.97
mins 396 , noise_error =1.0
mins 397 , noise_error =1.0
mins 398 , noise_error =1.0
mins 399 , noise_error =1.0
mins 400 , noise_error =1.0
mins 401 , noise_error =1.0
mins 402 , noise_error =1.0
mins 403 , noise_error =1.0
mins 404 , noise_error =1.0
mins 405 , noise_error =1.0
mins 406 , noise_error =1.0
mins 407 , noise_error =1.0
mins 408 , noise_error =1.0
mins 409 , noise_error =0.979381443298969
mins 410 , noise_error =1.0
mins 411 , noise_error =1.0
mins 412 , noise_error =1.0
mins 413 , noise_error =1.0
mins 414 , noise_error =1.0
mins 415 , noise_error =1.0
mins 416 , noise_error =1.0
mins 417 , noise_error =1.0
mins 418 , noise_error =1.0
mins 419 , noise_error =1.0
mins 420 , noise_error =1.0
mins 421 , noise_error =1.0
mins 422 , noise_error =1.0
mins 423 , noise_error =0.9791666666666666
mins 424 , noise_error =1.0
mins 425 , noise_error =1.0
mins 426 , noise_error =1.0
mins 427 , noise_error =1.0
mins 428 , noise_error =1.0
mins 429 , noise_error =1.0
mins 430 , noise_error =1.0
mins 431 , noise_error =1.0
mins 432 , noise_error =0.9801980198019802
mins 433 , noise_error =1.0
mins 434 , noise_error =1.0
mins 435 , noise_error =1.0
mins 436 , noise_error =1.0
mins 437 , noise_error =1.0
mins 438 , noise_error =0.8877551020408163
mins 439 , noise_error =0.7894736842105263
mins 440 , noise_error =0.7446808510638299
mins 441 , noise_error =0.7065217391304348
mins 442 , noise_error =0.826530612244898
mins 443 , noise_error =0.9
mins 444 , noise_error =1.0
mins 445 , noise_error =1.0
mins 446 , noise_error =0.9902912621359223
mins 447 , noise_error =1.0
mins 448 , noise_error =1.0
mins 449 , noise_error =0.9795918367346939
mins 450 , noise_error =0.979381443298969
mins 451 , noise_error =1.0
mins 452 , noise_error =1.0
mins 453 , noise_error =0.9795918367346939
mins 454 , noise_error =0.99
mins 455 , noise_error =0.99
mins 456 , noise_error =1.0
mins 457 , noise_error =1.0
mins 458 , noise_error =1.0
mins 459 , noise_error =1.0
mins 460 , noise_error =1.0
mins 461 , noise_error =1.0
mins 462 , noise_error =1.0
mins 463 , noise_error =1.0
mins 464 , noise_error =1.0
mins 465 , noise_error =1.0
mins 466 , noise_error =0.9574468085106383
mins 467 , noise_error =0.9655172413793104
mins 468 , noise_error =0.9550561797752809
mins 469 , noise_error =0.9655172413793104
mins 470 , noise_error =0.9651162790697675
mins 471 , noise_error =1.0
mins 472 , noise_error =1.0
mins 473 , noise_error =1.0
mins 474 , noise_error =1.0
mins 475 , noise_error =0.9655172413793104
mins 476 , noise_error =1.0
mins 477 , noise_error =1.0
mins 478 , noise_error =1.0
mins 479 , noise_error =1.0
mins 480 , noise_error =1.0
mins 481 , noise_error =1.0
mins 482 , noise_error =1.0
mins 483 , noise_error =1.0
mins 484 , noise_error =0.9782608695652174
mins 485 , noise_error =1.0
mins 486 , noise_error =1.0
mins 487 , noise_error =1.0
mins 488 , noise_error =1.0
mins 489 , noise_error =1.0
mins 490 , noise_error =1.0
mins 491 , noise_error =1.0
mins 492 , noise_error =1.0
mins 493 , noise_error =1.0
mins 494 , noise_error =1.0
mins 495 , noise_error =0.9888888888888889
mins 496 , noise_error =1.0
mins 497 , noise_error =1.0
mins 498 , noise_error =1.0
mins 499 , noise_error =1.0
mins 500 , noise_error =0.9886363636363636
