mins 90 , noise_error =1.0
mins 91 , noise_error =1.0
mins 92 , noise_error =1.0
mins 93 , noise_error =1.0
mins 94 , noise_error =1.0
mins 95 , noise_error =1.0
mins 96 , noise_error =1.0
mins 97 , noise_error =1.0
mins 98 , noise_error =0.9875
mins 99 , noise_error =0.9753086419753086
mins 100 , noise_error =0.9512195121951219
mins 101 , noise_error =0.975
mins 102 , noise_error =1.0
mins 103 , noise_error =1.0
mins 104 , noise_error =1.0
mins 105 , noise_error =1.0
mins 106 , noise_error =1.0
mins 107 , noise_error =1.0
mins 108 , noise_error =1.0
mins 109 , noise_error =1.0
mins 110 , noise_error =0.9871794871794872
mins 111 , noise_error =1.0
mins 112 , noise_error =1.0
mins 113 , noise_error =1.0
mins 114 , noise_error =1.0
mins 115 , noise_error =1.0
mins 116 , noise_error =1.0
mins 117 , noise_error =0.9642857142857143
mins 118 , noise_error =0.9878048780487805
mins 119 , noise_error =1.0
mins 120 , noise_error =0.9764705882352941
mins 121 , noise_error =1.0
mins 122 , noise_error =1.0
mins 123 , noise_error =1.0
mins 124 , noise_error =1.0
mins 125 , noise_error =1.0
mins 126 , noise_error =1.0
mins 127 , noise_error =1.0
mins 128 , noise_error =1.0
mins 129 , noise_error =1.0
mins 130 , noise_error =0.8913043478260869
mins 131 , noise_error =1.0
mins 132 , noise_error =1.0
mins 133 , noise_error =1.0
mins 134 , noise_error =0.9625
mins 135 , noise_error =1.0
mins 136 , noise_error =1.0
mins 137 , noise_error =1.0
mins 138 , noise_error =1.0
mins 139 , noise_error =1.0
mins 140 , noise_error =1.0
mins 141 , noise_error =1.0
mins 142 , noise_error =1.0
mins 143 , noise_error =1.0
mins 144 , noise_error =0.9875
mins 145 , noise_error =1.0
mins 146 , noise_error =1.0
mins 147 , noise_error =1.0
mins 148 , noise_error =1.0
mins 149 , noise_error =1.0
mins 150 , noise_error =1.0
mins 151 , noise_error =1.0
mins 152 , noise_error =1.0
mins 153 , noise_error =1.0
mins 154 , noise_error =1.0
mins 155 , noise_error =1.0
mins 156 , noise_error =0.9878048780487805
mins 157 , noise_error =0.9875
mins 158 , noise_error =1.0
mins 159 , noise_error =1.0
mins 160 , noise_error =0.9878048780487805
mins 161 , noise_error =1.0
mins 162 , noise_error =1.0
mins 163 , noise_error =1.0
mins 164 , noise_error =0.9875
mins 165 , noise_error =1.0
mins 166 , noise_error =1.0
mins 167 , noise_error =1.0
mins 168 , noise_error =0.9880952380952381
mins 169 , noise_error =0.9878048780487805
mins 170 , noise_error =1.0
mins 171 , noise_error =1.0
mins 172 , noise_error =1.0
mins 173 , noise_error =1.0
mins 174 , noise_error =1.0
mins 175 , noise_error =1.0
mins 176 , noise_error =1.0
mins 177 , noise_error =1.0
mins 178 , noise_error =0.9529411764705882
mins 179 , noise_error =1.0
mins 180 , noise_error =1.0
mins 181 , noise_error =0.9647058823529412
mins 182 , noise_error =1.0
mins 183 , noise_error =1.0
mins 184 , noise_error =1.0
mins 185 , noise_error =0.9782608695652174
mins 186 , noise_error =0.9883720930232558
mins 187 , noise_error =1.0
mins 188 , noise_error =1.0
mins 189 , noise_error =1.0
mins 190 , noise_error =1.0
mins 191 , noise_error =1.0
mins 192 , noise_error =1.0
mins 193 , noise_error =1.0
mins 194 , noise_error =0.9782608695652174
mins 195 , noise_error =1.0
mins 196 , noise_error =1.0
mins 197 , noise_error =1.0
mins 198 , noise_error =1.0
mins 199 , noise_error =1.0
mins 200 , noise_error =1.0
mins 201 , noise_error =1.0
mins 202 , noise_error =1.0
mins 203 , noise_error =1.0
mins 204 , noise_error =1.0
mins 205 , noise_error =1.0
mins 206 , noise_error =1.0
mins 207 , noise_error =1.0
mins 208 , noise_error =1.0
mins 209 , noise_error =1.0
mins 210 , noise_error =1.0
mins 211 , noise_error =1.0
mins 212 , noise_error =1.0
mins 213 , noise_error =0.9560439560439561
mins 214 , noise_error =0.9883720930232558
mins 215 , noise_error =0.9759036144578314
mins 216 , noise_error =0.9759036144578314
mins 217 , noise_error =1.0
mins 218 , noise_error =0.9791666666666666
mins 219 , noise_error =0.9789473684210527
mins 220 , noise_error =0.9888888888888889
mins 221 , noise_error =0.9888888888888889
mins 222 , noise_error =0.9787234042553191
mins 223 , noise_error =0.9891304347826086
mins 224 , noise_error =1.0
mins 225 , noise_error =1.0
mins 226 , noise_error =1.0
mins 227 , noise_error =1.0
mins 228 , noise_error =1.0
mins 229 , noise_error =1.0
mins 230 , noise_error =1.0
mins 231 , noise_error =1.0
mins 232 , noise_error =1.0
mins 233 , noise_error =0.9782608695652174
mins 234 , noise_error =1.0
mins 235 , noise_error =1.0
mins 236 , noise_error =1.0
mins 237 , noise_error =0.9775280898876404
mins 238 , noise_error =0.9662921348314607
mins 239 , noise_error =0.9891304347826086
mins 240 , noise_error =1.0
mins 241 , noise_error =1.0
mins 242 , noise_error =1.0
mins 243 , noise_error =1.0
mins 244 , noise_error =1.0
mins 245 , noise_error =1.0
mins 246 , noise_error =0.9888888888888889
mins 247 , noise_error =1.0
mins 248 , noise_error =1.0
mins 249 , noise_error =1.0
mins 250 , noise_error =1.0
mins 251 , noise_error =1.0
mins 252 , noise_error =1.0
mins 253 , noise_error =1.0
mins 254 , noise_error =0.9574468085106383
mins 255 , noise_error =1.0
mins 256 , noise_error =1.0
mins 257 , noise_error =1.0
mins 258 , noise_error =0.9893617021276596
mins 259 , noise_error =1.0
mins 260 , noise_error =1.0
mins 261 , noise_error =1.0
