datatime,id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ai1_2,ai1_3,ai1_4,ERR,aslung_id,lab_id,cPM1,cPM2.5
2019-03-15 00:00:00,0C9A4249DB54,2019-03-15,00:00:00,24.0,62.2,14,19,21,474,0,11,36,-55,9,4,7,10,36,-56,0.0,0.0,25.013643,121.468818,52,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.997,7.997
2019-03-15 00:00:15,0C9A4249DB54,2019-03-15,00:00:15,24.0,62.2,14,20,22,475,0,11,36,-55,52,68,53,11,36,-56,0.0,0.0,25.013668,121.468818,63,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,8.053,8.311
2019-03-15 00:00:30,0C9A4249DB54,2019-03-15,00:00:30,24.0,62.3,14,19,21,476,0,11,36,-56,67,63,88,10,35,-56,0.0,0.0,25.013721,121.468795,77,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.997,7.997
2019-03-15 00:00:45,0C9A4249DB54,2019-03-15,00:00:45,24.0,62.3,13,18,19,480,0,10,35,-56,74,79,82,10,36,-56,0.0,0.0,25.013765,121.468719,83,1,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.594,7.683
2019-03-15 00:01:00,0C9A4249DB54,2019-03-15,00:01:00,24.0,62.2,13,18,19,484,0,10,36,-56,87,93,101,11,37,-55,0.0,0.0,25.013714999999998,121.46878000000001,78,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.594,7.683
2019-03-15 00:01:15,0C9A4249DB54,2019-03-15,00:01:15,24.0,62.3,13,18,19,489,0,11,37,-55,73,65,78,10,36,-55,0.0,0.0,25.013679,121.468849,90,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.594,7.683
2019-03-15 00:01:30,0C9A4249DB54,2019-03-15,00:01:30,24.0,62.4,13,18,19,493,0,10,36,-55,96,77,83,10,37,-56,0.0,0.0,25.013614,121.46891000000001,89,1,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.594,7.683
2019-03-15 00:01:45,0C9A4249DB54,2019-03-15,00:01:45,24.0,62.4,14,20,21,497,0,10,37,-56,89,96,72,11,37,-56,0.0,0.0,25.013639,121.468833,85,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,8.053,8.311
2019-03-15 00:02:00,0C9A4249DB54,2019-03-15,00:02:00,24.0,62.4,14,20,24,501,0,11,37,-56,96,87,101,11,36,-55,0.0,0.0,25.01365,121.468795,73,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,8.053,8.311
2019-03-15 00:02:15,0C9A4249DB54,2019-03-15,00:02:15,24.0,62.2,12,19,22,506,0,11,36,-55,87,82,87,10,36,-56,0.0,0.0,25.013635,121.46878000000001,61,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.135,7.997
2019-03-15 00:02:30,0C9A4249DB54,2019-03-15,00:02:30,24.0,62.1,13,20,25,508,0,10,36,-56,102,88,80,10,36,-56,0.0,0.0,25.013603,121.46875,47,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.594,8.311
2019-03-15 00:02:45,0C9A4249DB54,2019-03-15,00:02:45,24.0,62.1,12,19,23,509,0,10,36,-56,90,86,92,10,36,-56,0.0,0.0,25.013545,121.46873400000001,37,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.135,7.997
2019-03-15 00:03:00,0C9A4249DB54,2019-03-15,00:03:00,24.0,62.0,13,19,22,509,0,10,36,-56,77,59,69,11,37,-55,0.0,0.0,25.013467000000002,121.468704,24,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.594,7.997
2019-03-15 00:03:15,0C9A4249DB54,2019-03-15,00:03:15,24.0,62.1,14,19,21,508,0,11,37,-55,94,108,104,9,35,-55,0.0,0.0,25.013317,121.46866599999998,0,1,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.997,7.997
2019-03-15 00:03:30,0C9A4249DB54,2019-03-15,00:03:30,24.0,62.3,13,17,18,506,0,9,35,-55,113,98,100,10,37,-55,0.0,0.0,25.013273,121.46865,0,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.369,7.369
2019-03-15 00:03:45,0C9A4249DB54,2019-03-15,00:03:45,24.0,62.4,13,18,20,504,0,10,37,-55,88,97,109,10,36,-56,0.0,0.0,25.013256,121.468635,0,1,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.594,7.683
2019-03-15 00:04:00,0C9A4249DB54,2019-03-15,00:04:00,24.0,62.4,13,19,21,504,0,10,36,-56,100,85,103,10,35,-57,0.0,0.0,25.013294000000002,121.46865,0,2,0,1,0,0,0,0,AL-0318,AS_Lung_P,7.594,7.997
2019-03-15 00:04:15,0C9A4249DB54,2019-03-15,00:04:15,24.0,62.3,14,20,23,505,0,10,35,-57,88,90,100,10,37,-55,0.0,0.0,25.013298000000002,121.46866599999998,0,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,8.053,8.311
2019-03-15 00:04:30,0C9A4249DB54,2019-03-15,00:04:30,24.0,62.3,14,22,24,506,0,10,37,-55,83,68,86,9,35,-57,0.0,0.0,25.013348999999998,121.468704,0,0,0,1,0,0,0,0,AL-0318,AS_Lung_P,8.053,8.939
2019-03-15 00:04:45,0C9A4249DB54,2019-03-15,00:04:45,24.0,62.2,14,22,24,508,0,9,35,-57,62,50,54,11,37,-57,0.0,0.0,25.013366,121.46873400000001,0,1,0,1,0,0,0,0,AL-0318,AS_Lung_P,8.053,8.939
