mins 1840 , noise_error =0.9230769230769231
mins 1841 , noise_error =0.9891304347826086
mins 1842 , noise_error =0.956989247311828
mins 1843 , noise_error =0.9381443298969072
mins 1844 , noise_error =0.7596153846153846
mins 1845 , noise_error =0.967032967032967
mins 1846 , noise_error =0.9772727272727273
mins 1847 , noise_error =0.9886363636363636
mins 1848 , noise_error =0.956989247311828
mins 1849 , noise_error =1.0
mins 1850 , noise_error =0.9882352941176471
mins 1851 , noise_error =0.9655172413793104
mins 1852 , noise_error =0.9775280898876404
mins 1853 , noise_error =0.9111111111111111
mins 1854 , noise_error =0.9230769230769231
mins 1855 , noise_error =0.978494623655914
mins 1856 , noise_error =0.9468085106382979
mins 1857 , noise_error =0.9578947368421052
mins 1858 , noise_error =0.88
mins 1859 , noise_error =0.8857142857142857
mins 1860 , noise_error =0.8653846153846154
mins 1861 , noise_error =0.89
mins 1862 , noise_error =0.95
mins 1863 , noise_error =1.0
mins 1864 , noise_error =0.979381443298969
mins 1865 , noise_error =0.9886363636363636
mins 1866 , noise_error =1.0
mins 1867 , noise_error =1.0
mins 1868 , noise_error =1.0
mins 1869 , noise_error =0.9880952380952381
mins 1870 , noise_error =1.0
mins 1871 , noise_error =1.0
mins 1872 , noise_error =1.0
mins 1873 , noise_error =1.0
mins 1874 , noise_error =1.0
mins 1875 , noise_error =1.0
mins 1876 , noise_error =1.0
mins 1877 , noise_error =1.0
mins 1878 , noise_error =1.0
mins 1879 , noise_error =1.0
mins 1880 , noise_error =1.0
mins 1881 , noise_error =1.0
mins 1882 , noise_error =1.0
mins 1883 , noise_error =1.0
mins 1884 , noise_error =0.967032967032967
mins 1885 , noise_error =0.9591836734693877
mins 1886 , noise_error =0.8811881188118812
mins 1887 , noise_error =0.96
mins 1888 , noise_error =0.935483870967742
mins 1889 , noise_error =0.9777777777777777
mins 1890 , noise_error =1.0
mins 1891 , noise_error =0.9775280898876404
mins 1892 , noise_error =1.0
mins 1893 , noise_error =1.0
mins 1894 , noise_error =0.9473684210526316
mins 1895 , noise_error =0.96
mins 1896 , noise_error =0.9690721649484536
mins 1897 , noise_error =0.978494623655914
