datatime,id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ai1_2,ai1_3,ai1_4,ERR,aslung_id,cPM1,cPM2.5
2019-03-13 00:00:00,0C9A4249DBE1,2019-03-13,00:00:00,22.3,54.4,24,36,47,437,0,3,-65,-4,74,83,74,3,-64,-4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.317,14.497
2019-03-13 00:00:15,0C9A4249DBE1,2019-03-13,00:00:15,22.3,54.4,25,36,49,437,0,5,-64,-2,71,87,68,4,-65,-4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.791,14.497
2019-03-13 00:00:30,0C9A4249DBE1,2019-03-13,00:00:30,22.3,54.4,24,36,50,437,0,4,-65,-4,95,81,92,3,-66,-4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.317,14.497
2019-03-13 00:00:45,0C9A4249DBE1,2019-03-13,00:00:45,22.3,54.5,23,35,46,437,0,3,-66,-4,76,96,89,3,-66,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,12.843,14.177000000000001
2019-03-13 00:01:00,0C9A4249DBE1,2019-03-13,00:01:00,22.3,54.5,24,36,45,437,0,3,-66,-3,83,117,102,4,-65,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.317,14.497
2019-03-13 00:01:15,0C9A4249DBE1,2019-03-13,00:01:15,22.3,54.5,24,37,48,436,0,4,-65,-3,75,100,110,3,-65,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.317,14.817
2019-03-13 00:01:30,0C9A4249DBE1,2019-03-13,00:01:30,22.3,54.4,24,37,49,437,0,3,-65,-3,93,97,89,4,-64,-4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.317,14.817
2019-03-13 00:01:45,0C9A4249DBE1,2019-03-13,00:01:45,22.3,54.5,25,38,50,437,0,4,-64,-4,95,91,81,5,-65,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.791,15.137
2019-03-13 00:02:00,0C9A4249DBE1,2019-03-13,00:02:00,22.3,54.5,25,36,50,437,0,5,-65,-3,90,94,95,3,-65,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.791,14.497
2019-03-13 00:02:15,0C9A4249DBE1,2019-03-13,00:02:15,22.3,54.5,25,36,50,437,0,3,-65,-2,78,95,118,3,-66,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.791,14.497
2019-03-13 00:02:30,0C9A4249DBE1,2019-03-13,00:02:30,22.3,54.5,24,36,51,437,0,3,-66,-2,90,86,91,3,-64,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.317,14.497
2019-03-13 00:02:45,0C9A4249DBE1,2019-03-13,00:02:45,22.3,54.5,26,37,49,437,0,3,-64,-3,83,112,106,4,-64,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,14.265,14.817
2019-03-13 00:03:00,0C9A4249DBE1,2019-03-13,00:03:00,22.3,54.5,26,36,49,437,0,4,-64,-3,83,91,96,3,-65,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,14.265,14.497
2019-03-13 00:03:15,0C9A4249DBE1,2019-03-13,00:03:15,22.3,54.6,26,37,50,436,0,3,-65,-3,100,80,95,3,-65,-4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,14.265,14.817
2019-03-13 00:03:30,0C9A4249DBE1,2019-03-13,00:03:30,22.2,54.6,25,38,50,436,0,3,-65,-4,90,102,103,3,-65,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,13.791,15.137
