mins 2270 , noise_error =1.0
mins 2271 , noise_error =1.0
mins 2272 , noise_error =1.0
mins 2273 , noise_error =1.0
mins 2274 , noise_error =1.0
mins 2275 , noise_error =1.0
mins 2276 , noise_error =1.0
mins 2277 , noise_error =1.0
mins 2278 , noise_error =0.9634146341463414
mins 2279 , noise_error =0.7978723404255319
mins 2280 , noise_error =1.0
mins 2281 , noise_error =1.0
mins 2282 , noise_error =0.9883720930232558
mins 2283 , noise_error =1.0
mins 2284 , noise_error =1.0
mins 2285 , noise_error =1.0
mins 2286 , noise_error =1.0
mins 2287 , noise_error =1.0
mins 2288 , noise_error =1.0
mins 2289 , noise_error =1.0
mins 2290 , noise_error =1.0
mins 2291 , noise_error =0.9895833333333334
mins 2292 , noise_error =0.9662921348314607
mins 2293 , noise_error =1.0
mins 2294 , noise_error =0.9885057471264368
mins 2295 , noise_error =0.945054945054945
mins 2296 , noise_error =0.9782608695652174
mins 2297 , noise_error =0.9425287356321839
mins 2298 , noise_error =0.9761904761904762
mins 2299 , noise_error =1.0
mins 2300 , noise_error =0.9761904761904762
mins 2301 , noise_error =1.0
mins 2302 , noise_error =1.0
mins 2303 , noise_error =1.0
mins 2304 , noise_error =1.0
mins 2305 , noise_error =1.0
mins 2306 , noise_error =1.0
mins 2307 , noise_error =1.0
mins 2308 , noise_error =1.0
mins 2309 , noise_error =1.0
mins 2310 , noise_error =0.9879518072289156
mins 2311 , noise_error =0.9302325581395349
mins 2312 , noise_error =0.9876543209876543
mins 2313 , noise_error =1.0
mins 2314 , noise_error =1.0
mins 2315 , noise_error =1.0
mins 2316 , noise_error =1.0
mins 2317 , noise_error =1.0
mins 2318 , noise_error =1.0
mins 2319 , noise_error =1.0
mins 2320 , noise_error =0.962962962962963
mins 2321 , noise_error =0.9887640449438202
mins 2322 , noise_error =0.9772727272727273
mins 2323 , noise_error =1.0
mins 2324 , noise_error =1.0
mins 2325 , noise_error =0.9801980198019802
mins 2326 , noise_error =0.97
mins 2327 , noise_error =0.9468085106382979
mins 2328 , noise_error =1.0
mins 2329 , noise_error =0.9619047619047619
mins 2330 , noise_error =0.9619047619047619
mins 2331 , noise_error =1.0
mins 2332 , noise_error =0.963963963963964
mins 2333 , noise_error =1.0
mins 2334 , noise_error =0.98
mins 2335 , noise_error =0.9795918367346939
mins 2336 , noise_error =1.0
mins 2337 , noise_error =1.0
mins 2338 , noise_error =1.0
mins 2339 , noise_error =1.0
mins 2340 , noise_error =0.9795918367346939
mins 2341 , noise_error =0.968421052631579
mins 2342 , noise_error =0.978021978021978
mins 2343 , noise_error =1.0
mins 2344 , noise_error =1.0
mins 2345 , noise_error =0.9545454545454546
mins 2346 , noise_error =0.9791666666666666
mins 2347 , noise_error =1.0
mins 2348 , noise_error =1.0
mins 2349 , noise_error =0.9891304347826086
mins 2350 , noise_error =0.8494623655913979
mins 2351 , noise_error =0.8229166666666666
mins 2352 , noise_error =0.9791666666666666
mins 2353 , noise_error =0.9680851063829787
mins 2354 , noise_error =0.9782608695652174
mins 2355 , noise_error =0.925531914893617
mins 2356 , noise_error =0.9468085106382979
mins 2357 , noise_error =0.9896907216494846
mins 2358 , noise_error =0.98989898989899
mins 2359 , noise_error =1.0
