id,date,time,sht_t,sht_h,pm1,,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,pressure,ai1_1,ai1_2,ai1_3,ai1_4,ai2_1,ai2_2,ai2_3,ai2_4,ERR
0C9A4249DBE3,2020/4/9,00:15:45,27.7,53.2,269,,584,647,524,0,2,0,63,68,36,44,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:16:00,27.7,53.2,265,,584,644,523,0,2,0,63,73,42,32,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:16:15,27.7,53.2,263,,589,651,523,0,1,0,63,65,42,44,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:16:30,27.7,53.2,265,,593,662,523,0,2,0,63,76,48,31,2,0,64,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:16:45,27.7,53.2,267,,595,664,523,0,2,0,64,65,32,33,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:17:00,27.7,53.2,264,,595,663,522,0,1,0,63,65,56,46,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:17:15,27.7,53.2,262,,597,661,522,0,2,0,63,79,47,34,1,1,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:17:30,27.7,53.2,263,,595,652,523,0,1,1,63,71,57,26,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:17:45,27.7,53.2,265,,593,656,523,0,2,0,63,71,38,48,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:18:00,27.7,53.2,266,,585,653,523,0,1,0,63,71,50,50,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:18:15,27.7,53.2,265,,582,656,523,0,2,0,63,73,44,41,1,0,64,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:18:30,27.7,53.2,265,,579,644,522,0,1,0,64,78,58,33,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:18:45,27.7,53.2,268,,585,653,522,0,1,0,63,69,54,48,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:19:00,27.8,53.2,267,,587,653,523,0,2,0,63,65,43,58,1,1,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:19:15,27.7,53.2,266,,587,654,522,0,1,1,63,70,49,38,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:19:30,27.7,53.2,263,,589,658,522,0,1,0,63,84,50,36,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:19:45,27.7,53.3,265,,593,661,522,0,1,0,63,67,47,38,2,1,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:20:00,27.7,53.2,265,,591,661,521,0,2,1,63,69,35,40,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:20:15,27.7,53.2,264,,585,661,521,0,1,0,63,63,54,28,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:20:30,27.8,53.2,265,,577,649,521,0,2,0,63,60,39,44,2,1,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:20:45,27.7,53.3,263,,579,647,521,0,2,1,63,74,47,48,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:21:00,27.8,53.3,263,,578,649,521,0,2,0,63,69,41,47,1,1,62,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:21:15,27.7,53.2,258,,583,647,521,0,1,1,62,74,43,38,1,0,62,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:21:30,27.7,53.2,265,,588,654,521,0,1,0,62,67,64,39,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:21:45,27.7,53.2,264,,587,650,521,0,2,0,63,67,44,32,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:22:00,27.7,53.2,265,,587,653,520,0,1,0,63,70,61,41,1,1,62,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:22:15,27.7,53.2,263,,585,655,519,0,1,1,62,56,51,37,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:22:30,27.7,53.2,262,,582,659,518,0,1,0,63,84,43,37,1,1,62,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:22:45,27.7,53.2,263,,581,658,520,0,1,1,62,61,47,43,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:23:00,27.7,53.2,263,,585,666,520,0,2,0,63,75,44,24,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:23:15,27.7,53.3,262,,588,662,520,0,1,0,63,76,48,37,1,0,62,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:23:30,27.7,53.2,263,,585,661,520,0,1,0,62,72,44,37,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:23:45,27.7,53.2,263,,585,651,519,0,1,0,63,61,46,41,2,0,64,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:24:00,27.8,53.2,259,,578,639,520,0,2,0,64,71,40,35,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:24:15,27.7,53.2,264,,590,644,520,0,1,0,63,70,48,38,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:24:30,27.7,53.2,261,,589,649,520,0,1,0,63,64,49,30,1,1,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:24:45,27.7,53.2,262,,587,651,520,0,1,1,63,69,55,30,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:25:00,27.7,53.2,262,,588,654,519,0,2,0,63,86,54,32,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:25:15,27.7,53.2,264,,585,649,520,0,2,0,63,80,58,42,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:25:30,27.7,53.3,263,,583,649,520,0,2,0,63,77,46,42,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:25:45,27.7,53.2,262,,579,641,519,0,1,0,63,76,38,48,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:26:00,27.7,53.2,262,,579,643,521,0,1,0,63,72,44,34,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:26:15,27.8,53.2,263,,579,643,521,0,1,0,63,73,56,32,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
