id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,pressure,ai1_1,ai1_2,ai1_3,ai1_4,ai2_1,ai2_2,ai2_3,ai2_4,ERR
0C9A4249DBAE,2020-04-08,00:00:00,27.4,53.9,6,10,11,471,0,3,-2,60,41,76,62,2,-2,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:00:15,27.5,53.9,7,10,11,470,0,2,-2,60,49,79,88,3,-1,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:00:30,27.5,53.9,7,10,11,470,0,3,-1,60,43,68,64,2,-1,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:00:45,27.5,53.9,7,11,12,471,0,2,-1,60,42,92,94,2,-1,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:01:00,27.5,53.9,7,12,12,471,0,2,-1,60,56,81,82,2,-2,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:01:15,27.5,53.8,7,12,12,471,0,2,-2,60,50,73,84,2,-1,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:01:30,27.5,53.9,7,11,11,471,0,2,-1,60,54,79,69,2,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:01:45,27.5,53.9,5,10,10,471,0,2,-2,61,52,79,81,2,-1,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:02:00,27.5,53.9,7,11,11,471,0,2,-1,60,42,68,84,2,-1,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:02:15,27.4,53.9,6,10,11,471,0,2,-1,60,38,63,73,2,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:02:30,27.4,53.9,7,11,11,471,0,2,-2,61,50,74,73,2,-2,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:02:45,27.5,53.9,7,11,11,471,0,2,-2,60,54,71,80,2,-1,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:03:00,27.5,53.9,6,10,10,471,0,2,-1,60,58,77,75,2,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DBAE,2020-04-08,00:03:15,27.5,53.9,7,11,11,472,0,2,-2,61,54,78,76,2,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
