mins 2830 , noise_error =0.6862745098039216
mins 2831 , noise_error =0.8878504672897196
mins 2832 , noise_error =0.94
mins 2833 , noise_error =0.9702970297029703
mins 2834 , noise_error =0.9489795918367347
mins 2835 , noise_error =0.4742268041237113
mins 2836 , noise_error =0.39639639639639634
mins 2837 , noise_error =0.5423728813559322
mins 2838 , noise_error =0.3706896551724138
mins 2839 , noise_error =0.6083333333333334
mins 2840 , noise_error =0.6818181818181819
mins 2841 , noise_error =0.811965811965812
mins 2842 , noise_error =0.9401709401709402
mins 2843 , noise_error =0.907563025210084
mins 2844 , noise_error =0.7983193277310925
mins 2845 , noise_error =0.8264462809917356
mins 2846 , noise_error =0.9834710743801653
mins 2847 , noise_error =0.6320754716981132
mins 2848 , noise_error =0.4347826086956522
mins 2849 , noise_error =0.5225225225225225
mins 2850 , noise_error =0.6355932203389831
mins 2851 , noise_error =0.7685185185185185
mins 2852 , noise_error =0.3564356435643564
mins 2853 , noise_error =0.4903846153846154
mins 2854 , noise_error =0.47058823529411764
mins 2855 , noise_error =0.6363636363636364
mins 2856 , noise_error =0.9666666666666667
mins 2857 , noise_error =0.9834710743801653
mins 2858 , noise_error =0.9051724137931034
mins 2859 , noise_error =0.9745762711864406
mins 2860 , noise_error =0.8392857142857143
mins 2861 , noise_error =0.9298245614035088
mins 2862 , noise_error =0.9243697478991597
mins 2863 , noise_error =0.8974358974358975
mins 2864 , noise_error =0.8547008547008547
mins 2865 , noise_error =0.7982456140350878
mins 2866 , noise_error =0.9122807017543859
mins 2867 , noise_error =0.8482142857142857
mins 2868 , noise_error =0.9416666666666667
mins 2869 , noise_error =0.8598130841121495
mins 2870 , noise_error =0.940677966101695
mins 2871 , noise_error =0.8660714285714286
mins 2872 , noise_error =0.8717948717948718
mins 2873 , noise_error =0.8869565217391304
mins 2874 , noise_error =0.8938053097345133
mins 2875 , noise_error =0.7307692307692308
mins 2876 , noise_error =0.8
mins 2877 , noise_error =0.8189655172413793
mins 2878 , noise_error =0.7807017543859649
mins 2879 , noise_error =0.6363636363636364
mins 2880 , noise_error =0.7777777777777778
mins 2881 , noise_error =0.9823008849557522
mins 2882 , noise_error =0.8839285714285714
mins 2883 , noise_error =0.6788990825688073
mins 2884 , noise_error =0.6833333333333333
mins 2885 , noise_error =0.7672413793103449
mins 2886 , noise_error =0.7102803738317758
mins 2887 , noise_error =0.7982456140350878
mins 2888 , noise_error =0.5729166666666667
mins 2889 , noise_error =0.5740740740740741
mins 2890 , noise_error =0.4953271028037384
mins 2891 , noise_error =0.7378640776699029
mins 2892 , noise_error =0.8198198198198199
mins 2893 , noise_error =0.8363636363636364
mins 2894 , noise_error =0.9173553719008265
mins 2895 , noise_error =0.9487179487179487
mins 2896 , noise_error =0.8571428571428572
mins 2897 , noise_error =0.8760330578512396
mins 2898 , noise_error =0.9256198347107438
mins 2899 , noise_error =0.717948717948718
mins 2900 , noise_error =0.5641025641025641
mins 2901 , noise_error =0.6355140186915889
mins 2902 , noise_error =0.6116504854368932
mins 2903 , noise_error =0.8660714285714286
mins 2904 , noise_error =0.6173913043478261
mins 2905 , noise_error =0.8888888888888888
mins 2906 , noise_error =1.0
mins 2907 , noise_error =0.9150943396226415
mins 2908 , noise_error =0.9504950495049505
mins 2909 , noise_error =0.9215686274509804
mins 2910 , noise_error =0.8636363636363636
mins 2911 , noise_error =0.8907563025210083
mins 2912 , noise_error =0.9514563106796117
mins 2913 , noise_error =1.0
mins 2914 , noise_error =0.9074074074074074
mins 2915 , noise_error =0.9901960784313726
mins 2916 , noise_error =0.9705882352941176
mins 2917 , noise_error =0.9619047619047619
mins 2918 , noise_error =1.0
mins 2919 , noise_error =0.9903846153846154
mins 2920 , noise_error =1.0
mins 2921 , noise_error =1.0
mins 2922 , noise_error =1.0
mins 2923 , noise_error =1.0
mins 2924 , noise_error =1.0
mins 2925 , noise_error =0.8727272727272728
mins 2926 , noise_error =0.8760330578512396
mins 2927 , noise_error =1.0
mins 2928 , noise_error =0.9174311926605505
mins 2929 , noise_error =0.7522935779816513
mins 2930 , noise_error =0.7884615384615384
mins 2931 , noise_error =0.9722222222222222
mins 2932 , noise_error =0.9320388349514563
mins 2933 , noise_error =1.0
mins 2934 , noise_error =1.0
mins 2935 , noise_error =0.9739130434782609
mins 2936 , noise_error =0.9819819819819819
mins 2937 , noise_error =0.990990990990991
mins 2938 , noise_error =1.0
mins 2939 , noise_error =0.981651376146789
mins 2940 , noise_error =1.0
mins 2941 , noise_error =1.0
mins 2942 , noise_error =0.972972972972973
mins 2943 , noise_error =0.992
mins 2944 , noise_error =0.9523809523809523
mins 2945 , noise_error =0.926829268292683
mins 2946 , noise_error =0.9065420560747663
mins 2947 , noise_error =1.0
mins 2948 , noise_error =1.0
mins 2949 , noise_error =1.0
mins 2950 , noise_error =1.0
mins 2951 , noise_error =1.0
mins 2952 , noise_error =0.9906542056074766
mins 2953 , noise_error =0.991304347826087
mins 2954 , noise_error =0.75
mins 2955 , noise_error =0.7704918032786885
mins 2956 , noise_error =0.771186440677966
mins 2957 , noise_error =0.6942148760330579
mins 2958 , noise_error =0.6785714285714286
mins 2959 , noise_error =0.6666666666666667
