2830, 1551831809, lead_off:False/1.233, confidence:0.686, big_r:1, small_r1, Polarity:0, No_R:102, hfb: 5
2835, 1551832109, lead_off:False/1.296, confidence:0.474, big_r:4, small_r0, Polarity:0, No_R:97, hfb: 14
2836, 1551832169, lead_off:False/1.267, confidence:0.396, big_r:1, small_r0, Polarity:0, No_R:111, hfb: 11
2837, 1551832229, lead_off:False/1.190, confidence:0.542, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
2838, 1551832289, lead_off:False/1.169, confidence:0.371, big_r:3, small_r0, Polarity:0, No_R:116, hfb: 4
2839, 1551832349, lead_off:False/1.166, confidence:0.608, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 2
2840, 1551832409, lead_off:False/1.161, confidence:0.682, big_r:0, small_r1, Polarity:0, No_R:132, hfb: 1
2847, 1551832829, lead_off:False/1.241, confidence:0.632, big_r:2, small_r0, Polarity:0, No_R:106, hfb: 5
2848, 1551832889, lead_off:False/1.224, confidence:0.435, big_r:2, small_r1, Polarity:0, No_R:115, hfb: 7
2849, 1551832949, lead_off:False/1.218, confidence:0.523, big_r:1, small_r0, Polarity:0, No_R:111, hfb: 7
2850, 1551833009, lead_off:False/1.213, confidence:0.636, big_r:1, small_r0, Polarity:0, No_R:118, hfb: 3
2852, 1551833129, lead_off:False/1.254, confidence:0.356, big_r:9, small_r0, Polarity:0, No_R:101, hfb: 28
2853, 1551833189, lead_off:False/1.325, confidence:0.490, big_r:6, small_r0, Polarity:0, No_R:104, hfb: 19
2854, 1551833249, lead_off:False/1.247, confidence:0.471, big_r:9, small_r0, Polarity:0, No_R:102, hfb: 20
2855, 1551833309, lead_off:False/1.290, confidence:0.636, big_r:2, small_r0, Polarity:0, No_R:110, hfb: 9
2870, 1551834209, lead_off:False/1.476, confidence:0.941, big_r:2, small_r0, Polarity:0, No_R:118, hfb: 3
2875, 1551834509, lead_off:False/1.410, confidence:0.731, big_r:1, small_r0, Polarity:0, No_R:104, hfb: 1
2879, 1551834749, lead_off:False/1.344, confidence:0.636, big_r:0, small_r0, Polarity:0, No_R:110, hfb: 6
2883, 1551834989, lead_off:False/1.344, confidence:0.679, big_r:1, small_r1, Polarity:0, No_R:109, hfb: 6
2884, 1551835049, lead_off:False/1.324, confidence:0.683, big_r:1, small_r2, Polarity:0, No_R:120, hfb: 11
2886, 1551835169, lead_off:False/1.395, confidence:0.710, big_r:1, small_r0, Polarity:0, No_R:107, hfb: 5
2888, 1551835289, lead_off:False/1.353, confidence:0.573, big_r:3, small_r1, Polarity:0, No_R:96, hfb: 8
2889, 1551835349, lead_off:False/1.371, confidence:0.574, big_r:2, small_r1, Polarity:0, No_R:108, hfb: 12
2890, 1551835409, lead_off:False/1.364, confidence:0.495, big_r:4, small_r1, Polarity:0, No_R:107, hfb: 18
2891, 1551835469, lead_off:False/1.375, confidence:0.738, big_r:3, small_r0, Polarity:0, No_R:103, hfb: 13
2899, 1551835949, lead_off:False/1.400, confidence:0.718, big_r:2, small_r0, Polarity:0, No_R:117, hfb: 12
2900, 1551836009, lead_off:False/1.320, confidence:0.564, big_r:2, small_r1, Polarity:0, No_R:117, hfb: 10
2901, 1551836069, lead_off:False/1.316, confidence:0.636, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 7
2902, 1551836129, lead_off:False/1.308, confidence:0.612, big_r:2, small_r0, Polarity:0, No_R:103, hfb: 6
2903, 1551836189, lead_off:False/1.371, confidence:0.866, big_r:2, small_r0, Polarity:0, No_R:112, hfb: 2
2904, 1551836249, lead_off:False/1.304, confidence:0.617, big_r:4, small_r0, Polarity:0, No_R:115, hfb: 16
2925, 1551837509, lead_off:False/1.189, confidence:0.873, big_r:2, small_r0, Polarity:0, No_R:110, hfb: 8
2929, 1551837749, lead_off:False/1.547, confidence:0.752, big_r:2, small_r0, Polarity:0, No_R:109, hfb: 5
2954, 1551839249, lead_off:False/1.506, confidence:0.750, big_r:3, small_r0, Polarity:0, No_R:116, hfb: 9
2955, 1551839309, lead_off:False/1.522, confidence:0.770, big_r:4, small_r0, Polarity:0, No_R:122, hfb: 12
2957, 1551839429, lead_off:False/1.370, confidence:0.694, big_r:1, small_r0, Polarity:0, No_R:121, hfb: 7
2958, 1551839489, lead_off:False/1.585, confidence:0.679, big_r:1, small_r1, Polarity:0, No_R:112, hfb: 6
2959, 1551839549, lead_off:False/1.551, confidence:0.667, big_r:2, small_r0, Polarity:0, No_R:120, hfb: 6
