mins 2090 , noise_error =0.4
mins 2091 , noise_error =0.47959183673469385
mins 2092 , noise_error =0.11428571428571432
mins 2093 , noise_error =0.7628865979381443
mins 2094 , noise_error =0.9714285714285714
mins 2095 , noise_error =0.7475728155339806
mins 2096 , noise_error =0.5420560747663552
mins 2097 , noise_error =0.7619047619047619
mins 2098 , noise_error =0.5299145299145299
mins 2099 , noise_error =0.5040650406504066
mins 2100 , noise_error =0.8809523809523809
mins 2101 , noise_error =0.829059829059829
mins 2102 , noise_error =0.9920634920634921
mins 2103 , noise_error =0.6916666666666667
mins 2104 , noise_error =0.7462686567164178
mins 2105 , noise_error =0.8421052631578947
mins 2106 , noise_error =0.8857142857142857
mins 2107 , noise_error =0.8538461538461538
mins 2108 , noise_error =0.8888888888888888
mins 2109 , noise_error =0.9692307692307692
mins 2110 , noise_error =0.9024390243902439
mins 2111 , noise_error =0.9739130434782609
mins 2112 , noise_error =0.9906542056074766
mins 2113 , noise_error =1.0
mins 2114 , noise_error =1.0
mins 2115 , noise_error =1.0
mins 2116 , noise_error =1.0
mins 2117 , noise_error =0.967741935483871
mins 2118 , noise_error =1.0
mins 2119 , noise_error =1.0
mins 2120 , noise_error =0.9908256880733946
mins 2121 , noise_error =1.0
mins 2122 , noise_error =1.0
mins 2123 , noise_error =1.0
mins 2124 , noise_error =1.0
mins 2125 , noise_error =1.0
mins 2126 , noise_error =1.0
mins 2127 , noise_error =0.8545454545454545
mins 2128 , noise_error =0.8846153846153846
mins 2129 , noise_error =0.9117647058823529
mins 2130 , noise_error =0.9823008849557522
mins 2131 , noise_error =0.8461538461538461
mins 2132 , noise_error =0.9754098360655737
mins 2133 , noise_error =0.9848484848484849
mins 2134 , noise_error =1.0
mins 2135 , noise_error =0.9487179487179487
mins 2136 , noise_error =0.9516129032258065
mins 2137 , noise_error =1.0
mins 2138 , noise_error =0.9203539823008849
mins 2139 , noise_error =0.9523809523809523
mins 2140 , noise_error =0.959349593495935
mins 2141 , noise_error =0.96
mins 2142 , noise_error =0.8760330578512396
mins 2143 , noise_error =0.9333333333333333
mins 2144 , noise_error =0.9574468085106383
mins 2145 , noise_error =0.965034965034965
mins 2146 , noise_error =0.9632352941176471
mins 2147 , noise_error =0.9784172661870504
mins 2148 , noise_error =0.9787234042553191
mins 2149 , noise_error =0.9347826086956522
mins 2150 , noise_error =0.9333333333333333
mins 2151 , noise_error =0.9014084507042254
mins 2152 , noise_error =0.923728813559322
mins 2153 , noise_error =0.8888888888888888
mins 2154 , noise_error =0.7769230769230769
mins 2155 , noise_error =0.6923076923076923
mins 2156 , noise_error =0.6268656716417911
mins 2157 , noise_error =0.8805970149253731
mins 2158 , noise_error =0.9133858267716536
mins 2159 , noise_error =0.8934426229508197
mins 2160 , noise_error =0.825
mins 2161 , noise_error =0.829059829059829
mins 2162 , noise_error =0.8620689655172413
mins 2163 , noise_error =0.967479674796748
mins 2164 , noise_error =0.9745762711864406
mins 2165 , noise_error =0.8220338983050848
mins 2166 , noise_error =0.8608695652173913
mins 2167 , noise_error =0.9256198347107438
mins 2168 , noise_error =0.9833333333333333
mins 2169 , noise_error =0.9464285714285714
mins 2170 , noise_error =0.9196428571428571
mins 2171 , noise_error =0.957983193277311
mins 2172 , noise_error =0.9911504424778761
mins 2173 , noise_error =1.0
mins 2174 , noise_error =0.9043478260869565
mins 2175 , noise_error =0.9911504424778761
mins 2176 , noise_error =0.8303571428571428
mins 2177 , noise_error =0.9130434782608696
mins 2178 , noise_error =0.7821782178217822
mins 2179 , noise_error =0.9056603773584906
mins 2180 , noise_error =0.8878504672897196
mins 2181 , noise_error =0.7040816326530612
mins 2182 , noise_error =0.9
mins 2183 , noise_error =0.8770491803278688
mins 2184 , noise_error =0.8861788617886179
mins 2185 , noise_error =0.9396551724137931
mins 2186 , noise_error =0.7768595041322314
mins 2187 , noise_error =0.8695652173913043
mins 2188 , noise_error =0.7833333333333333
mins 2189 , noise_error =0.7419354838709677
mins 2190 , noise_error =0.7857142857142857
mins 2191 , noise_error =0.9666666666666667
mins 2192 , noise_error =0.8869565217391304
mins 2193 , noise_error =0.9807692307692307
mins 2194 , noise_error =0.9711538461538461
mins 2195 , noise_error =0.9696969696969697
mins 2196 , noise_error =0.968421052631579
mins 2197 , noise_error =0.8828828828828829
mins 2198 , noise_error =0.8636363636363636
mins 2199 , noise_error =0.7317073170731707
mins 2200 , noise_error =0.9090909090909091
mins 2201 , noise_error =0.865979381443299
mins 2202 , noise_error =0.9183673469387755
mins 2203 , noise_error =1.0
mins 2204 , noise_error =0.8559322033898304
mins 2205 , noise_error =0.8055555555555556
mins 2206 , noise_error =0.9917355371900827
mins 2207 , noise_error =0.9423076923076923
mins 2208 , noise_error =0.9908256880733946
mins 2209 , noise_error =0.9565217391304348
mins 2210 , noise_error =0.9739130434782609
mins 2211 , noise_error =0.9416666666666667
mins 2212 , noise_error =0.92
mins 2213 , noise_error =0.9658119658119658
mins 2214 , noise_error =0.9646017699115044
mins 2215 , noise_error =0.9826086956521739
mins 2216 , noise_error =0.9661016949152542
mins 2217 , noise_error =0.9099099099099099
mins 2218 , noise_error =0.9454545454545454
mins 2219 , noise_error =0.8943089430894309
mins 2220 , noise_error =0.943089430894309
mins 2221 , noise_error =0.9487179487179487
mins 2222 , noise_error =0.9745762711864406
mins 2223 , noise_error =0.7333333333333334
mins 2224 , noise_error =0.875
mins 2225 , noise_error =0.975
mins 2226 , noise_error =0.9067796610169492
mins 2227 , noise_error =0.9814814814814815
mins 2228 , noise_error =0.8947368421052632
mins 2229 , noise_error =0.8
mins 2230 , noise_error =0.7391304347826086
mins 2231 , noise_error =0.839622641509434
mins 2232 , noise_error =0.6666666666666667
mins 2233 , noise_error =0.527027027027027
mins 2234 , noise_error =0.6744186046511628
mins 2235 , noise_error =0.941747572815534
mins 2236 , noise_error =0.9108910891089109
mins 2237 , noise_error =0.8504672897196262
mins 2238 , noise_error =0.9827586206896551
mins 2239 , noise_error =0.8974358974358975
mins 2240 , noise_error =0.9508196721311475
mins 2241 , noise_error =0.9814814814814815
mins 2242 , noise_error =0.9900990099009901
mins 2243 , noise_error =0.9819819819819819
mins 2244 , noise_error =0.9829059829059829
mins 2245 , noise_error =0.9818181818181818
mins 2246 , noise_error =1.0
mins 2247 , noise_error =0.9811320754716981
mins 2248 , noise_error =0.9537037037037037
mins 2249 , noise_error =1.0
mins 2250 , noise_error =0.8691588785046729
mins 2251 , noise_error =0.9724770642201834
mins 2252 , noise_error =1.0
mins 2253 , noise_error =1.0
mins 2254 , noise_error =1.0
mins 2255 , noise_error =0.9646017699115044
mins 2256 , noise_error =0.9528301886792453
mins 2257 , noise_error =1.0
mins 2258 , noise_error =1.0
mins 2259 , noise_error =0.979381443298969
mins 2260 , noise_error =0.9217391304347826
mins 2261 , noise_error =1.0
mins 2262 , noise_error =0.9734513274336283
mins 2263 , noise_error =1.0
mins 2264 , noise_error =1.0
mins 2265 , noise_error =1.0
mins 2266 , noise_error =1.0
mins 2267 , noise_error =1.0
mins 2268 , noise_error =1.0
mins 2269 , noise_error =1.0
mins 2270 , noise_error =1.0
mins 2271 , noise_error =0.9385964912280702
mins 2272 , noise_error =0.9915254237288136
mins 2273 , noise_error =1.0
mins 2274 , noise_error =1.0
mins 2275 , noise_error =0.9433962264150944
mins 2276 , noise_error =0.9734513274336283
mins 2277 , noise_error =0.9805825242718447
mins 2278 , noise_error =1.0
mins 2279 , noise_error =1.0
mins 2280 , noise_error =1.0
mins 2281 , noise_error =0.98
mins 2282 , noise_error =0.9818181818181818
mins 2283 , noise_error =0.9919354838709677
mins 2284 , noise_error =1.0
mins 2285 , noise_error =0.9823008849557522
mins 2286 , noise_error =0.9122807017543859
mins 2287 , noise_error =0.7927927927927928
mins 2288 , noise_error =0.8925619834710744
mins 2289 , noise_error =0.8943089430894309
mins 2290 , noise_error =0.9181818181818182
mins 2291 , noise_error =0.9739130434782609
mins 2292 , noise_error =0.8677685950413223
mins 2293 , noise_error =0.8849557522123894
mins 2294 , noise_error =0.884297520661157
mins 2295 , noise_error =0.9915966386554622
mins 2296 , noise_error =1.0
mins 2297 , noise_error =0.9279279279279279
mins 2298 , noise_error =0.8907563025210083
mins 2299 , noise_error =0.9126984126984127
mins 2300 , noise_error =0.8771929824561404
mins 2301 , noise_error =0.7767857142857143
mins 2302 , noise_error =0.85
mins 2303 , noise_error =0.9583333333333334
mins 2304 , noise_error =0.9043478260869565
mins 2305 , noise_error =0.956140350877193
mins 2306 , noise_error =1.0
mins 2307 , noise_error =0.7478260869565218
mins 2308 , noise_error =0.639344262295082
mins 2309 , noise_error =0.8333333333333334
mins 2310 , noise_error =0.8173076923076923
mins 2311 , noise_error =0.8829787234042553
mins 2312 , noise_error =0.8315789473684211
mins 2313 , noise_error =0.9361702127659575
mins 2314 , noise_error =0.8367346938775511
mins 2315 , noise_error =0.8163265306122449
mins 2316 , noise_error =0.8518518518518519
mins 2317 , noise_error =0.8596491228070176
mins 2318 , noise_error =0.8018018018018018
mins 2319 , noise_error =0.8365384615384616
mins 2320 , noise_error =0.845360824742268
mins 2321 , noise_error =0.9777777777777777
mins 2322 , noise_error =0.9325842696629214
mins 2323 , noise_error =0.9
mins 2324 , noise_error =0.7765957446808511
mins 2325 , noise_error =0.9175257731958762
mins 2326 , noise_error =1.0
mins 2327 , noise_error =0.84375
mins 2328 , noise_error =0.8526315789473684
mins 2329 , noise_error =0.9213483146067416
mins 2330 , noise_error =0.967391304347826
mins 2331 , noise_error =1.0
mins 2332 , noise_error =0.6179775280898876
mins 2333 , noise_error =0.6352941176470588
mins 2334 , noise_error =0.6261682242990654
mins 2335 , noise_error =0.8317757009345794
mins 2336 , noise_error =0.6694915254237288
mins 2337 , noise_error =0.6814159292035398
mins 2338 , noise_error =0.9263157894736842
mins 2339 , noise_error =0.875
