mins 700 , noise_error =1.0
mins 701 , noise_error =0.7567567567567568
mins 702 , noise_error =1.0
mins 703 , noise_error =1.0
mins 704 , noise_error =1.0
mins 705 , noise_error =1.0
mins 706 , noise_error =1.0
mins 707 , noise_error =1.0
mins 708 , noise_error =1.0
mins 709 , noise_error =1.0
mins 710 , noise_error =1.0
mins 711 , noise_error =1.0
mins 712 , noise_error =1.0
mins 713 , noise_error =1.0
mins 714 , noise_error =1.0
mins 715 , noise_error =1.0
mins 716 , noise_error =1.0
mins 717 , noise_error =1.0
mins 718 , noise_error =1.0
mins 719 , noise_error =1.0
mins 720 , noise_error =1.0
mins 721 , noise_error =1.0
mins 722 , noise_error =1.0
mins 723 , noise_error =1.0
mins 724 , noise_error =1.0
mins 725 , noise_error =1.0
mins 726 , noise_error =1.0
mins 727 , noise_error =1.0
mins 728 , noise_error =1.0
mins 729 , noise_error =1.0
mins 730 , noise_error =0.9875
mins 731 , noise_error =1.0
mins 732 , noise_error =1.0
mins 733 , noise_error =0.9875
mins 734 , noise_error =1.0
mins 735 , noise_error =1.0
mins 736 , noise_error =1.0
mins 737 , noise_error =1.0
mins 738 , noise_error =1.0
mins 739 , noise_error =1.0
mins 740 , noise_error =1.0
mins 741 , noise_error =1.0
mins 742 , noise_error =1.0
mins 743 , noise_error =1.0
mins 744 , noise_error =1.0
mins 745 , noise_error =1.0
mins 746 , noise_error =0.9876543209876543
mins 747 , noise_error =1.0
mins 748 , noise_error =1.0
mins 749 , noise_error =1.0
mins 750 , noise_error =1.0
mins 751 , noise_error =1.0
mins 752 , noise_error =1.0
mins 753 , noise_error =1.0
mins 754 , noise_error =1.0
mins 755 , noise_error =1.0
mins 756 , noise_error =0.9875
mins 757 , noise_error =1.0
mins 758 , noise_error =1.0
mins 759 , noise_error =1.0
mins 760 , noise_error =0.9036144578313253
mins 761 , noise_error =0.898876404494382
mins 762 , noise_error =1.0
mins 763 , noise_error =1.0
mins 764 , noise_error =1.0
mins 765 , noise_error =1.0
mins 766 , noise_error =1.0
mins 767 , noise_error =1.0
mins 768 , noise_error =0.9285714285714286
mins 769 , noise_error =0.9411764705882353
mins 770 , noise_error =1.0
mins 771 , noise_error =1.0
mins 772 , noise_error =1.0
mins 773 , noise_error =1.0
mins 774 , noise_error =1.0
mins 775 , noise_error =1.0
mins 776 , noise_error =1.0
mins 777 , noise_error =1.0
mins 778 , noise_error =1.0
mins 779 , noise_error =1.0
mins 780 , noise_error =1.0
mins 781 , noise_error =1.0
mins 782 , noise_error =1.0
mins 783 , noise_error =1.0
mins 784 , noise_error =1.0
mins 785 , noise_error =1.0
mins 786 , noise_error =1.0
mins 787 , noise_error =1.0
mins 788 , noise_error =1.0
mins 789 , noise_error =1.0
mins 790 , noise_error =1.0
mins 791 , noise_error =1.0
mins 792 , noise_error =0.9888888888888889
mins 793 , noise_error =0.9886363636363636
mins 794 , noise_error =1.0
mins 795 , noise_error =1.0
mins 796 , noise_error =1.0
mins 797 , noise_error =0.7981651376146789
mins 798 , noise_error =0.8672566371681416
mins 799 , noise_error =0.7909090909090909
mins 800 , noise_error =0.7755102040816326
mins 801 , noise_error =1.0
mins 802 , noise_error =0.9879518072289156
mins 803 , noise_error =1.0
mins 804 , noise_error =1.0
mins 805 , noise_error =0.9770114942528736
mins 806 , noise_error =1.0
mins 807 , noise_error =1.0
mins 808 , noise_error =1.0
mins 809 , noise_error =1.0
mins 810 , noise_error =1.0
mins 811 , noise_error =1.0
mins 812 , noise_error =0.9886363636363636
mins 813 , noise_error =1.0
mins 814 , noise_error =1.0
mins 815 , noise_error =1.0
mins 816 , noise_error =1.0
mins 817 , noise_error =1.0
mins 818 , noise_error =1.0
mins 819 , noise_error =1.0
mins 820 , noise_error =1.0
mins 821 , noise_error =1.0
mins 822 , noise_error =1.0
mins 823 , noise_error =1.0
mins 824 , noise_error =1.0
mins 825 , noise_error =1.0
mins 826 , noise_error =1.0
mins 827 , noise_error =1.0
mins 828 , noise_error =0.9285714285714286
mins 829 , noise_error =0.9333333333333333
mins 830 , noise_error =1.0
mins 831 , noise_error =1.0
mins 832 , noise_error =1.0
mins 833 , noise_error =1.0
mins 834 , noise_error =0.9878048780487805
mins 835 , noise_error =1.0
mins 836 , noise_error =0.9404761904761905
mins 837 , noise_error =0.9651162790697675
mins 838 , noise_error =1.0
mins 839 , noise_error =1.0
mins 840 , noise_error =0.8181818181818181
mins 841 , noise_error =0.9875
mins 842 , noise_error =1.0
mins 843 , noise_error =0.9876543209876543
mins 844 , noise_error =1.0
mins 845 , noise_error =0.9878048780487805
mins 846 , noise_error =1.0
mins 847 , noise_error =0.975609756097561
mins 848 , noise_error =1.0
mins 849 , noise_error =0.9878048780487805
mins 850 , noise_error =1.0
mins 851 , noise_error =1.0
mins 852 , noise_error =1.0
mins 853 , noise_error =1.0
mins 854 , noise_error =0.9882352941176471
mins 855 , noise_error =1.0
mins 856 , noise_error =1.0
mins 857 , noise_error =1.0
mins 858 , noise_error =0.9767441860465116
mins 859 , noise_error =1.0
mins 860 , noise_error =0.9130434782608696
mins 861 , noise_error =0.9230769230769231
mins 862 , noise_error =1.0
mins 863 , noise_error =1.0
mins 864 , noise_error =1.0
mins 865 , noise_error =1.0
mins 866 , noise_error =1.0
mins 867 , noise_error =1.0
mins 868 , noise_error =1.0
mins 869 , noise_error =1.0
mins 870 , noise_error =1.0
mins 871 , noise_error =1.0
mins 872 , noise_error =1.0
mins 873 , noise_error =1.0
mins 874 , noise_error =1.0
mins 875 , noise_error =1.0
mins 876 , noise_error =1.0
mins 877 , noise_error =0.7252747252747253
mins 878 , noise_error =0.9431818181818182
mins 879 , noise_error =1.0
mins 880 , noise_error =1.0
mins 881 , noise_error =1.0
mins 882 , noise_error =1.0
mins 883 , noise_error =1.0
mins 884 , noise_error =0.9883720930232558
mins 885 , noise_error =1.0
mins 886 , noise_error =0.8636363636363636
mins 887 , noise_error =1.0
mins 888 , noise_error =1.0
mins 889 , noise_error =1.0
mins 890 , noise_error =1.0
mins 891 , noise_error =1.0
mins 892 , noise_error =1.0
mins 893 , noise_error =1.0
mins 894 , noise_error =1.0
mins 895 , noise_error =1.0
mins 896 , noise_error =1.0
mins 897 , noise_error =1.0
mins 898 , noise_error =0.9876543209876543
mins 899 , noise_error =1.0
