mins 1110 , noise_error =0.5
mins 1111 , noise_error =0.628099173553719
mins 1112 , noise_error =0.889763779527559
mins 1113 , noise_error =0.6124031007751938
mins 1114 , noise_error =0.4067796610169492
mins 1115 , noise_error =0.751937984496124
mins 1116 , noise_error =0.9147286821705426
mins 1117 , noise_error =0.8444444444444444
mins 1118 , noise_error =0.950354609929078
mins 1119 , noise_error =0.9770992366412213
mins 1120 , noise_error =0.9534883720930233
mins 1121 , noise_error =0.9770992366412213
mins 1122 , noise_error =0.9844961240310077
mins 1123 , noise_error =0.9615384615384616
mins 1124 , noise_error =0.8818897637795275
mins 1125 , noise_error =0.7798165137614679
mins 1126 , noise_error =0.8378378378378378
mins 1127 , noise_error =1.0
mins 1128 , noise_error =0.9393939393939394
mins 1129 , noise_error =0.91
mins 1130 , noise_error =0.9387755102040817
mins 1131 , noise_error =1.0
mins 1132 , noise_error =0.5686274509803921
mins 1133 , noise_error =0.6981132075471699
mins 1134 , noise_error =0.6637931034482758
mins 1135 , noise_error =0.926829268292683
mins 1136 , noise_error =0.9090909090909091
mins 1137 , noise_error =0.8048780487804879
mins 1138 , noise_error =0.6796875
mins 1139 , noise_error =0.6428571428571428
mins 1140 , noise_error =0.9327731092436975
mins 1141 , noise_error =0.7777777777777778
mins 1142 , noise_error =0.5528455284552846
mins 1143 , noise_error =0.5806451612903225
mins 1144 , noise_error =0.35593220338983056
mins 1145 , noise_error =0.544
mins 1146 , noise_error =0.5847457627118644
mins 1147 , noise_error =0.6086956521739131
mins 1148 , noise_error =0.8706896551724138
mins 1149 , noise_error =0.9642857142857143
mins 1150 , noise_error =0.9803921568627451
mins 1151 , noise_error =0.97
mins 1152 , noise_error =1.0
mins 1153 , noise_error =0.9901960784313726
mins 1154 , noise_error =0.95
mins 1155 , noise_error =0.898989898989899
mins 1156 , noise_error =0.8571428571428572
mins 1157 , noise_error =0.8828828828828829
mins 1158 , noise_error =1.0
mins 1159 , noise_error =1.0
mins 1160 , noise_error =0.979381443298969
mins 1161 , noise_error =1.0
mins 1162 , noise_error =1.0
mins 1163 , noise_error =1.0
mins 1164 , noise_error =0.8585858585858586
mins 1165 , noise_error =0.8712871287128713
mins 1166 , noise_error =0.9696969696969697
mins 1167 , noise_error =1.0
mins 1168 , noise_error =1.0
mins 1169 , noise_error =1.0
mins 1170 , noise_error =1.0
mins 1171 , noise_error =1.0
mins 1172 , noise_error =0.9797979797979798
mins 1173 , noise_error =1.0
mins 1174 , noise_error =0.98989898989899
mins 1175 , noise_error =1.0
mins 1176 , noise_error =0.95
mins 1177 , noise_error =0.9494949494949495
mins 1178 , noise_error =1.0
mins 1179 , noise_error =1.0
mins 1180 , noise_error =0.8979591836734694
mins 1181 , noise_error =1.0
mins 1182 , noise_error =0.9795918367346939
mins 1183 , noise_error =1.0
mins 1184 , noise_error =0.935483870967742
mins 1185 , noise_error =0.9166666666666666
mins 1186 , noise_error =0.9574468085106383
mins 1187 , noise_error =0.9587628865979382
mins 1188 , noise_error =0.7450980392156863
mins 1189 , noise_error =0.9381443298969072
mins 1190 , noise_error =0.91
mins 1191 , noise_error =0.9292929292929293
mins 1192 , noise_error =0.846938775510204
mins 1193 , noise_error =0.9893617021276596
mins 1194 , noise_error =0.92
mins 1195 , noise_error =0.7524752475247525
mins 1196 , noise_error =0.9215686274509804
mins 1197 , noise_error =0.7155963302752293
mins 1198 , noise_error =0.8636363636363636
mins 1199 , noise_error =0.7787610619469026
mins 1200 , noise_error =0.7796610169491526
mins 1201 , noise_error =0.8421052631578947
mins 1202 , noise_error =0.5046728971962617
mins 1203 , noise_error =0.3978494623655914
mins 1204 , noise_error =0.33673469387755106
mins 1205 , noise_error =0.36274509803921573
mins 1206 , noise_error =0.6363636363636364
mins 1207 , noise_error =0.7142857142857143
mins 1208 , noise_error =0.8157894736842105
mins 1209 , noise_error =0.7864077669902912
mins 1210 , noise_error =0.9158878504672897
mins 1211 , noise_error =0.9904761904761905
mins 1212 , noise_error =0.9714285714285714
mins 1213 , noise_error =0.990990990990991
mins 1214 , noise_error =0.91
mins 1215 , noise_error =0.8034188034188035
