datatime,id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ai1_2,ai1_3,ai1_4,ERR,aslung_id,cPM1,cPM2.5
2018-10-12 00:00:00,0C9A4249DBC2,2018-10-12,00:00:00,26.1,66.5,6,9,11,427,1,-1,-65,-3,53,78,74,-2,-65,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0229,5.241,5.845
2018-10-12 00:00:15,0C9A4249DBC2,2018-10-12,00:00:15,26.0,66.5,7,9,11,427,1,-2,-65,-2,9,14,8,-3,-65,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0229,5.845,5.845
2018-10-12 00:00:30,0C9A4249DBC2,2018-10-12,00:00:30,26.0,66.5,6,9,10,426,1,-3,-65,-2,78,100,70,-1,-65,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0229,5.241,5.845
2018-10-12 00:00:45,0C9A4249DBC2,2018-10-12,00:00:45,26.1,66.6,5,9,9,426,1,-1,-65,-2,71,100,76,-2,-65,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0229,4.62,5.845
2018-10-12 00:01:00,0C9A4249DBC2,2018-10-12,00:01:00,26.0,66.6,6,10,11,426,1,-2,-65,-2,69,103,93,-3,-66,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0229,5.241,6.279999999999999
2018-10-12 00:01:15,0C9A4249DBC2,2018-10-12,00:01:15,26.1,66.6,7,10,12,426,1,-3,-66,-3,81,91,97,-2,-65,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0229,5.861999999999999,6.279999999999999
2018-10-12 00:01:30,0C9A4249DBC2,2018-10-12,00:01:30,26.0,66.6,6,9,10,425,1,-2,-65,-2,89,93,93,-1,-64,-3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0229,5.241,5.845
2018-10-12 00:01:45,0C9A4249DBC2,2018-10-12,00:01:45,26.0,66.6,7,9,10,425,1,-1,-64,-3,65,108,83,-2,-66,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0229,5.845,5.845
2018-10-12 00:02:00,0C9A4249DBC2,2018-10-12,00:02:00,26.1,66.6,6,9,10,424,1,-2,-66,-2,101,84,82,-3,-66,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0229,5.241,5.845
2018-10-12 00:02:15,0C9A4249DBC2,2018-10-12,00:02:15,26.0,66.7,7,9,11,424,1,-3,-66,-2,84,109,76,-3,-65,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0229,5.845,5.845
