6,0,N
126,1,N
454,2,N
782,3,N
1111,3,N
1442,1,N
1771,1,N
2099,1,N
2427,3,N
2755,3,N
3084,2,N
3412,1,N
3741,1,N
4072,3,N
4404,3,N
4736,3,N
5066,1,N
5395,1,N
5724,1,N
6056,3,N
6393,3,N
6737,3,N
7076,1,N
7416,1,N
7757,1,N
8110,3,N
8454,3,N
8797,3,N
9137,1,N
9474,1,N
9809,1,N
10144,1,N
10479,3,N
10817,1,N
11156,1,N
11496,1,N
11836,3,N
12182,3,N
12526,2,N
12868,1,N
13210,1,N
13551,1,N
13891,3,N
14233,3,N
14577,1,N
14922,1,N
15266,1,N
15608,1,N
15950,1,N
16289,3,N
16628,3,N
16968,1,N
17307,1,N
17647,3,N
17987,3,N
18331,3,N
18675,1,N
19016,1,N
19356,1,N
19696,1,N
20037,3,N
20379,3,N
20722,1,N
21065,1,N
21405,1,N
21746,1,N
22090,3,N
22434,1,N
22787,3,N
23132,1,N
23478,1,N
23825,3,N
24171,3,N
24518,3,N
24866,3,N
25214,1,N
25559,1,N
25900,1,N
26240,3,N
26581,3,N
26923,3,N
27266,1,N
27609,1,N
27953,1,N
28295,3,N
28638,3,N
28982,3,N
29324,3,N
29668,1,N
30013,1,N
30358,3,N
30702,3,N
31045,3,N
31385,1,N
31725,1,N
32063,1,N
32402,3,N
32741,3,N
33081,3,N
33421,3,N
33763,1,N
34103,1,N
34443,3,N
34781,1,N
35117,3,N
35451,3,N
35784,1,N
36115,1,N
36446,3,N
36781,1,N
37116,3,N
37455,1,N
37790,1,N
38125,1,N
38460,1,N
38797,3,N
39132,3,N
39469,1,N
39803,1,N
40135,1,N
40467,3,N
40800,3,N
41132,3,N
41464,1,N
41796,1,N
42127,1,N
42460,1,N
42797,1,N
43136,3,N
43475,3,N
43812,1,N
44149,1,N
44485,3,N
44823,3,N
45161,3,N
45501,3,N
45841,2,N
46182,1,N
46525,1,N
46871,3,N
47221,3,N
47572,3,N
47922,3,N
48271,1,N
48616,1,N
48962,3,N
49311,3,N
49660,3,N
50012,1,N
50359,1,N
50705,1,N
51050,3,N
51396,3,N
51743,3,N
52089,3,N
52436,1,N
52780,1,N
53123,1,N
53466,3,N
53811,3,N
54159,3,N
54506,2,N
54852,1,N
55198,1,N
55547,3,N
55897,3,N
56250,3,N
56603,1,N
56953,1,N
57302,1,N
57651,1,N
58002,3,N
58354,3,N
58701,3,N
59044,1,N
59382,1,N
59718,1,N
60051,1,N
60381,3,N
60707,1,N
61032,1,N
61355,1,N
61677,1,N
61999,3,N
62320,1,N
62639,1,N
62955,1,N
63271,1,N
63586,1,N
63902,1,N
64216,1,N
64530,1,N
64842,1,N
65155,1,N
65466,1,N
65777,1,N
66089,1,N
66401,3,N
66711,1,N
67022,1,N
67332,1,N
67642,1,N
67952,1,N
68262,1,N
68571,1,N
68879,1,N
69188,1,N
69497,1,N
69805,1,N
70114,1,N
70422,1,N
70731,1,N
71044,1,N
71358,1,N
71673,1,N
71990,1,N
72307,1,N
72627,1,N
72951,1,N
73278,1,N
73610,1,N
73942,1,N
74275,1,N
74613,1,N
74954,1,N
75297,1,N
75638,1,N
75977,1,N
76316,1,N
76654,1,N
76992,1,N
77327,1,N
77660,1,N
77991,1,N
78323,1,N
78652,1,N
78978,1,N
79302,1,N
79624,1,N
79945,1,N
80266,1,N
80587,1,N
80906,1,N
81225,1,N
81545,1,N
81869,1,N
82193,1,N
82519,1,N
82844,1,N
83171,1,N
83498,1,N
83830,1,N
84164,1,N
84500,1,N
84833,1,N
85167,1,N
85502,1,N
85835,1,N
86167,1,N
86499,1,N
86831,1,N
87164,1,N
87500,1,N
87839,1,N
88179,1,N
88519,1,N
88857,1,N
89194,1,N
89532,1,N
89870,2,N
90208,1,N
90545,1,N
90881,1,N
91215,1,N
91547,1,N
91878,1,N
92208,1,N
92538,1,N
92869,1,N
93205,1,N
93542,1,N
93879,1,N
94216,1,N
94553,1,N
94888,1,N
95223,1,N
95554,1,N
95882,1,N
96210,1,N
96536,1,N
96863,1,N
97191,1,N
97522,1,N
97854,1,N
98186,1,N
98517,1,N
98849,1,N
99182,1,N
99512,1,N
99842,1,N
100171,1,N
100501,3,N
100830,1,N
101157,1,N
101484,1,N
101811,1,N
102139,1,N
102468,1,N
102798,1,N
103127,1,N
103459,1,N
103790,1,N
104125,1,N
104462,1,N
104799,1,N
105134,1,N
105470,1,N
105804,1,N
106138,1,N
106473,1,N
106808,1,N
107144,1,N
107479,1,N
107815,1,N
108154,1,N
108491,1,N
108827,1,N
109163,1,N
109501,1,N
109849,1,N
110191,1,N
110533,1,N
110873,1,N
111212,1,N
111551,1,N
111891,1,N
112232,1,N
112572,1,N
112911,1,N
113251,1,N
113589,1,N
113926,1,N
114265,1,N
114605,1,N
114942,1,N
115277,1,N
115613,1,N
115948,1,N
116285,1,N
116621,1,N
116959,1,N
117299,1,N
117640,1,N
117982,1,N
118324,1,N
118665,1,N
119008,1,N
119353,1,N
119698,1,N
120042,1,N
120387,1,N
120732,1,N
121074,1,N
121412,1,N
121747,1,N
122079,1,N
122406,1,N
122731,1,N
123053,1,N
123376,1,N
123696,1,N
124015,1,N
124335,1,N
124658,1,N
124982,1,N
125307,1,N
125633,1,N
125959,1,N
126285,1,N
126616,1,N
126951,1,N
127286,1,N
127621,1,N
127958,1,N
128293,1,N
128628,1,N
128961,1,N
129294,1,N
129627,1,N
129962,1,N
130301,1,N
130641,1,N
130979,1,N
131316,1,N
131654,1,N
131992,1,N
132332,1,N
132674,1,N
133015,1,N
133356,1,N
133698,1,N
134039,1,N
134383,1,N
134726,1,N
135067,1,N
135408,1,N
135747,1,N
136088,1,N
136429,1,N
136772,1,N
137109,1,N
137445,1,N
137779,1,N
138117,1,N
138465,1,N
138813,1,N
139157,1,N
139502,1,N
139847,1,N
140191,1,N
140537,1,N
140884,1,N
141231,1,N
141577,1,N
141924,1,N
142272,1,N
142623,1,N
142973,1,N
143320,1,N
143662,1,N
144002,1,N
144339,1,N
144674,1,N
145009,1,N
145347,1,N
145682,1,N
146017,1,N
146352,1,N
146685,1,N
147017,1,N
147352,1,N
147685,1,N
148018,1,N
148354,1,N
148687,1,N
149020,1,N
149356,1,N
149690,1,N
150027,1,N
150363,1,N
150700,1,N
151037,1,N
151377,1,N
151724,1,N
152067,1,N
152409,1,N
152748,1,N
153085,1,N
153419,1,N
153751,1,N
154078,1,N
154403,1,N
154726,1,N
155047,1,N
155368,1,N
155686,1,N
156003,1,N
156320,1,N
156636,1,N
156952,1,N
157266,1,N
157580,1,N
157893,1,N
158208,1,N
158523,1,N
158838,1,N
159154,1,N
159470,1,N
159786,1,N
160105,1,N
160423,1,N
160740,1,N
161058,1,N
161375,1,N
161695,1,N
162014,1,N
162332,1,N
162651,1,N
162970,1,N
163290,1,N
163613,1,N
163939,1,N
164267,1,N
164597,1,N
164928,1,N
165262,1,N
165602,1,N
165942,1,N
166288,1,N
166629,1,N
166968,1,N
167305,1,N
167643,1,N
167982,1,N
168321,1,N
168661,1,N
168999,1,N
169335,1,N
169671,1,N
170005,1,N
170339,1,N
170671,1,N
171001,1,N
171329,1,N
171655,1,N
171980,1,N
172303,1,N
172624,1,N
172944,1,N
173264,1,N
173583,1,N
173903,1,N
174222,1,N
174540,1,N
174858,1,N
175177,1,N
175496,1,N
175813,1,N
176130,1,N
176446,1,N
176762,1,N
177078,1,N
177392,1,N
177705,1,N
178017,1,N
178328,1,N
178637,1,N
178947,1,N
179256,1,N
179566,1,N
179873,1,N
180178,1,N
180482,1,N
180786,1,N
181088,1,N
181390,1,N
181692,1,N
181994,1,N
182295,1,N
182596,1,N
182898,1,N
183199,1,N
183500,1,N
183803,1,N
184106,1,N
184411,1,N
184716,1,N
185024,1,N
185332,1,N
185641,1,N
185953,1,N
186266,1,N
186577,1,N
186890,1,N
187201,1,N
187513,1,N
187826,1,N
188140,1,N
188454,1,N
188771,1,N
189091,1,N
189413,1,N
189736,1,N
190060,1,N
190390,1,N
190720,1,N
191052,1,N
191385,1,N
191715,1,N
192045,1,N
192377,1,N
192709,1,N
193045,1,N
193379,1,N
193713,1,N
194047,1,N
194383,1,N
194723,1,N
195062,1,N
195399,1,N
195738,1,N
196078,1,N
196419,1,N
196763,1,N
197106,1,N
197450,1,N
197792,1,N
