mins 770 , noise_error =1.0
mins 771 , noise_error =1.0
mins 772 , noise_error =1.0
mins 773 , noise_error =1.0
mins 774 , noise_error =1.0
mins 775 , noise_error =1.0
mins 776 , noise_error =1.0
mins 777 , noise_error =1.0
mins 778 , noise_error =1.0
mins 779 , noise_error =1.0
mins 780 , noise_error =1.0
mins 781 , noise_error =0.9895833333333334
mins 782 , noise_error =1.0
mins 783 , noise_error =1.0
mins 784 , noise_error =1.0
mins 785 , noise_error =0.9841269841269842
mins 786 , noise_error =0.9807692307692307
mins 787 , noise_error =1.0
mins 788 , noise_error =0.9888888888888889
mins 789 , noise_error =1.0
mins 790 , noise_error =1.0
mins 791 , noise_error =1.0
mins 792 , noise_error =1.0
mins 793 , noise_error =1.0
mins 794 , noise_error =1.0
mins 795 , noise_error =1.0
mins 796 , noise_error =1.0
mins 797 , noise_error =1.0
mins 798 , noise_error =1.0
mins 799 , noise_error =1.0
mins 800 , noise_error =1.0
mins 801 , noise_error =1.0
mins 802 , noise_error =0.9878048780487805
mins 803 , noise_error =1.0
mins 804 , noise_error =0.9875
mins 805 , noise_error =1.0
mins 806 , noise_error =1.0
mins 807 , noise_error =1.0
mins 808 , noise_error =1.0
mins 809 , noise_error =1.0
mins 810 , noise_error =1.0
mins 811 , noise_error =1.0
mins 812 , noise_error =0.9885057471264368
mins 813 , noise_error =0.9880952380952381
mins 814 , noise_error =1.0
mins 815 , noise_error =1.0
mins 816 , noise_error =1.0
mins 817 , noise_error =1.0
mins 818 , noise_error =1.0
mins 819 , noise_error =1.0
mins 820 , noise_error =1.0
mins 821 , noise_error =1.0
mins 822 , noise_error =1.0
mins 823 , noise_error =1.0
mins 824 , noise_error =1.0
mins 825 , noise_error =1.0
mins 826 , noise_error =1.0
mins 827 , noise_error =0.9878048780487805
mins 828 , noise_error =1.0
mins 829 , noise_error =1.0
mins 830 , noise_error =1.0
mins 831 , noise_error =1.0
mins 832 , noise_error =1.0
mins 833 , noise_error =1.0
mins 834 , noise_error =1.0
mins 835 , noise_error =0.9875
mins 836 , noise_error =0.9885057471264368
mins 837 , noise_error =1.0
mins 838 , noise_error =1.0
mins 839 , noise_error =1.0
mins 840 , noise_error =0.9764705882352941
mins 841 , noise_error =0.9883720930232558
mins 842 , noise_error =1.0
mins 843 , noise_error =1.0
