91,89,85
96,89,85
97,92,87
94,90,86
94,89,85
100,94,87
99,91,86
90,88,84
93,89,87
91,89,85
94,89,85
95,89,85
98,91,84
93,88,83
93,90,87
97,92,86
96,90,84
99,95,90
111,103,95
108,105,98
104,102,99
106,103,101
114,107,101
108,102,98
103,100,96
104,100,96
104,101,96
103,100,96
104,100,96
105,100,96
100,98,96
112,107,99
114,109,102
112,107,98
116,112,104
112,107,104
112,107,91
112,107,98
120,117,112
127,120,112
118,105,98
100,96,93
99,96,94
96,95,92
96,93,92
97,93,88
93,89,87
95,91,86
92,88,85
90,89,85
90,88,85
93,90,87
94,88,84
96,89,85
92,88,84
92,86,83
88,85,83
88,86,84
88,86,83
87,86,84
86,84,83
93,86,81
91,84,80
91,86,81
94,88,82
89,87,83
91,89,86
91,89,86
93,90,87
92,90,87
93,90,88
94,90,85
92,90,87
96,89,86
92,89,85
98,91,87
93,90,87
91,89,86
91,89,87
91,89,86
98,91,88
93,90,83
92,89,86
92,89,85
92,89,85
91,89,84
91,89,83
91,89,87
91,89,86
91,89,86
91,89,85
91,89,86
90,89,86
92,90,85
91,89,85
93,89,84
92,90,86
92,90,86
92,90,85
93,90,85
93,90,87
92,90,86
92,90,88
93,90,88
92,90,87
93,90,87
93,91,88
93,91,87
93,92,89
95,92,90
94,92,90
100,94,91
106,96,77
92,88,82
95,88,81
97,89,81
91,87,84
89,87,84
99,89,82
94,86,81
88,85,81
94,87,82
98,88,81
94,86,80
95,86,82
88,84,80
89,86,82
89,86,82
89,86,82
90,82,74
85,81,73
88,84,76
88,85,74
90,83,73
89,84,79
90,84,76
90,84,76
90,84,76
96,85,76
90,82,64
90,84,77
91,85,75
88,84,75
91,84,73
89,85,82
88,85,76
90,84,79
96,87,77
94,86,76
87,84,76
101,83,63
101,83,63
85,82,73
85,82,73
86,83,77
87,82,74
86,83,75
86,83,76
87,84,76
87,84,77
87,83,77
87,85,78
102,89,78
95,84,66
89,83,74
87,83,76
88,84,79
87,84,79
88,85,78
88,86,79
89,85,78
90,86,78
90,86,80
96,87,79
90,87,81
90,87,84
102,87,66
86,82,75
89,86,81
90,87,84
92,87,81
90,87,83
89,87,85
94,89,84
93,87,82
94,88,83
90,87,82
93,88,83
102,90,81
93,89,79
96,89,82
101,90,84
90,87,80
94,87,80
90,86,83
99,89,82
92,89,83
96,90,85
95,89,82
93,89,81
92,89,85
93,89,84
97,90,85
106,93,85
102,90,81
101,92,87
96,90,83
94,89,83
94,89,85
94,89,84
92,89,85
91,89,85
92,89,84
92,90,86
91,90,86
95,90,85
93,90,87
95,90,86
100,92,86
93,91,87
93,91,89
99,94,86
97,94,80
96,94,91
94,91,87
99,93,88
95,91,80
95,93,91
98,92,82
95,91,86
