mins 2100 , noise_error =1.0
mins 2101 , noise_error =1.0
mins 2102 , noise_error =1.0
mins 2103 , noise_error =1.0
mins 2104 , noise_error =1.0
mins 2105 , noise_error =1.0
mins 2106 , noise_error =1.0
mins 2107 , noise_error =1.0
mins 2108 , noise_error =1.0
mins 2109 , noise_error =1.0
mins 2110 , noise_error =1.0
mins 2111 , noise_error =1.0
mins 2112 , noise_error =0.9774436090225564
mins 2113 , noise_error =1.0
mins 2114 , noise_error =0.9833333333333333
mins 2115 , noise_error =1.0
mins 2116 , noise_error =1.0
mins 2117 , noise_error =1.0
mins 2118 , noise_error =1.0
mins 2119 , noise_error =1.0
mins 2120 , noise_error =1.0
mins 2121 , noise_error =1.0
mins 2122 , noise_error =1.0
mins 2123 , noise_error =1.0
mins 2124 , noise_error =0.9912280701754386
mins 2125 , noise_error =1.0
mins 2126 , noise_error =1.0
mins 2127 , noise_error =1.0
mins 2128 , noise_error =1.0
mins 2129 , noise_error =1.0
mins 2130 , noise_error =1.0
mins 2131 , noise_error =1.0
mins 2132 , noise_error =1.0
mins 2133 , noise_error =1.0
mins 2134 , noise_error =1.0
mins 2135 , noise_error =1.0
mins 2136 , noise_error =1.0
mins 2137 , noise_error =1.0
mins 2138 , noise_error =1.0
mins 2139 , noise_error =0.9908256880733946
mins 2140 , noise_error =1.0
mins 2141 , noise_error =1.0
mins 2142 , noise_error =1.0
mins 2143 , noise_error =1.0
mins 2144 , noise_error =1.0
mins 2145 , noise_error =1.0
mins 2146 , noise_error =1.0
mins 2147 , noise_error =1.0
mins 2148 , noise_error =1.0
mins 2149 , noise_error =1.0
mins 2150 , noise_error =0.9813084112149533
mins 2151 , noise_error =1.0
mins 2152 , noise_error =1.0
mins 2153 , noise_error =1.0
mins 2154 , noise_error =0.9813084112149533
mins 2155 , noise_error =1.0
mins 2156 , noise_error =1.0
mins 2157 , noise_error =1.0
mins 2158 , noise_error =1.0
mins 2159 , noise_error =1.0
mins 2160 , noise_error =1.0
mins 2161 , noise_error =1.0
mins 2162 , noise_error =1.0
mins 2163 , noise_error =1.0
mins 2164 , noise_error =0.9911504424778761
mins 2165 , noise_error =1.0
mins 2166 , noise_error =1.0
mins 2167 , noise_error =1.0
mins 2168 , noise_error =1.0
mins 2169 , noise_error =0.990990990990991
mins 2170 , noise_error =1.0
mins 2171 , noise_error =1.0
mins 2172 , noise_error =1.0
mins 2173 , noise_error =1.0
mins 2174 , noise_error =1.0
mins 2175 , noise_error =1.0
mins 2176 , noise_error =1.0
mins 2177 , noise_error =0.9911504424778761
mins 2178 , noise_error =1.0
mins 2179 , noise_error =1.0
mins 2180 , noise_error =1.0
mins 2181 , noise_error =1.0
mins 2182 , noise_error =1.0
mins 2183 , noise_error =1.0
mins 2184 , noise_error =1.0
mins 2185 , noise_error =1.0
mins 2186 , noise_error =1.0
mins 2187 , noise_error =0.9819819819819819
mins 2188 , noise_error =1.0
mins 2189 , noise_error =1.0
mins 2190 , noise_error =1.0
mins 2191 , noise_error =1.0
mins 2192 , noise_error =1.0
mins 2193 , noise_error =1.0
mins 2194 , noise_error =1.0
mins 2195 , noise_error =1.0
mins 2196 , noise_error =1.0
mins 2197 , noise_error =1.0
mins 2198 , noise_error =1.0
mins 2199 , noise_error =1.0
mins 2200 , noise_error =1.0
mins 2201 , noise_error =1.0
mins 2202 , noise_error =1.0
mins 2203 , noise_error =1.0
mins 2204 , noise_error =1.0
mins 2205 , noise_error =0.9910714285714286
mins 2206 , noise_error =1.0
mins 2207 , noise_error =0.9911504424778761
mins 2208 , noise_error =1.0
mins 2209 , noise_error =1.0
mins 2210 , noise_error =1.0
mins 2211 , noise_error =1.0
mins 2212 , noise_error =1.0
mins 2213 , noise_error =1.0
mins 2214 , noise_error =1.0
mins 2215 , noise_error =1.0
mins 2216 , noise_error =1.0
mins 2217 , noise_error =0.9823008849557522
mins 2218 , noise_error =0.9819819819819819
mins 2219 , noise_error =1.0
mins 2220 , noise_error =0.9910714285714286
mins 2221 , noise_error =1.0
mins 2222 , noise_error =1.0
mins 2223 , noise_error =1.0
mins 2224 , noise_error =1.0
mins 2225 , noise_error =1.0
mins 2226 , noise_error =1.0
mins 2227 , noise_error =1.0
mins 2228 , noise_error =1.0
mins 2229 , noise_error =1.0
mins 2230 , noise_error =1.0
mins 2231 , noise_error =1.0
mins 2232 , noise_error =1.0
mins 2233 , noise_error =1.0
mins 2234 , noise_error =1.0
mins 2235 , noise_error =1.0
mins 2236 , noise_error =1.0
mins 2237 , noise_error =1.0
mins 2238 , noise_error =0.9818181818181818
mins 2239 , noise_error =1.0
mins 2240 , noise_error =1.0
mins 2241 , noise_error =1.0
mins 2242 , noise_error =1.0
mins 2243 , noise_error =1.0
mins 2244 , noise_error =1.0
mins 2245 , noise_error =1.0
mins 2246 , noise_error =1.0
mins 2247 , noise_error =1.0
mins 2248 , noise_error =1.0
mins 2249 , noise_error =1.0
mins 2250 , noise_error =1.0
mins 2251 , noise_error =1.0
mins 2252 , noise_error =1.0
mins 2253 , noise_error =1.0
mins 2254 , noise_error =1.0
mins 2255 , noise_error =1.0
mins 2256 , noise_error =1.0
mins 2257 , noise_error =1.0
mins 2258 , noise_error =1.0
mins 2259 , noise_error =1.0
mins 2260 , noise_error =0.9821428571428571
mins 2261 , noise_error =1.0
mins 2262 , noise_error =1.0
mins 2263 , noise_error =1.0
