mins 1200 , noise_error =1.0
mins 1201 , noise_error =1.0
mins 1202 , noise_error =1.0
mins 1203 , noise_error =1.0
mins 1204 , noise_error =1.0
mins 1205 , noise_error =1.0
mins 1206 , noise_error =1.0
mins 1207 , noise_error =1.0
mins 1208 , noise_error =1.0
mins 1209 , noise_error =1.0
mins 1210 , noise_error =1.0
mins 1211 , noise_error =1.0
mins 1212 , noise_error =1.0
mins 1213 , noise_error =1.0
mins 1214 , noise_error =1.0
mins 1215 , noise_error =1.0
mins 1216 , noise_error =1.0
mins 1217 , noise_error =1.0
mins 1218 , noise_error =0.9866666666666667
mins 1219 , noise_error =1.0
mins 1220 , noise_error =1.0
mins 1221 , noise_error =1.0
mins 1222 , noise_error =0.9864864864864865
mins 1223 , noise_error =1.0
mins 1224 , noise_error =1.0
mins 1225 , noise_error =1.0
mins 1226 , noise_error =1.0
mins 1227 , noise_error =1.0
mins 1228 , noise_error =1.0
mins 1229 , noise_error =1.0
mins 1230 , noise_error =0.9753086419753086
mins 1231 , noise_error =1.0
mins 1232 , noise_error =1.0
mins 1233 , noise_error =1.0
mins 1234 , noise_error =1.0
mins 1235 , noise_error =1.0
mins 1236 , noise_error =1.0
mins 1237 , noise_error =0.96
mins 1238 , noise_error =0.9807692307692307
mins 1239 , noise_error =0.9532710280373832
mins 1240 , noise_error =0.9809523809523809
mins 1241 , noise_error =1.0
mins 1242 , noise_error =1.0
mins 1243 , noise_error =0.9791666666666666
mins 1244 , noise_error =0.9714285714285714
mins 1245 , noise_error =0.9813084112149533
mins 1246 , noise_error =1.0
mins 1247 , noise_error =0.9607843137254902
mins 1248 , noise_error =0.9722222222222222
mins 1249 , noise_error =1.0
mins 1250 , noise_error =1.0
mins 1251 , noise_error =1.0
mins 1252 , noise_error =1.0
mins 1253 , noise_error =0.9823008849557522
mins 1254 , noise_error =1.0
mins 1255 , noise_error =1.0
mins 1256 , noise_error =1.0
mins 1257 , noise_error =1.0
mins 1258 , noise_error =1.0
mins 1259 , noise_error =1.0
mins 1260 , noise_error =1.0
mins 1261 , noise_error =1.0
mins 1262 , noise_error =1.0
mins 1263 , noise_error =1.0
mins 1264 , noise_error =1.0
mins 1265 , noise_error =1.0
mins 1266 , noise_error =1.0
mins 1267 , noise_error =0.9915254237288136
mins 1268 , noise_error =1.0
mins 1269 , noise_error =1.0
mins 1270 , noise_error =0.9827586206896551
mins 1271 , noise_error =1.0
mins 1272 , noise_error =1.0
mins 1273 , noise_error =0.9829059829059829
mins 1274 , noise_error =1.0
mins 1275 , noise_error =1.0
mins 1276 , noise_error =1.0
mins 1277 , noise_error =1.0
mins 1278 , noise_error =1.0
mins 1279 , noise_error =1.0
mins 1280 , noise_error =1.0
mins 1281 , noise_error =1.0
mins 1282 , noise_error =1.0
mins 1283 , noise_error =1.0
mins 1284 , noise_error =1.0
mins 1285 , noise_error =1.0
mins 1286 , noise_error =0.9818181818181818
mins 1287 , noise_error =0.990909090909091
mins 1288 , noise_error =0.990909090909091
mins 1289 , noise_error =1.0
mins 1290 , noise_error =1.0
mins 1291 , noise_error =1.0
mins 1292 , noise_error =1.0
mins 1293 , noise_error =0.978494623655914
mins 1294 , noise_error =1.0
mins 1295 , noise_error =1.0
mins 1296 , noise_error =1.0
mins 1297 , noise_error =1.0
