datatime,id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ai1_2,ai1_3,ai1_4,ERR,aslung_id,cPM1,cPM2.5
2018-10-14 00:00:15,0C9A4249DB93,2018-10-14,00:00:15,27.9,64.3,7,9,9,517,0,-1,-1,64,112,111,155,-1,0,63,0.0,0.0,25.009076999999998,121.483428,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:00:30,0C9A4249DB93,2018-10-14,00:00:30,27.9,64.2,7,9,9,517,0,0,-2,63,45,49,72,-1,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:00:45,0C9A4249DB93,2018-10-14,00:00:45,27.9,64.2,8,9,10,517,0,-1,-1,63,67,43,91,0,0,62,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:01:00,0C9A4249DB93,2018-10-14,00:01:00,27.9,64.2,7,9,10,513,0,0,0,62,61,63,99,-1,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:01:15,0C9A4249DB93,2018-10-14,00:01:15,27.8,64.3,7,9,10,514,0,-1,-1,63,52,65,88,-1,0,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:01:30,0C9A4249DB93,2018-10-14,00:01:30,27.8,64.3,7,9,10,512,0,-1,0,63,70,66,81,-1,0,64,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:01:45,0C9A4249DB93,2018-10-14,00:01:45,27.8,64.3,7,9,9,511,0,-1,0,64,71,83,90,0,-1,62,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:02:00,0C9A4249DB93,2018-10-14,00:02:00,27.8,64.3,7,9,9,511,0,0,-1,62,58,61,74,0,0,64,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:02:15,0C9A4249DB93,2018-10-14,00:02:15,27.8,64.3,7,9,9,512,0,0,0,64,75,72,88,-1,-2,62,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:02:30,0C9A4249DB93,2018-10-14,00:02:30,27.8,64.4,7,9,9,512,0,-1,-2,62,74,66,105,-1,-2,61,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:02:45,0C9A4249DB93,2018-10-14,00:02:45,27.8,64.3,6,8,8,512,0,-1,-2,61,69,65,102,0,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.55,4.663
2018-10-14 00:03:00,0C9A4249DB93,2018-10-14,00:03:00,27.8,64.3,7,8,8,512,0,0,-1,63,76,58,78,0,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.663,4.663
2018-10-14 00:03:15,0C9A4249DB93,2018-10-14,00:03:15,27.8,64.3,6,8,8,511,0,0,-1,63,80,80,106,0,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.55,4.663
2018-10-14 00:03:30,0C9A4249DB93,2018-10-14,00:03:30,27.8,64.3,7,10,10,511,0,0,-1,63,78,63,85,-2,0,62,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,5.022,5.317
2018-10-14 00:03:45,0C9A4249DB93,2018-10-14,00:03:45,27.8,64.3,8,10,10,510,0,-2,0,62,66,84,88,0,0,62,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,5.317,5.317
2018-10-14 00:04:00,0C9A4249DB93,2018-10-14,00:04:00,27.8,64.3,7,9,10,509,0,0,0,62,75,69,84,-1,1,62,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:04:15,0C9A4249DB93,2018-10-14,00:04:15,27.8,64.3,7,10,10,509,0,-1,1,62,75,56,77,0,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,5.022,5.317
2018-10-14 00:04:30,0C9A4249DB93,2018-10-14,00:04:30,27.9,64.3,7,9,9,509,0,0,-1,63,80,72,112,0,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
2018-10-14 00:04:45,0C9A4249DB93,2018-10-14,00:04:45,27.8,64.3,6,8,8,508,0,0,-1,63,75,50,85,-1,-1,64,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.55,4.663
2018-10-14 00:05:00,0C9A4249DB93,2018-10-14,00:05:00,27.8,64.3,6,8,8,508,0,-1,-1,64,80,72,99,-1,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.55,4.663
2018-10-14 00:05:15,0C9A4249DB93,2018-10-14,00:05:15,27.8,64.2,5,7,8,508,0,-1,-1,63,66,46,77,-1,-1,62,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.077999999999999,4.336
2018-10-14 00:05:30,0C9A4249DB93,2018-10-14,00:05:30,27.9,64.3,6,8,9,508,0,-1,-1,62,81,70,83,0,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.55,4.663
2018-10-14 00:05:45,0C9A4249DB93,2018-10-14,00:05:45,27.9,64.3,6,8,9,507,0,0,-1,63,78,77,110,0,0,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.55,4.663
2018-10-14 00:06:15,0C9A4249DB93,2018-10-14,00:06:15,27.8,64.3,5,8,8,507,0,0,0,63,132,131,179,0,-1,62,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.077999999999999,4.663
2018-10-14 00:06:30,0C9A4249DB93,2018-10-14,00:06:30,27.8,64.3,6,8,9,507,0,0,-1,62,86,84,88,-2,-1,64,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.55,4.663
2018-10-14 00:06:45,0C9A4249DB93,2018-10-14,00:06:45,27.8,64.3,5,7,7,507,0,-2,-1,64,59,72,87,-1,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.077999999999999,4.336
2018-10-14 00:07:00,0C9A4249DB93,2018-10-14,00:07:00,27.8,64.3,5,6,7,507,0,-1,-1,63,52,53,81,-1,-2,62,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.009,4.009
2018-10-14 00:07:15,0C9A4249DB93,2018-10-14,00:07:15,27.8,64.4,5,7,8,508,0,-1,-2,62,93,67,74,0,-1,64,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.077999999999999,4.336
2018-10-14 00:07:30,0C9A4249DB93,2018-10-14,00:07:30,27.8,64.4,5,8,8,508,0,0,-1,64,72,68,111,-2,-1,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.077999999999999,4.663
2018-10-14 00:07:45,0C9A4249DB93,2018-10-14,00:07:45,27.8,64.3,7,9,9,508,0,-2,-1,63,77,63,100,-1,0,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0304,4.99,4.99
