datatime,id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ai1_2,ai1_3,ai1_4,ERR,aslung_id,lab_id,cPM1,cPM2.5
2019-03-16 00:00:00,0C9A4249DBE1,2019-03-16,00:00:00,21.1,47.2,9,13,16,424,0,1,-64,-5,64,80,90,1,-64,-5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,AS_Lung_I,6.207,7.1370000000000005
2019-03-16 00:00:15,0C9A4249DBE1,2019-03-16,00:00:15,21.2,47.1,9,14,17,424,0,2,-64,-5,63,87,77,3,-65,-4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,AS_Lung_I,6.207,7.457000000000001
2019-03-16 00:00:30,0C9A4249DBE1,2019-03-16,00:00:30,21.2,47.1,9,13,15,424,0,3,-65,-4,79,104,91,2,-65,-5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,AS_Lung_I,6.207,7.1370000000000005
2019-03-16 00:00:45,0C9A4249DBE1,2019-03-16,00:00:45,21.2,47.2,9,13,14,424,0,2,-65,-5,84,97,108,2,-64,-5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,AS_Lung_I,6.207,7.1370000000000005
2019-03-16 00:01:00,0C9A4249DBE1,2019-03-16,00:01:00,21.2,47.0,9,13,14,424,0,2,-64,-5,103,120,109,3,-66,-4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,AS_Lung_I,6.207,7.1370000000000005
2019-03-16 00:01:15,0C9A4249DBE1,2019-03-16,00:01:15,21.2,47.1,8,12,13,425,0,3,-66,-4,88,99,107,3,-65,-5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,AS_Lung_I,5.733,6.817
2019-03-16 00:01:30,0C9A4249DBE1,2019-03-16,00:01:30,21.2,47.1,8,12,13,425,0,3,-65,-5,72,99,100,3,-64,-5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,AS_Lung_I,5.733,6.817
2019-03-16 00:01:45,0C9A4249DBE1,2019-03-16,00:01:45,21.2,47.1,9,12,13,426,0,3,-64,-5,85,99,96,2,-65,-5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,AS_Lung_I,6.207,6.817
2019-03-16 00:02:00,0C9A4249DBE1,2019-03-16,00:02:00,21.2,47.1,9,11,15,426,0,2,-65,-5,93,109,129,3,-64,-4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,AS_Lung_I,6.207,6.497
2019-03-16 00:02:15,0C9A4249DBE1,2019-03-16,00:02:15,21.2,47.2,8,12,15,427,0,3,-64,-4,89,112,98,2,-64,-6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0217,AS_Lung_I,5.733,6.817
