mins 1840 , noise_error =0.9300699300699301
mins 1841 , noise_error =0.9577464788732395
mins 1842 , noise_error =0.9938650306748467
mins 1843 , noise_error =0.9426751592356688
mins 1844 , noise_error =0.9928057553956835
mins 1845 , noise_error =0.9632352941176471
mins 1846 , noise_error =0.9911504424778761
mins 1847 , noise_error =0.9736842105263158
mins 1848 , noise_error =0.9818181818181818
mins 1849 , noise_error =1.0
mins 1850 , noise_error =0.9829059829059829
mins 1851 , noise_error =0.9327731092436975
mins 1852 , noise_error =0.9538461538461538
mins 1853 , noise_error =0.9848484848484849
mins 1854 , noise_error =1.0
mins 1855 , noise_error =1.0
mins 1856 , noise_error =0.9694656488549618
mins 1857 , noise_error =0.952755905511811
mins 1858 , noise_error =0.946969696969697
mins 1859 , noise_error =0.9225352112676056
mins 1860 , noise_error =0.9788732394366197
mins 1861 , noise_error =1.0
mins 1862 , noise_error =1.0
mins 1863 , noise_error =1.0
mins 1864 , noise_error =1.0
mins 1865 , noise_error =1.0
mins 1866 , noise_error =1.0
mins 1867 , noise_error =1.0
mins 1868 , noise_error =1.0
mins 1869 , noise_error =0.9672131147540983
mins 1870 , noise_error =0.9838709677419355
mins 1871 , noise_error =0.9758064516129032
mins 1872 , noise_error =1.0
mins 1873 , noise_error =1.0
mins 1874 , noise_error =1.0
mins 1875 , noise_error =1.0
mins 1876 , noise_error =0.9920634920634921
mins 1877 , noise_error =1.0
mins 1878 , noise_error =1.0
mins 1879 , noise_error =1.0
mins 1880 , noise_error =1.0
mins 1881 , noise_error =1.0
mins 1882 , noise_error =1.0
mins 1883 , noise_error =1.0
mins 1884 , noise_error =1.0
mins 1885 , noise_error =1.0
mins 1886 , noise_error =1.0
mins 1887 , noise_error =1.0
mins 1888 , noise_error =1.0
mins 1889 , noise_error =1.0
mins 1890 , noise_error =1.0
mins 1891 , noise_error =1.0
mins 1892 , noise_error =1.0
mins 1893 , noise_error =1.0
mins 1894 , noise_error =1.0
mins 1895 , noise_error =0.9741379310344828
mins 1896 , noise_error =0.9915966386554622
mins 1897 , noise_error =1.0
mins 1898 , noise_error =1.0
mins 1899 , noise_error =1.0
mins 1900 , noise_error =1.0
mins 1901 , noise_error =1.0
mins 1902 , noise_error =0.9739130434782609
mins 1903 , noise_error =0.8809523809523809
mins 1904 , noise_error =0.8157894736842105
mins 1905 , noise_error =0.9917355371900827
mins 1906 , noise_error =1.0
mins 1907 , noise_error =0.9836065573770492
mins 1908 , noise_error =1.0
mins 1909 , noise_error =0.9642857142857143
mins 1910 , noise_error =1.0
mins 1911 , noise_error =0.9758064516129032
mins 1912 , noise_error =0.967741935483871
mins 1913 , noise_error =0.9692307692307692
mins 1914 , noise_error =0.9357142857142857
mins 1915 , noise_error =0.962962962962963
mins 1916 , noise_error =0.9852941176470589
mins 1917 , noise_error =0.8840579710144928
mins 1918 , noise_error =0.8461538461538461
mins 1919 , noise_error =0.9481481481481482
mins 1920 , noise_error =0.88
mins 1921 , noise_error =0.72
mins 1922 , noise_error =0.926829268292683
mins 1923 , noise_error =0.9583333333333334
mins 1924 , noise_error =0.992
mins 1925 , noise_error =0.9349593495934959
mins 1926 , noise_error =0.907563025210084
mins 1927 , noise_error =0.984
mins 1928 , noise_error =0.9836065573770492
mins 1929 , noise_error =0.9830508474576272
mins 1930 , noise_error =0.9911504424778761
mins 1931 , noise_error =0.905982905982906
mins 1932 , noise_error =0.8529411764705882
mins 1933 , noise_error =0.8811188811188811
mins 1934 , noise_error =0.9685039370078741
mins 1935 , noise_error =0.9685039370078741
mins 1936 , noise_error =0.9763779527559056
mins 1937 , noise_error =0.9915254237288136
mins 1938 , noise_error =0.9915254237288136
mins 1939 , noise_error =1.0
mins 1940 , noise_error =1.0
mins 1941 , noise_error =1.0
mins 1942 , noise_error =1.0
mins 1943 , noise_error =0.9916666666666667
mins 1944 , noise_error =0.9836065573770492
mins 1945 , noise_error =1.0
mins 1946 , noise_error =1.0
mins 1947 , noise_error =0.9322033898305084
mins 1948 , noise_error =0.912
mins 1949 , noise_error =1.0
mins 1950 , noise_error =1.0
mins 1951 , noise_error =1.0
mins 1952 , noise_error =1.0
mins 1953 , noise_error =0.9752066115702479
mins 1954 , noise_error =0.9512195121951219
mins 1955 , noise_error =0.95
mins 1956 , noise_error =0.9669421487603306
mins 1957 , noise_error =0.975
mins 1958 , noise_error =1.0
mins 1959 , noise_error =0.9745762711864406
mins 1960 , noise_error =0.8970588235294118
mins 1961 , noise_error =0.8444444444444444
mins 1962 , noise_error =0.832
mins 1963 , noise_error =0.4932432432432432
mins 1964 , noise_error =0.636986301369863
mins 1965 , noise_error =0.4896551724137931
mins 1966 , noise_error =0.21830985915492962
mins 1967 , noise_error =0.1742424242424242
