mins 860 , noise_error =0.9897959183673469
mins 861 , noise_error =0.96
mins 862 , noise_error =1.0
mins 863 , noise_error =1.0
mins 864 , noise_error =0.95
mins 865 , noise_error =0.9175257731958762
mins 866 , noise_error =1.0
mins 867 , noise_error =0.8762886597938144
mins 868 , noise_error =0.8846153846153846
mins 869 , noise_error =1.0
mins 870 , noise_error =1.0
mins 871 , noise_error =1.0
mins 872 , noise_error =1.0
mins 873 , noise_error =1.0
mins 874 , noise_error =1.0
mins 875 , noise_error =1.0
mins 876 , noise_error =1.0
mins 877 , noise_error =0.978494623655914
mins 878 , noise_error =1.0
mins 879 , noise_error =1.0
mins 880 , noise_error =1.0
mins 881 , noise_error =0.9292929292929293
mins 882 , noise_error =0.9393939393939394
mins 883 , noise_error =0.9375
mins 884 , noise_error =1.0
mins 885 , noise_error =1.0
mins 886 , noise_error =1.0
mins 887 , noise_error =1.0
mins 888 , noise_error =1.0
mins 889 , noise_error =1.0
mins 890 , noise_error =1.0
mins 891 , noise_error =1.0
mins 892 , noise_error =1.0
mins 893 , noise_error =1.0
mins 894 , noise_error =0.9897959183673469
mins 895 , noise_error =1.0
mins 896 , noise_error =1.0
mins 897 , noise_error =0.98989898989899
mins 898 , noise_error =0.9900990099009901
mins 899 , noise_error =1.0
mins 900 , noise_error =0.8823529411764706
mins 901 , noise_error =0.860655737704918
mins 902 , noise_error =0.8879310344827587
mins 903 , noise_error =1.0
mins 904 , noise_error =1.0
mins 905 , noise_error =1.0
mins 906 , noise_error =0.9696969696969697
mins 907 , noise_error =0.9047619047619048
mins 908 , noise_error =1.0
mins 909 , noise_error =1.0
mins 910 , noise_error =1.0
mins 911 , noise_error =1.0
mins 912 , noise_error =1.0
mins 913 , noise_error =1.0
mins 914 , noise_error =1.0
mins 915 , noise_error =1.0
mins 916 , noise_error =1.0
mins 917 , noise_error =1.0
mins 918 , noise_error =0.9557522123893806
mins 919 , noise_error =0.9369369369369369
mins 920 , noise_error =0.8545454545454545
mins 921 , noise_error =1.0
mins 922 , noise_error =1.0
mins 923 , noise_error =0.9813084112149533
mins 924 , noise_error =0.9714285714285714
mins 925 , noise_error =1.0
mins 926 , noise_error =1.0
mins 927 , noise_error =1.0
mins 928 , noise_error =1.0
mins 929 , noise_error =1.0
mins 930 , noise_error =0.9906542056074766
mins 931 , noise_error =0.9519230769230769
mins 932 , noise_error =1.0
mins 933 , noise_error =1.0
mins 934 , noise_error =0.9038461538461539
mins 935 , noise_error =0.9904761904761905
mins 936 , noise_error =0.8878504672897196
mins 937 , noise_error =1.0
mins 938 , noise_error =1.0
mins 939 , noise_error =1.0
mins 940 , noise_error =0.941747572815534
mins 941 , noise_error =1.0
mins 942 , noise_error =1.0
mins 943 , noise_error =0.9537037037037037
mins 944 , noise_error =0.9716981132075472
mins 945 , noise_error =1.0
mins 946 , noise_error =0.9626168224299065
mins 947 , noise_error =0.96
mins 948 , noise_error =1.0
mins 949 , noise_error =1.0
mins 950 , noise_error =1.0
mins 951 , noise_error =0.7830188679245282
mins 952 , noise_error =0.9142857142857143
mins 953 , noise_error =1.0
mins 954 , noise_error =1.0
mins 955 , noise_error =0.9905660377358491
mins 956 , noise_error =1.0
mins 957 , noise_error =1.0
mins 958 , noise_error =0.9504950495049505
mins 959 , noise_error =0.96
mins 960 , noise_error =1.0
mins 961 , noise_error =1.0
mins 962 , noise_error =1.0
mins 963 , noise_error =1.0
mins 964 , noise_error =1.0
mins 965 , noise_error =0.9519230769230769
mins 966 , noise_error =0.8272727272727273
mins 967 , noise_error =0.9473684210526316
mins 968 , noise_error =1.0
mins 969 , noise_error =1.0
mins 970 , noise_error =1.0
mins 971 , noise_error =0.9067796610169492
mins 972 , noise_error =0.9181818181818182
mins 973 , noise_error =0.9680851063829787
mins 974 , noise_error =0.9680851063829787
mins 975 , noise_error =0.9052631578947369
mins 976 , noise_error =1.0
mins 977 , noise_error =1.0
mins 978 , noise_error =1.0
mins 979 , noise_error =1.0
mins 980 , noise_error =1.0
mins 981 , noise_error =1.0
mins 982 , noise_error =1.0
mins 983 , noise_error =1.0
mins 984 , noise_error =1.0
mins 985 , noise_error =1.0
mins 986 , noise_error =1.0
mins 987 , noise_error =1.0
mins 988 , noise_error =1.0
mins 989 , noise_error =1.0
mins 990 , noise_error =1.0
mins 991 , noise_error =1.0
mins 992 , noise_error =1.0
mins 993 , noise_error =0.9591836734693877
mins 994 , noise_error =1.0
mins 995 , noise_error =1.0
mins 996 , noise_error =0.945054945054945
mins 997 , noise_error =0.9550561797752809
mins 998 , noise_error =1.0
mins 999 , noise_error =1.0
mins 1000 , noise_error =1.0
mins 1001 , noise_error =1.0
mins 1002 , noise_error =0.9777777777777777
mins 1003 , noise_error =0.9888888888888889
mins 1004 , noise_error =0.9347826086956522
mins 1005 , noise_error =0.9239130434782609
mins 1006 , noise_error =1.0
mins 1007 , noise_error =0.9775280898876404
mins 1008 , noise_error =0.9887640449438202
mins 1009 , noise_error =0.96875
mins 1010 , noise_error =0.9893617021276596
mins 1011 , noise_error =0.9887640449438202
mins 1012 , noise_error =1.0
mins 1013 , noise_error =1.0
mins 1014 , noise_error =1.0
mins 1015 , noise_error =0.9418604651162791
mins 1016 , noise_error =0.8791208791208791
mins 1017 , noise_error =1.0
mins 1018 , noise_error =1.0
mins 1019 , noise_error =1.0
mins 1020 , noise_error =1.0
mins 1021 , noise_error =1.0
mins 1022 , noise_error =1.0
mins 1023 , noise_error =1.0
mins 1024 , noise_error =1.0
mins 1025 , noise_error =1.0
mins 1026 , noise_error =0.9662921348314607
mins 1027 , noise_error =1.0
mins 1028 , noise_error =1.0
mins 1029 , noise_error =0.9555555555555556
mins 1030 , noise_error =0.9555555555555556
mins 1031 , noise_error =1.0
mins 1032 , noise_error =1.0
mins 1033 , noise_error =1.0
mins 1034 , noise_error =1.0
mins 1035 , noise_error =1.0
mins 1036 , noise_error =1.0
mins 1037 , noise_error =1.0
mins 1038 , noise_error =0.9247311827956989
mins 1039 , noise_error =1.0
mins 1040 , noise_error =0.9888888888888889
mins 1041 , noise_error =0.9887640449438202
mins 1042 , noise_error =1.0
mins 1043 , noise_error =0.9791666666666666
mins 1044 , noise_error =0.9805825242718447
mins 1045 , noise_error =1.0
mins 1046 , noise_error =0.9693877551020408
mins 1047 , noise_error =0.9901960784313726
mins 1048 , noise_error =0.989247311827957
mins 1049 , noise_error =1.0
mins 1050 , noise_error =1.0
mins 1051 , noise_error =1.0
mins 1052 , noise_error =1.0
mins 1053 , noise_error =1.0
