mins 2960 , noise_error =0.7394957983193278
mins 2961 , noise_error =0.9107142857142857
mins 2962 , noise_error =1.0
mins 2963 , noise_error =1.0
mins 2964 , noise_error =0.9906542056074766
mins 2965 , noise_error =1.0
mins 2966 , noise_error =1.0
mins 2967 , noise_error =0.9722222222222222
mins 2968 , noise_error =0.9906542056074766
mins 2969 , noise_error =0.9724770642201834
mins 2970 , noise_error =0.9117647058823529
mins 2971 , noise_error =0.853448275862069
mins 2972 , noise_error =0.7384615384615385
mins 2973 , noise_error =0.7692307692307692
mins 2974 , noise_error =0.8363636363636364
mins 2975 , noise_error =0.4455445544554455
mins 2976 , noise_error =0.7933884297520661
mins 2977 , noise_error =0.4193548387096774
mins 2978 , noise_error =0.1954022988505747
mins 2979 , noise_error =0.6352941176470588
mins 2980 , noise_error =0.9191919191919192
mins 2981 , noise_error =0.9895833333333334
mins 2982 , noise_error =0.8854166666666666
mins 2983 , noise_error =0.90625
mins 2984 , noise_error =1.0
mins 2985 , noise_error =1.0
mins 2986 , noise_error =1.0
mins 2987 , noise_error =1.0
mins 2988 , noise_error =1.0
mins 2989 , noise_error =1.0
mins 2990 , noise_error =1.0
mins 2991 , noise_error =1.0
mins 2992 , noise_error =1.0
mins 2993 , noise_error =0.9777777777777777
mins 2994 , noise_error =0.967032967032967
mins 2995 , noise_error =1.0
mins 2996 , noise_error =1.0
mins 2997 , noise_error =1.0
mins 2998 , noise_error =1.0
mins 2999 , noise_error =1.0
mins 3000 , noise_error =1.0
mins 3001 , noise_error =1.0
mins 3002 , noise_error =0.9397590361445783
mins 3003 , noise_error =0.9101123595505618
mins 3004 , noise_error =1.0
mins 3005 , noise_error =1.0
mins 3006 , noise_error =1.0
mins 3007 , noise_error =0.8494623655913979
mins 3008 , noise_error =1.0
mins 3009 , noise_error =1.0
mins 3010 , noise_error =1.0
mins 3011 , noise_error =1.0
mins 3012 , noise_error =1.0
mins 3013 , noise_error =1.0
mins 3014 , noise_error =1.0
mins 3015 , noise_error =0.8309859154929577
mins 3016 , noise_error =0.0
mins 3017 , noise_error =0.0
