1552049136,0,34.2
1552049196,0,34.0
1552049256,0,33.4
1552049316,0,32.5
1552049376,0,32.8
1552049436,0,32.5
1552049496,0,32.5
1552049556,0,32.4
1552049617,0,32.5
1552049677,0,32.4
1552049737,0,32.6
1552049797,0,32.4
1552049857,0,32.4
1552049917,0,32.3
1552049977,0,32.4
1552050037,0,32.4
1552050098,0,32.4
1552050158,0,32.3
1552050218,0,32.4
1552050278,0,32.3
1552050338,0,32.6
1552050398,0,32.4
1552050458,0,32.5
1552050518,0,32.3
1552050579,0,32.4
1552050639,0,32.3
1552050699,0,32.1
1552050759,0,32.3
1552050819,0,32.3
1552050879,0,31.9
1552050939,0,32.1
1552050999,0,32.1
1552051060,0,32.1
1552051120,0,32.0
1552051180,0,32.3
1552051240,0,32.1
1552051300,0,32.3
1552051360,0,32.0
1552051420,0,32.4
1552051480,0,32.1
1552051541,0,32.1
1552051601,0,32.6
1552051661,0,32.1
1552051721,0,32.1
1552051781,0,32.4
1552051841,0,32.5
1552051901,0,32.4
1552051961,0,32.3
1552052022,0,32.5
1552052082,0,32.4
1552052142,0,32.3
1552052202,0,32.4
1552052262,0,32.3
1552052322,0,32.4
1552052382,0,32.6
1552052442,0,32.4
1552052503,0,32.6
1552052563,0,32.4
1552052623,0,32.1
1552052683,0,32.5
1552052743,0,32.6
1552052803,0,32.5
1552052863,0,32.4
1552052923,0,32.3
1552052984,0,32.5
1552053044,0,32.3
1552053104,0,32.6
1552053164,0,32.6
1552053224,0,32.3
1552053284,0,32.6
1552053344,0,32.4
1552053404,0,32.8
1552053465,0,32.5
1552053525,0,32.6
1552053585,0,32.6
1552053645,0,32.6
1552053705,0,32.6
1552053765,0,32.5
1552053825,0,32.9
1552053885,0,32.6
1552053946,0,32.8
1552054006,0,32.6
1552054066,0,32.5
1552054126,0,32.5
1552054186,0,32.9
1552054246,0,32.9
1552054306,0,32.6
1552054366,0,32.8
1552054427,0,32.8
1552054487,0,32.6
1552054547,0,32.9
1552054607,0,32.9
1552054667,0,33.0
1552054727,0,33.0
1552054787,0,32.5
1552054847,0,32.9
1552054908,0,32.8
1552054968,0,32.6
1552055028,0,32.9
1552055088,0,32.8
1552055148,0,32.9
1552055208,0,32.9
1552055268,0,32.9
1552055328,0,32.8
1552055389,0,32.9
1552055449,0,33.0
1552055509,0,33.0
1552055569,0,33.1
1552055629,0,32.9
1552055689,0,32.9
1552055749,0,32.8
1552055809,0,33.0
1552055870,0,32.8
1552055930,0,33.0
1552055990,0,33.0
1552056050,0,32.8
1552056110,0,32.9
1552056170,0,32.9
1552056230,0,33.0
1552056290,0,32.8
1552056351,0,32.9
1552056411,0,32.6
1552056471,0,32.8
1552056531,0,33.0
1552056591,0,32.4
1552056651,0,32.9
1552056711,0,32.9
1552056771,0,32.9
1552056832,0,32.8
1552056892,0,32.6
1552056952,0,32.6
1552057012,0,32.6
1552057072,0,32.6
1552057132,0,32.6
1552057192,0,32.8
1552057252,0,32.6
1552057313,0,32.5
1552057373,0,32.5
1552057433,0,32.5
1552057493,0,32.4
1552057553,0,32.8
1552057613,0,33.1
1552057673,0,33.1
1552057733,0,33.4
1552057794,0,33.4
1552057854,0,33.5
1552057914,0,33.0
1552057974,0,32.9
1552058034,0,32.4
1552058094,0,31.9
1552058154,0,31.7
1552058214,0,31.4
1552058275,0,31.1
1552058335,0,31.4
1552058395,0,31.3
1552058455,0,31.0
1552058515,0,31.3
1552058575,0,31.2
1552058635,0,31.0
1552058695,0,30.9
1552058756,0,30.6
1552058816,0,31.0
1552058876,0,30.7
1552058936,0,30.9
1552058996,0,30.7
1552059056,0,30.9
1552059116,0,31.0
1552059176,0,30.9
1552059237,0,30.7
1552059297,0,30.9
1552059357,0,30.6
1552059417,0,30.5
1552059477,0,30.5
1552059537,0,30.6
1552059597,0,30.6
1552059657,0,30.2
1552059718,0,30.4
1552059778,0,30.5
1552059838,0,30.5
1552059898,0,30.6
1552059958,0,30.7
1552060018,0,30.7
1552060078,0,30.7
1552060138,0,31.0
1552060199,0,31.2
1552060259,0,31.1
1552060319,0,31.3
1552060379,0,31.2
1552060439,0,31.3
1552060499,0,31.2
1552060559,0,31.3
1552060619,0,31.3
1552060680,0,31.2
1552060740,0,31.1
1552060800,0,31.2
1552060860,0,31.0
1552060920,0,31.2
1552060980,0,31.2
1552061040,0,31.1
1552061100,0,31.2
1552061161,0,31.1
1552061221,0,31.2
1552061281,0,31.3
1552061341,0,31.3
1552061401,0,31.4
1552061461,0,31.3
1552061521,0,31.4
1552061581,0,31.3
1552061642,0,31.2
1552061702,0,31.5
1552061762,0,31.4
1552061822,0,31.5
1552061882,0,31.8
1552061942,0,31.7
1552062002,0,31.7
1552062062,0,32.0
1552062123,0,31.9
