mins 650 , noise_error =0.9166666666666666
mins 651 , noise_error =0.9175257731958762
mins 652 , noise_error =1.0
mins 653 , noise_error =1.0
mins 654 , noise_error =0.9270833333333334
mins 655 , noise_error =1.0
mins 656 , noise_error =0.9263157894736842
mins 657 , noise_error =0.8867924528301887
mins 658 , noise_error =0.8545454545454545
mins 659 , noise_error =1.0
mins 660 , noise_error =1.0
mins 661 , noise_error =1.0
mins 662 , noise_error =1.0
mins 663 , noise_error =1.0
mins 664 , noise_error =1.0
mins 665 , noise_error =1.0
mins 666 , noise_error =1.0
mins 667 , noise_error =1.0
mins 668 , noise_error =1.0
mins 669 , noise_error =1.0
mins 670 , noise_error =1.0
mins 671 , noise_error =0.8064516129032258
mins 672 , noise_error =0.7264150943396226
mins 673 , noise_error =0.9905660377358491
mins 674 , noise_error =0.8787878787878788
mins 675 , noise_error =0.9797979797979798
mins 676 , noise_error =0.9504950495049505
mins 677 , noise_error =0.9509803921568627
mins 678 , noise_error =0.9897959183673469
mins 679 , noise_error =0.8686868686868687
mins 680 , noise_error =0.8761904761904762
mins 681 , noise_error =0.9814814814814815
mins 682 , noise_error =0.8679245283018868
mins 683 , noise_error =0.9813084112149533
mins 684 , noise_error =0.9523809523809523
mins 685 , noise_error =0.9603960396039604
mins 686 , noise_error =0.9896907216494846
mins 687 , noise_error =0.978494623655914
mins 688 , noise_error =0.968421052631579
mins 689 , noise_error =1.0
mins 690 , noise_error =1.0
mins 691 , noise_error =1.0
mins 692 , noise_error =1.0
mins 693 , noise_error =0.9782608695652174
mins 694 , noise_error =0.9361702127659575
mins 695 , noise_error =0.956989247311828
mins 696 , noise_error =0.9247311827956989
mins 697 , noise_error =1.0
mins 698 , noise_error =1.0
mins 699 , noise_error =1.0
mins 700 , noise_error =1.0
mins 701 , noise_error =1.0
mins 702 , noise_error =1.0
mins 703 , noise_error =1.0
mins 704 , noise_error =0.99
mins 705 , noise_error =1.0
mins 706 , noise_error =1.0
mins 707 , noise_error =1.0
mins 708 , noise_error =1.0
mins 709 , noise_error =1.0
mins 710 , noise_error =1.0
mins 711 , noise_error =1.0
mins 712 , noise_error =1.0
mins 713 , noise_error =1.0
mins 714 , noise_error =0.9902912621359223
mins 715 , noise_error =1.0
mins 716 , noise_error =1.0
mins 717 , noise_error =1.0
mins 718 , noise_error =1.0
mins 719 , noise_error =1.0
mins 720 , noise_error =1.0
mins 721 , noise_error =1.0
mins 722 , noise_error =1.0
mins 723 , noise_error =1.0
mins 724 , noise_error =1.0
mins 725 , noise_error =1.0
mins 726 , noise_error =0.9905660377358491
mins 727 , noise_error =1.0
mins 728 , noise_error =0.9292035398230089
mins 729 , noise_error =0.9576271186440678
mins 730 , noise_error =1.0
mins 731 , noise_error =0.9017857142857143
mins 732 , noise_error =0.8761904761904762
mins 733 , noise_error =0.8165137614678899
mins 734 , noise_error =0.9357798165137614
mins 735 , noise_error =0.9809523809523809
mins 736 , noise_error =0.9903846153846154
mins 737 , noise_error =0.9807692307692307
mins 738 , noise_error =1.0
mins 739 , noise_error =1.0
mins 740 , noise_error =1.0
mins 741 , noise_error =1.0
mins 742 , noise_error =1.0
mins 743 , noise_error =1.0
mins 744 , noise_error =0.9907407407407407
mins 745 , noise_error =1.0
mins 746 , noise_error =1.0
mins 747 , noise_error =1.0
mins 748 , noise_error =0.9813084112149533
mins 749 , noise_error =1.0
mins 750 , noise_error =0.9009009009009009
mins 751 , noise_error =1.0
mins 752 , noise_error =1.0
mins 753 , noise_error =0.9907407407407407
mins 754 , noise_error =1.0
mins 755 , noise_error =0.991304347826087
mins 756 , noise_error =1.0
mins 757 , noise_error =0.9906542056074766
mins 758 , noise_error =0.990990990990991
mins 759 , noise_error =1.0
mins 760 , noise_error =1.0
mins 761 , noise_error =1.0
mins 762 , noise_error =1.0
mins 763 , noise_error =0.9528301886792453
mins 764 , noise_error =0.9719626168224299
mins 765 , noise_error =1.0
mins 766 , noise_error =1.0
mins 767 , noise_error =1.0
mins 768 , noise_error =1.0
mins 769 , noise_error =0.9902912621359223
mins 770 , noise_error =1.0
mins 771 , noise_error =1.0
mins 772 , noise_error =1.0
mins 773 , noise_error =1.0
mins 774 , noise_error =1.0
mins 775 , noise_error =1.0
mins 776 , noise_error =0.9801980198019802
mins 777 , noise_error =0.9803921568627451
mins 778 , noise_error =1.0
mins 779 , noise_error =1.0
mins 780 , noise_error =1.0
mins 781 , noise_error =1.0
mins 782 , noise_error =1.0
mins 783 , noise_error =1.0
mins 784 , noise_error =1.0
mins 785 , noise_error =1.0
mins 786 , noise_error =1.0
mins 787 , noise_error =1.0
mins 788 , noise_error =1.0
mins 789 , noise_error =1.0
mins 790 , noise_error =0.97
mins 791 , noise_error =0.9714285714285714
mins 792 , noise_error =0.9464285714285714
mins 793 , noise_error =0.9421487603305785
mins 794 , noise_error =0.8738738738738738
mins 795 , noise_error =0.9469026548672567
mins 796 , noise_error =0.8181818181818181
mins 797 , noise_error =0.8269230769230769
mins 798 , noise_error =0.9285714285714286
mins 799 , noise_error =0.9494949494949495
mins 800 , noise_error =0.9484536082474226
mins 801 , noise_error =0.8173076923076923
mins 802 , noise_error =0.8235294117647058
mins 803 , noise_error =0.9894736842105263
mins 804 , noise_error =1.0
mins 805 , noise_error =1.0
mins 806 , noise_error =1.0
mins 807 , noise_error =0.967032967032967
mins 808 , noise_error =1.0
mins 809 , noise_error =1.0
mins 810 , noise_error =1.0
mins 811 , noise_error =1.0
mins 812 , noise_error =1.0
mins 813 , noise_error =1.0
mins 814 , noise_error =1.0
mins 815 , noise_error =1.0
mins 816 , noise_error =1.0
mins 817 , noise_error =1.0
mins 818 , noise_error =1.0
mins 819 , noise_error =1.0
mins 820 , noise_error =1.0
mins 821 , noise_error =0.9888888888888889
mins 822 , noise_error =1.0
mins 823 , noise_error =1.0
mins 824 , noise_error =0.9886363636363636
mins 825 , noise_error =1.0
mins 826 , noise_error =1.0
mins 827 , noise_error =0.9782608695652174
mins 828 , noise_error =1.0
mins 829 , noise_error =1.0
mins 830 , noise_error =1.0
mins 831 , noise_error =1.0
mins 832 , noise_error =1.0
mins 833 , noise_error =1.0
mins 834 , noise_error =0.9885057471264368
mins 835 , noise_error =0.9883720930232558
mins 836 , noise_error =1.0
mins 837 , noise_error =1.0
mins 838 , noise_error =1.0
mins 839 , noise_error =1.0
mins 840 , noise_error =1.0
mins 841 , noise_error =1.0
mins 842 , noise_error =1.0
mins 843 , noise_error =1.0
mins 844 , noise_error =1.0
mins 845 , noise_error =1.0
mins 846 , noise_error =1.0
mins 847 , noise_error =0.9775280898876404
mins 848 , noise_error =1.0
mins 849 , noise_error =1.0
mins 850 , noise_error =1.0
mins 851 , noise_error =1.0
mins 852 , noise_error =1.0
mins 853 , noise_error =1.0
mins 854 , noise_error =1.0
mins 855 , noise_error =1.0
mins 856 , noise_error =1.0
mins 857 , noise_error =0.9560439560439561
mins 858 , noise_error =0.9222222222222223
mins 859 , noise_error =1.0
mins 860 , noise_error =1.0
mins 861 , noise_error =1.0
mins 862 , noise_error =1.0
mins 863 , noise_error =1.0
mins 864 , noise_error =0.9883720930232558
mins 865 , noise_error =1.0
mins 866 , noise_error =1.0
mins 867 , noise_error =1.0
mins 868 , noise_error =1.0
mins 869 , noise_error =1.0
mins 870 , noise_error =0.9885057471264368
mins 871 , noise_error =1.0
mins 872 , noise_error =1.0
mins 873 , noise_error =0.9885057471264368
mins 874 , noise_error =1.0
mins 875 , noise_error =1.0
mins 876 , noise_error =1.0
mins 877 , noise_error =1.0
mins 878 , noise_error =1.0
mins 879 , noise_error =1.0
mins 880 , noise_error =1.0
mins 881 , noise_error =1.0
mins 882 , noise_error =1.0
mins 883 , noise_error =1.0
mins 884 , noise_error =1.0
mins 885 , noise_error =1.0
mins 886 , noise_error =1.0
mins 887 , noise_error =1.0
mins 888 , noise_error =1.0
mins 889 , noise_error =1.0
