mins 2550 , noise_error =1.0
mins 2551 , noise_error =0.9897959183673469
mins 2552 , noise_error =1.0
mins 2553 , noise_error =1.0
mins 2554 , noise_error =1.0
mins 2555 , noise_error =1.0
mins 2556 , noise_error =1.0
mins 2557 , noise_error =1.0
mins 2558 , noise_error =1.0
mins 2559 , noise_error =0.898989898989899
mins 2560 , noise_error =0.9292929292929293
mins 2561 , noise_error =1.0
mins 2562 , noise_error =0.9696969696969697
mins 2563 , noise_error =1.0
mins 2564 , noise_error =1.0
mins 2565 , noise_error =1.0
mins 2566 , noise_error =0.98989898989899
mins 2567 , noise_error =1.0
mins 2568 , noise_error =1.0
mins 2569 , noise_error =0.9809523809523809
mins 2570 , noise_error =1.0
mins 2571 , noise_error =1.0
mins 2572 , noise_error =1.0
mins 2573 , noise_error =0.990990990990991
mins 2574 , noise_error =0.9809523809523809
mins 2575 , noise_error =1.0
mins 2576 , noise_error =1.0
mins 2577 , noise_error =1.0
mins 2578 , noise_error =1.0
mins 2579 , noise_error =1.0
mins 2580 , noise_error =1.0
mins 2581 , noise_error =1.0
mins 2582 , noise_error =1.0
mins 2583 , noise_error =0.9902912621359223
mins 2584 , noise_error =1.0
mins 2585 , noise_error =1.0
mins 2586 , noise_error =1.0
mins 2587 , noise_error =1.0
mins 2588 , noise_error =1.0
mins 2589 , noise_error =1.0
mins 2590 , noise_error =0.9901960784313726
mins 2591 , noise_error =1.0
mins 2592 , noise_error =1.0
mins 2593 , noise_error =1.0
mins 2594 , noise_error =1.0
mins 2595 , noise_error =1.0
mins 2596 , noise_error =1.0
mins 2597 , noise_error =1.0
mins 2598 , noise_error =1.0
mins 2599 , noise_error =1.0
mins 2600 , noise_error =0.9405940594059405
mins 2601 , noise_error =1.0
mins 2602 , noise_error =1.0
mins 2603 , noise_error =1.0
mins 2604 , noise_error =1.0
mins 2605 , noise_error =0.9285714285714286
mins 2606 , noise_error =0.92
mins 2607 , noise_error =0.9685039370078741
mins 2608 , noise_error =1.0
mins 2609 , noise_error =1.0
mins 2610 , noise_error =1.0
mins 2611 , noise_error =0.9818181818181818
mins 2612 , noise_error =1.0
mins 2613 , noise_error =0.9830508474576272
mins 2614 , noise_error =0.9844961240310077
mins 2615 , noise_error =1.0
mins 2616 , noise_error =1.0
mins 2617 , noise_error =0.9915254237288136
mins 2618 , noise_error =1.0
mins 2619 , noise_error =0.9369369369369369
mins 2620 , noise_error =1.0
mins 2621 , noise_error =1.0
mins 2622 , noise_error =0.9814814814814815
mins 2623 , noise_error =0.9649122807017544
mins 2624 , noise_error =0.9819819819819819
mins 2625 , noise_error =1.0
mins 2626 , noise_error =1.0
mins 2627 , noise_error =1.0
mins 2628 , noise_error =1.0
mins 2629 , noise_error =1.0
mins 2630 , noise_error =1.0
mins 2631 , noise_error =1.0
mins 2632 , noise_error =1.0
mins 2633 , noise_error =1.0
mins 2634 , noise_error =1.0
mins 2635 , noise_error =1.0
mins 2636 , noise_error =1.0
mins 2637 , noise_error =0.9905660377358491
mins 2638 , noise_error =1.0
mins 2639 , noise_error =0.9818181818181818
mins 2640 , noise_error =0.9545454545454546
mins 2641 , noise_error =0.9464285714285714
mins 2642 , noise_error =1.0
mins 2643 , noise_error =1.0
mins 2644 , noise_error =1.0
mins 2645 , noise_error =1.0
mins 2646 , noise_error =1.0
mins 2647 , noise_error =1.0
mins 2648 , noise_error =1.0
mins 2649 , noise_error =0.9724770642201834
mins 2650 , noise_error =1.0
mins 2651 , noise_error =1.0
mins 2652 , noise_error =0.9716981132075472
mins 2653 , noise_error =0.9528301886792453
mins 2654 , noise_error =1.0
mins 2655 , noise_error =1.0
mins 2656 , noise_error =1.0
mins 2657 , noise_error =0.981651376146789
mins 2658 , noise_error =1.0
mins 2659 , noise_error =1.0
mins 2660 , noise_error =1.0
mins 2661 , noise_error =1.0
mins 2662 , noise_error =0.9811320754716981
mins 2663 , noise_error =0.9910714285714286
mins 2664 , noise_error =0.9831932773109243
mins 2665 , noise_error =1.0
mins 2666 , noise_error =1.0
mins 2667 , noise_error =0.9655172413793104
mins 2668 , noise_error =0.9590163934426229
mins 2669 , noise_error =0.9661016949152542
mins 2670 , noise_error =0.8907563025210083
mins 2671 , noise_error =0.925
mins 2672 , noise_error =0.9915254237288136
mins 2673 , noise_error =1.0
mins 2674 , noise_error =1.0
mins 2675 , noise_error =1.0
mins 2676 , noise_error =1.0
mins 2677 , noise_error =0.9906542056074766
mins 2678 , noise_error =0.9905660377358491
mins 2679 , noise_error =1.0
mins 2680 , noise_error =1.0
