mins 410 , noise_error =1.0
mins 411 , noise_error =1.0
mins 412 , noise_error =1.0
mins 413 , noise_error =1.0
mins 414 , noise_error =0.9565217391304348
mins 415 , noise_error =0.9680851063829787
mins 416 , noise_error =0.9777777777777777
mins 417 , noise_error =1.0
mins 418 , noise_error =0.967032967032967
mins 419 , noise_error =0.9456521739130435
mins 420 , noise_error =1.0
mins 421 , noise_error =1.0
mins 422 , noise_error =0.9680851063829787
mins 423 , noise_error =1.0
mins 424 , noise_error =1.0
mins 425 , noise_error =1.0
mins 426 , noise_error =1.0
mins 427 , noise_error =0.9891304347826086
mins 428 , noise_error =0.989010989010989
mins 429 , noise_error =1.0
mins 430 , noise_error =1.0
mins 431 , noise_error =1.0
mins 432 , noise_error =1.0
mins 433 , noise_error =1.0
mins 434 , noise_error =1.0
mins 435 , noise_error =1.0
mins 436 , noise_error =1.0
mins 437 , noise_error =1.0
mins 438 , noise_error =1.0
mins 439 , noise_error =1.0
mins 440 , noise_error =1.0
mins 441 , noise_error =1.0
mins 442 , noise_error =1.0
mins 443 , noise_error =1.0
mins 444 , noise_error =1.0
mins 445 , noise_error =1.0
mins 446 , noise_error =1.0
mins 447 , noise_error =1.0
mins 448 , noise_error =1.0
mins 449 , noise_error =1.0
mins 450 , noise_error =1.0
mins 451 , noise_error =1.0
mins 452 , noise_error =1.0
mins 453 , noise_error =0.9791666666666666
mins 454 , noise_error =1.0
mins 455 , noise_error =1.0
mins 456 , noise_error =0.9405940594059405
mins 457 , noise_error =0.9795918367346939
mins 458 , noise_error =1.0
mins 459 , noise_error =1.0
mins 460 , noise_error =1.0
mins 461 , noise_error =1.0
mins 462 , noise_error =1.0
mins 463 , noise_error =1.0
mins 464 , noise_error =0.9375
mins 465 , noise_error =0.98989898989899
mins 466 , noise_error =1.0
mins 467 , noise_error =0.967741935483871
mins 468 , noise_error =1.0
mins 469 , noise_error =0.967391304347826
mins 470 , noise_error =1.0
mins 471 , noise_error =1.0
mins 472 , noise_error =1.0
mins 473 , noise_error =1.0
mins 474 , noise_error =1.0
mins 475 , noise_error =1.0
mins 476 , noise_error =1.0
mins 477 , noise_error =0.989010989010989
mins 478 , noise_error =1.0
mins 479 , noise_error =0.9887640449438202
mins 480 , noise_error =1.0
mins 481 , noise_error =1.0
mins 482 , noise_error =0.9887640449438202
mins 483 , noise_error =1.0
mins 484 , noise_error =1.0
mins 485 , noise_error =1.0
mins 486 , noise_error =0.9072164948453608
mins 487 , noise_error =0.9494949494949495
mins 488 , noise_error =1.0
mins 489 , noise_error =1.0
mins 490 , noise_error =1.0
mins 491 , noise_error =1.0
mins 492 , noise_error =1.0
mins 493 , noise_error =1.0
mins 494 , noise_error =1.0
mins 495 , noise_error =0.9887640449438202
mins 496 , noise_error =1.0
mins 497 , noise_error =1.0
mins 498 , noise_error =1.0
mins 499 , noise_error =1.0
mins 500 , noise_error =1.0
mins 501 , noise_error =1.0
mins 502 , noise_error =1.0
mins 503 , noise_error =0.90625
mins 504 , noise_error =0.925531914893617
mins 505 , noise_error =1.0
mins 506 , noise_error =1.0
mins 507 , noise_error =1.0
mins 508 , noise_error =1.0
mins 509 , noise_error =1.0
mins 510 , noise_error =1.0
mins 511 , noise_error =1.0
mins 512 , noise_error =1.0
mins 513 , noise_error =0.935483870967742
mins 514 , noise_error =1.0
mins 515 , noise_error =1.0
mins 516 , noise_error =1.0
mins 517 , noise_error =1.0
mins 518 , noise_error =1.0
mins 519 , noise_error =1.0
mins 520 , noise_error =1.0
mins 521 , noise_error =1.0
mins 522 , noise_error =1.0
mins 523 , noise_error =1.0
mins 524 , noise_error =1.0
mins 525 , noise_error =0.989010989010989
mins 526 , noise_error =1.0
mins 527 , noise_error =0.9891304347826086
mins 528 , noise_error =1.0
mins 529 , noise_error =1.0
mins 530 , noise_error =1.0
mins 531 , noise_error =1.0
mins 532 , noise_error =1.0
mins 533 , noise_error =1.0
mins 534 , noise_error =1.0
mins 535 , noise_error =0.9777777777777777
mins 536 , noise_error =1.0
mins 537 , noise_error =1.0
mins 538 , noise_error =1.0
mins 539 , noise_error =1.0
mins 540 , noise_error =1.0
mins 541 , noise_error =1.0
mins 542 , noise_error =1.0
mins 543 , noise_error =1.0
mins 544 , noise_error =1.0
mins 545 , noise_error =1.0
mins 546 , noise_error =1.0
mins 547 , noise_error =1.0
mins 548 , noise_error =1.0
mins 549 , noise_error =1.0
mins 550 , noise_error =1.0
mins 551 , noise_error =1.0
mins 552 , noise_error =1.0
mins 553 , noise_error =1.0
mins 554 , noise_error =0.9368421052631579
mins 555 , noise_error =0.9021739130434783
mins 556 , noise_error =0.8505747126436781
mins 557 , noise_error =0.9777777777777777
mins 558 , noise_error =1.0
mins 559 , noise_error =0.989010989010989
mins 560 , noise_error =1.0
mins 561 , noise_error =1.0
mins 562 , noise_error =0.9886363636363636
mins 563 , noise_error =1.0
mins 564 , noise_error =0.9560439560439561
mins 565 , noise_error =1.0
mins 566 , noise_error =1.0
mins 567 , noise_error =0.9891304347826086
mins 568 , noise_error =1.0
mins 569 , noise_error =1.0
mins 570 , noise_error =1.0
mins 571 , noise_error =1.0
mins 572 , noise_error =1.0
mins 573 , noise_error =1.0
mins 574 , noise_error =1.0
mins 575 , noise_error =0.9101123595505618
mins 576 , noise_error =1.0
mins 577 , noise_error =0.9885057471264368
mins 578 , noise_error =0.9777777777777777
mins 579 , noise_error =1.0
mins 580 , noise_error =1.0
mins 581 , noise_error =1.0
mins 582 , noise_error =0.9885057471264368
mins 583 , noise_error =1.0
mins 584 , noise_error =1.0
mins 585 , noise_error =0.9885057471264368
mins 586 , noise_error =1.0
mins 587 , noise_error =1.0
mins 588 , noise_error =1.0
mins 589 , noise_error =1.0
mins 590 , noise_error =1.0
mins 591 , noise_error =0.9885057471264368
mins 592 , noise_error =0.9770114942528736
mins 593 , noise_error =1.0
mins 594 , noise_error =1.0
mins 595 , noise_error =1.0
mins 596 , noise_error =1.0
mins 597 , noise_error =1.0
mins 598 , noise_error =1.0
mins 599 , noise_error =0.978021978021978
mins 600 , noise_error =1.0
mins 601 , noise_error =0.9895833333333334
mins 602 , noise_error =0.98989898989899
mins 603 , noise_error =0.9893617021276596
mins 604 , noise_error =0.989010989010989
mins 605 , noise_error =1.0
mins 606 , noise_error =1.0
mins 607 , noise_error =1.0
mins 608 , noise_error =1.0
mins 609 , noise_error =1.0
mins 610 , noise_error =1.0
mins 611 , noise_error =1.0
mins 612 , noise_error =0.989010989010989
mins 613 , noise_error =0.989010989010989
mins 614 , noise_error =1.0
mins 615 , noise_error =0.9888888888888889
mins 616 , noise_error =1.0
mins 617 , noise_error =1.0
mins 618 , noise_error =0.9247311827956989
mins 619 , noise_error =1.0
mins 620 , noise_error =1.0
mins 621 , noise_error =0.9887640449438202
mins 622 , noise_error =0.9662921348314607
mins 623 , noise_error =1.0
mins 624 , noise_error =1.0
mins 625 , noise_error =1.0
mins 626 , noise_error =1.0
mins 627 , noise_error =1.0
mins 628 , noise_error =1.0
mins 629 , noise_error =0.9888888888888889
mins 630 , noise_error =1.0
mins 631 , noise_error =1.0
mins 632 , noise_error =1.0
mins 633 , noise_error =1.0
mins 634 , noise_error =1.0
mins 635 , noise_error =1.0
mins 636 , noise_error =1.0
mins 637 , noise_error =1.0
mins 638 , noise_error =0.989010989010989
mins 639 , noise_error =1.0
mins 640 , noise_error =1.0
mins 641 , noise_error =1.0
mins 642 , noise_error =1.0
mins 643 , noise_error =0.9263157894736842
mins 644 , noise_error =1.0
mins 645 , noise_error =0.9479166666666666
mins 646 , noise_error =0.6764705882352942
mins 647 , noise_error =0.9158878504672897
mins 648 , noise_error =0.8857142857142857
mins 649 , noise_error =1.0
