mins 120 , noise_error =0.9056603773584906
mins 121 , noise_error =0.9357798165137614
mins 122 , noise_error =0.9702970297029703
mins 123 , noise_error =0.9895833333333334
mins 124 , noise_error =0.9690721649484536
mins 125 , noise_error =1.0
mins 126 , noise_error =1.0
mins 127 , noise_error =0.98
mins 128 , noise_error =0.9611650485436893
mins 129 , noise_error =0.9270833333333334
mins 130 , noise_error =0.9908256880733946
mins 131 , noise_error =0.9310344827586207
mins 132 , noise_error =0.8440366972477065
mins 133 , noise_error =0.9464285714285714
mins 134 , noise_error =0.9537037037037037
mins 135 , noise_error =0.9411764705882353
mins 136 , noise_error =0.926605504587156
mins 137 , noise_error =0.8691588785046729
mins 138 , noise_error =0.9
mins 139 , noise_error =0.875
mins 140 , noise_error =0.8495575221238938
mins 141 , noise_error =0.8157894736842105
mins 142 , noise_error =0.9292929292929293
mins 143 , noise_error =0.9484536082474226
mins 144 , noise_error =0.9
mins 145 , noise_error =0.9905660377358491
mins 146 , noise_error =0.98989898989899
mins 147 , noise_error =0.9702970297029703
mins 148 , noise_error =0.9801980198019802
mins 149 , noise_error =1.0
mins 150 , noise_error =1.0
mins 151 , noise_error =0.978494623655914
mins 152 , noise_error =0.9583333333333334
mins 153 , noise_error =1.0
mins 154 , noise_error =1.0
mins 155 , noise_error =1.0
mins 156 , noise_error =0.892156862745098
mins 157 , noise_error =0.8380952380952381
mins 158 , noise_error =0.9090909090909091
mins 159 , noise_error =1.0
mins 160 , noise_error =1.0
mins 161 , noise_error =1.0
mins 162 , noise_error =0.9894736842105263
mins 163 , noise_error =0.9883720930232558
mins 164 , noise_error =1.0
mins 165 , noise_error =0.9891304347826086
mins 166 , noise_error =1.0
mins 167 , noise_error =0.9789473684210527
mins 168 , noise_error =0.9411764705882353
mins 169 , noise_error =0.9901960784313726
mins 170 , noise_error =1.0
mins 171 , noise_error =1.0
mins 172 , noise_error =0.9519230769230769
mins 173 , noise_error =0.9519230769230769
mins 174 , noise_error =0.8514851485148515
mins 175 , noise_error =0.9108910891089109
mins 176 , noise_error =0.979381443298969
mins 177 , noise_error =0.9565217391304348
mins 178 , noise_error =1.0
mins 179 , noise_error =1.0
mins 180 , noise_error =1.0
mins 181 , noise_error =1.0
mins 182 , noise_error =0.9680851063829787
mins 183 , noise_error =1.0
mins 184 , noise_error =0.84
mins 185 , noise_error =0.6869565217391305
mins 186 , noise_error =0.8173076923076923
mins 187 , noise_error =1.0
mins 188 , noise_error =1.0
mins 189 , noise_error =0.9883720930232558
mins 190 , noise_error =0.989247311827957
mins 191 , noise_error =0.9239130434782609
mins 192 , noise_error =0.8080808080808081
mins 193 , noise_error =0.9326923076923077
mins 194 , noise_error =0.9191919191919192
mins 195 , noise_error =0.9509803921568627
mins 196 , noise_error =0.92
mins 197 , noise_error =0.7307692307692308
mins 198 , noise_error =0.801980198019802
mins 199 , noise_error =0.978021978021978
mins 200 , noise_error =1.0
mins 201 , noise_error =1.0
mins 202 , noise_error =0.9891304347826086
mins 203 , noise_error =0.967741935483871
mins 204 , noise_error =0.8494623655913979
mins 205 , noise_error =0.9791666666666666
mins 206 , noise_error =1.0
mins 207 , noise_error =1.0
mins 208 , noise_error =1.0
mins 209 , noise_error =1.0
mins 210 , noise_error =1.0
mins 211 , noise_error =1.0
mins 212 , noise_error =1.0
mins 213 , noise_error =0.978021978021978
mins 214 , noise_error =0.8113207547169812
mins 215 , noise_error =0.6181818181818182
mins 216 , noise_error =0.7358490566037736
mins 217 , noise_error =0.9285714285714286
mins 218 , noise_error =0.7722772277227723
mins 219 , noise_error =0.780952380952381
mins 220 , noise_error =0.6788990825688073
mins 221 , noise_error =1.0
mins 222 , noise_error =0.9484536082474226
mins 223 , noise_error =0.9789473684210527
mins 224 , noise_error =0.9591836734693877
