mins 1540 , noise_error =0.9534883720930233
mins 1541 , noise_error =0.9661016949152542
mins 1542 , noise_error =0.817391304347826
mins 1543 , noise_error =0.8584070796460177
mins 1544 , noise_error =0.956140350877193
mins 1545 , noise_error =0.8803418803418803
mins 1546 , noise_error =0.9017857142857143
mins 1547 , noise_error =0.8275862068965517
mins 1548 , noise_error =0.8362068965517242
mins 1549 , noise_error =0.7916666666666666
mins 1550 , noise_error =0.9008264462809917
mins 1551 , noise_error =0.9739130434782609
mins 1552 , noise_error =0.8739495798319328
mins 1553 , noise_error =0.7008547008547008
mins 1554 , noise_error =1.0
mins 1555 , noise_error =0.9385964912280702
mins 1556 , noise_error =0.923728813559322
mins 1557 , noise_error =1.0
mins 1558 , noise_error =0.9519230769230769
mins 1559 , noise_error =0.8760330578512396
mins 1560 , noise_error =0.7843137254901961
mins 1561 , noise_error =0.7226277372262774
mins 1562 , noise_error =0.9105691056910569
mins 1563 , noise_error =0.9893617021276596
mins 1564 , noise_error =0.9795918367346939
mins 1565 , noise_error =1.0
mins 1566 , noise_error =0.9428571428571428
mins 1567 , noise_error =0.9484536082474226
mins 1568 , noise_error =0.9509803921568627
mins 1569 , noise_error =0.8454545454545455
mins 1570 , noise_error =0.9795918367346939
mins 1571 , noise_error =1.0
mins 1572 , noise_error =0.9207920792079208
mins 1573 , noise_error =0.9528301886792453
mins 1574 , noise_error =0.9423076923076923
mins 1575 , noise_error =0.963302752293578
mins 1576 , noise_error =0.9702970297029703
mins 1577 , noise_error =0.912621359223301
mins 1578 , noise_error =0.9557522123893806
mins 1579 , noise_error =0.9292035398230089
mins 1580 , noise_error =1.0
mins 1581 , noise_error =0.9705882352941176
mins 1582 , noise_error =0.9789473684210527
mins 1583 , noise_error =1.0
mins 1584 , noise_error =0.9578947368421052
mins 1585 , noise_error =0.9509803921568627
mins 1586 , noise_error =0.9583333333333334
mins 1587 , noise_error =0.9888888888888889
mins 1588 , noise_error =0.9215686274509804
mins 1589 , noise_error =0.8938053097345133
mins 1590 , noise_error =1.0
mins 1591 , noise_error =0.7941176470588236
mins 1592 , noise_error =0.9479166666666666
mins 1593 , noise_error =0.956989247311828
mins 1594 , noise_error =0.956989247311828
mins 1595 , noise_error =0.9882352941176471
mins 1596 , noise_error =1.0
mins 1597 , noise_error =1.0
mins 1598 , noise_error =1.0
mins 1599 , noise_error =0.9764705882352941
mins 1600 , noise_error =0.9764705882352941
mins 1601 , noise_error =1.0
mins 1602 , noise_error =0.967741935483871
mins 1603 , noise_error =0.9565217391304348
mins 1604 , noise_error =1.0
mins 1605 , noise_error =1.0
mins 1606 , noise_error =1.0
mins 1607 , noise_error =1.0
mins 1608 , noise_error =1.0
mins 1609 , noise_error =1.0
mins 1610 , noise_error =1.0
mins 1611 , noise_error =1.0
mins 1612 , noise_error =1.0
mins 1613 , noise_error =1.0
mins 1614 , noise_error =1.0
mins 1615 , noise_error =1.0
mins 1616 , noise_error =1.0
mins 1617 , noise_error =1.0
mins 1618 , noise_error =0.9540229885057472
mins 1619 , noise_error =1.0
mins 1620 , noise_error =1.0
mins 1621 , noise_error =1.0
mins 1622 , noise_error =1.0
mins 1623 , noise_error =1.0
mins 1624 , noise_error =1.0
mins 1625 , noise_error =1.0
mins 1626 , noise_error =1.0
mins 1627 , noise_error =1.0
mins 1628 , noise_error =1.0
mins 1629 , noise_error =1.0
mins 1630 , noise_error =1.0
mins 1631 , noise_error =0.9782608695652174
mins 1632 , noise_error =0.9787234042553191
mins 1633 , noise_error =1.0
mins 1634 , noise_error =0.8817204301075269
mins 1635 , noise_error =0.7254901960784313
mins 1636 , noise_error =0.7454545454545455
mins 1637 , noise_error =0.7959183673469388
mins 1638 , noise_error =0.48672566371681414
mins 1639 , noise_error =0.8504672897196262
mins 1640 , noise_error =0.8983050847457628
mins 1641 , noise_error =0.8787878787878788
mins 1642 , noise_error =0.8556701030927836
mins 1643 , noise_error =0.8969072164948454
mins 1644 , noise_error =0.7938144329896908
mins 1645 , noise_error =0.9072164948453608
mins 1646 , noise_error =0.9090909090909091
mins 1647 , noise_error =0.9591836734693877
mins 1648 , noise_error =0.9680851063829787
mins 1649 , noise_error =0.9509803921568627
mins 1650 , noise_error =0.7980769230769231
mins 1651 , noise_error =1.0
mins 1652 , noise_error =0.9893617021276596
mins 1653 , noise_error =1.0
mins 1654 , noise_error =1.0
mins 1655 , noise_error =1.0
mins 1656 , noise_error =1.0
mins 1657 , noise_error =1.0
mins 1658 , noise_error =0.9753086419753086
mins 1659 , noise_error =1.0
mins 1660 , noise_error =1.0
mins 1661 , noise_error =0.9767441860465116
mins 1662 , noise_error =0.9886363636363636
mins 1663 , noise_error =0.9887640449438202
mins 1664 , noise_error =0.989010989010989
mins 1665 , noise_error =1.0
mins 1666 , noise_error =1.0
mins 1667 , noise_error =0.9647058823529412
mins 1668 , noise_error =1.0
mins 1669 , noise_error =0.8811881188118812
mins 1670 , noise_error =0.9175257731958762
mins 1671 , noise_error =0.9393939393939394
mins 1672 , noise_error =0.9795918367346939
mins 1673 , noise_error =0.9782608695652174
mins 1674 , noise_error =0.9223300970873787
mins 1675 , noise_error =0.8737864077669903
mins 1676 , noise_error =0.6666666666666667
mins 1677 , noise_error =0.6752136752136753
mins 1678 , noise_error =0.9313725490196079
mins 1679 , noise_error =0.9292929292929293
mins 1680 , noise_error =0.8673469387755102
mins 1681 , noise_error =0.9263157894736842
mins 1682 , noise_error =0.8
mins 1683 , noise_error =0.9056603773584906
mins 1684 , noise_error =0.9583333333333334
mins 1685 , noise_error =0.9574468085106383
mins 1686 , noise_error =0.8020833333333334
mins 1687 , noise_error =0.7789473684210526
mins 1688 , noise_error =0.9489795918367347
mins 1689 , noise_error =0.8076923076923077
mins 1690 , noise_error =0.6571428571428571
mins 1691 , noise_error =0.912621359223301
mins 1692 , noise_error =0.8686868686868687
mins 1693 , noise_error =0.8461538461538461
mins 1694 , noise_error =0.941747572815534
mins 1695 , noise_error =1.0
mins 1696 , noise_error =1.0
mins 1697 , noise_error =1.0
mins 1698 , noise_error =0.9901960784313726
mins 1699 , noise_error =0.9902912621359223
mins 1700 , noise_error =0.9894736842105263
mins 1701 , noise_error =1.0
mins 1702 , noise_error =1.0
mins 1703 , noise_error =1.0
mins 1704 , noise_error =0.9705882352941176
mins 1705 , noise_error =0.8545454545454545
mins 1706 , noise_error =0.8761061946902655
mins 1707 , noise_error =0.9811320754716981
mins 1708 , noise_error =0.9805825242718447
mins 1709 , noise_error =0.9813084112149533
mins 1710 , noise_error =1.0
mins 1711 , noise_error =1.0
mins 1712 , noise_error =0.99
mins 1713 , noise_error =0.9702970297029703
mins 1714 , noise_error =0.9456521739130435
mins 1715 , noise_error =0.8640776699029127
mins 1716 , noise_error =0.9351851851851852
mins 1717 , noise_error =0.9813084112149533
mins 1718 , noise_error =1.0
mins 1719 , noise_error =1.0
mins 1720 , noise_error =1.0
mins 1721 , noise_error =1.0
mins 1722 , noise_error =0.9895833333333334
mins 1723 , noise_error =0.9791666666666666
mins 1724 , noise_error =1.0
mins 1725 , noise_error =0.97
mins 1726 , noise_error =0.9514563106796117
mins 1727 , noise_error =0.9897959183673469
mins 1728 , noise_error =1.0
mins 1729 , noise_error =1.0
mins 1730 , noise_error =1.0
mins 1731 , noise_error =1.0
mins 1732 , noise_error =1.0
mins 1733 , noise_error =1.0
mins 1734 , noise_error =1.0
mins 1735 , noise_error =0.9454545454545454
mins 1736 , noise_error =0.8106060606060606
mins 1737 , noise_error =0.9914529914529915
mins 1738 , noise_error =1.0
mins 1739 , noise_error =1.0
mins 1740 , noise_error =0.9727272727272728
mins 1741 , noise_error =0.970873786407767
mins 1742 , noise_error =0.9811320754716981
mins 1743 , noise_error =0.970873786407767
mins 1744 , noise_error =0.9611650485436893
mins 1745 , noise_error =0.9626168224299065
mins 1746 , noise_error =0.9896907216494846
mins 1747 , noise_error =0.9903846153846154
mins 1748 , noise_error =0.9572649572649573
mins 1749 , noise_error =1.0
mins 1750 , noise_error =0.9900990099009901
mins 1751 , noise_error =0.9888888888888889
mins 1752 , noise_error =1.0
mins 1753 , noise_error =1.0
mins 1754 , noise_error =1.0
mins 1755 , noise_error =1.0
mins 1756 , noise_error =1.0
mins 1757 , noise_error =0.9583333333333334
mins 1758 , noise_error =0.9206349206349207
mins 1759 , noise_error =0.9453125
mins 1760 , noise_error =0.9819819819819819
mins 1761 , noise_error =0.95
mins 1762 , noise_error =0.9344262295081968
mins 1763 , noise_error =0.9426229508196722
mins 1764 , noise_error =1.0
mins 1765 , noise_error =0.9655172413793104
mins 1766 , noise_error =0.9385964912280702
mins 1767 , noise_error =0.9537037037037037
mins 1768 , noise_error =1.0
mins 1769 , noise_error =0.9626168224299065
mins 1770 , noise_error =0.9702970297029703
mins 1771 , noise_error =0.9693877551020408
mins 1772 , noise_error =0.9494949494949495
mins 1773 , noise_error =0.9813084112149533
mins 1774 , noise_error =1.0
mins 1775 , noise_error =0.968421052631579
mins 1776 , noise_error =0.9690721649484536
mins 1777 , noise_error =0.9724770642201834
mins 1778 , noise_error =0.9711538461538461
mins 1779 , noise_error =0.9902912621359223
