time,site,site_pm2.5,high_level_pm2.5,ws,temperature,rh
2017/7/6 06:00,C_1,22.26,17.34,0,24.964,92.84
2017/7/6 06:05,C_1,21.6,16.82,0,25.264,91.82
2017/7/6 06:10,C_1,21.98,16.15,0,25.71,91.08
2017/7/6 06:15,C_1,21.5,19.14,0,25.842,90.22
2017/7/6 06:20,C_1,20.92,19.58,0,25.58,91.78
2017/7/6 06:25,C_1,20.42,19.04,0,25.75,91.66
2017/7/6 06:30,C_1,18.8,17.78,0,25.942,90.98
2017/7/6 06:35,C_1,19.86,17.44,0,26.416,90.5
2017/7/6 06:40,C_1,20.52,16.48,0,27.218,88.46
2017/7/6 06:45,C_1,21.72,15.6,0,26.926,86.82
2017/7/6 06:50,C_1,19.06,16.72,0,26.79,87.08
2017/7/6 06:55,C_1,17.65,16.36,0,26.904,87.56
2017/7/6 07:00,C_1,16.14,14.82,0,27.62,85.64
2017/7/6 07:05,C_1,15.64,13.98,0,27.588,84.66
2017/7/6 07:10,C_1,15.48,11.86,0.1,27.56,84.12
2017/7/6 07:15,C_1,14.58,12.18,0,28.374,83.2
2017/7/6 07:20,C_1,15.9,11.85,0,28.654,81.38
2017/7/6 07:25,C_1,12.58,11.86,0,28.412,80.92
2017/7/6 07:30,C_1,12.05,12.2,0,28.442,80.96
2017/7/6 07:35,C_1,11,11.56,0,28.312,81.46
2017/7/6 07:40,C_1,10.08,10.5,0,28.532,80.74
2017/7/6 07:45,C_1,9.96,9.4,0.4,28.508,79.88
2017/7/6 07:50,C_1,13.64,9.4,0.4,28.718,80.12
2017/7/6 07:55,C_1,12.2,9.16,0.5,28.632,79.42
2017/7/6 08:00,C_1,11.66,9.28,0,29.026,78.36
2017/7/6 08:05,C_1,10.76,8.84,0,29.82,76.76
2017/7/6 08:10,C_1,9.725,9.28,0,29.952,75.74
2017/7/6 08:15,C_1,9.68,9.06,0,30.118,75.08
2017/7/6 08:20,C_1,9.26,9.38,0.1,30.492,73.66
2017/7/6 08:25,C_1,11.92,9.06,0,30.322,73.88
2017/7/6 08:30,C_1,8.72,9.6,0.1,30.768,73.06
2017/7/6 08:35,C_1,12.3,9.55,0.6,30.638,72.66
2017/7/6 08:40,C_1,8.72,9.84,0.6,30.426,72.42
2017/7/6 08:45,C_1,8.34,11.52,0.3,30.886,72.02
2017/7/6 08:50,C_1,8.4,11.02,1,30.648,72
2017/7/6 08:55,C_1,7.42,10.24,0.6,30.624,70.52
2017/7/6 09:00,C_1,8.34,8.32,0.1,31.52,68.14
2017/7/6 09:05,C_1,8.22,7.22,0.6,31.574,65.9
2017/7/6 09:10,C_1,6.5,7.24,0.5,31.526,65.56
2017/7/6 09:15,C_1,7.02,6.9,0.4,31.744,64.98
2017/7/6 09:20,C_1,6.9,9.84,0.5,31.962,63.9
2017/7/6 09:25,C_1,8.575,9.38,0.4,32.1,64.06
2017/7/6 09:30,C_1,7.96,10.48,0.6,32.232,63.06
2017/7/6 09:35,C_1,8.46,9.4,0.3,32.442,62.56
2017/7/6 09:40,C_1,8.34,12.18,0.8,32.464,63.04
2017/7/6 09:45,C_1,10.32,14.1,0,32.762,63.26
2017/7/6 09:50,C_1,13.64,13.02,0.7,32.84,63.88
2017/7/6 09:55,C_1,11.94,14.64,1.2,32.242,65.34
2017/7/6 10:00,C_1,13.12,15.82,1.2,32.226,65.04
2017/7/6 10:05,C_1,16.025,16.06,0.6,32.93,64.06
2017/7/6 10:10,C_1,16.42,16.7,1.1,32.518,65.12
2017/7/6 10:15,C_1,17.58,18.3,1.9,31.718,67.02
2017/7/6 10:20,C_1,20.4,18.3,1.1,31.65,66.94
2017/7/6 10:25,C_1,18.8,19.02,0.8,31.554,66.8
2017/7/6 10:30,C_1,18.92,18.94,1,31.568,67.12
2017/7/6 10:35,C_1,17.46,18.4,0.9,31.584,67
2017/7/6 10:40,C_1,17.325,20.08,0.8,31.682,66.62
2017/7/6 10:45,C_1,17.22,18.2,0.8,31.964,66.4
2017/7/6 10:50,C_1,15.76,18.08,1.6,31.684,66.68
2017/7/6 10:55,C_1,16.68,17.88,0.9,31.954,66.1
2017/7/6 11:00,C_1,16.56,18.95,1.3,32.42,64.84
2017/7/6 11:05,C_1,16.54,18.38,1.2,32.222,64.34
2017/7/6 11:10,C_1,16.14,18.08,0.7,32.368,64.34
2017/7/6 11:15,C_1,16.92,19.04,1.1,32.986,63.22
2017/7/6 11:20,C_1,17.875,18.38,1.4,33.178,62.74
2017/7/6 11:25,C_1,17.84,20,0.4,33.476,62.56
2017/7/6 11:30,C_1,17.72,19.48,0.8,33.512,61.88
2017/7/6 11:35,C_1,17.88,18.5,0.6,33.584,61.86
2017/7/6 11:40,C_1,17.86,16.16,1.3,33.662,60.14
2017/7/6 11:45,C_1,15.9,15.82,1.5,33.064,60.14
2017/7/6 11:50,C_1,16.54,16.38,0.6,32.626,61.62
2017/7/6 11:55,C_1,16.85,20.2,1.1,32.7,61.88
2017/7/6 12:00,C_1,18.4,17.22,0.8,32.468,61.26
2017/7/6 12:05,C_1,18.66,18.5,0.1,32.834,61.96
2017/7/6 12:10,C_1,18.8,18.925,0.8,32.742,63.08
2017/7/6 12:15,C_1,19.98,18.62,0.8,32.37,63.16
2017/7/6 12:20,C_1,19.74,19.26,0.6,32.21,64.88
2017/7/6 12:25,C_1,19.74,19.7,0.8,32.17,64.96
2017/7/6 12:30,C_1,20.12,20,0.8,32.18,64.42
2017/7/6 12:35,C_1,19.5,19.48,0.8,32.23,64.92
2017/7/6 12:40,C_1,20,20,0.4,32.366,64.98
2017/7/6 12:45,C_1,20.4,20.4,0.4,32.32,65.24
2017/7/6 12:50,C_1,20.54,20,0.6,32.506,64.06
2017/7/6 12:55,C_1,20.26,19.9,0.5,32.502,63.62
2017/7/6 13:00,C_1,24.62,18.82,0,32.752,62.7
2017/7/6 13:05,C_1,19.22,20.02,0.4,32.696,63.22
2017/7/6 13:10,C_1,21.325,18.92,0.3,31.594,68.62
2017/7/6 13:15,C_1,20.68,20.2,0.1,31.178,70.54
2017/7/6 13:20,C_1,20.92,21.08,0.5,30.65,72.62
2017/7/6 13:25,C_1,21.46,22.275,1.5,30.016,75.12
2017/7/6 13:30,C_1,23.56,24.6,2.3,28.894,80.36
2017/7/6 14:15,C_1,36.26,47.98,0.1,24.68,97.52
2017/7/6 14:20,C_1,36.78,49.46,0,24.722,97.48
2017/7/6 14:25,C_1,36.7,59.04,0,24.906,97.58
2017/7/6 14:35,C_1,36.5,55.525,0,25.288,97.78
2017/7/6 14:40,C_1,36.12,42.2,0,25.246,97.9
2017/7/6 14:45,C_1,36.92,42.2,0,25.21,98.02
2017/7/6 14:50,C_1,37.32,46.92,0,25.25,98.16
2017/7/6 14:55,C_1,33.34,44.12,0,25.306,98.06
2017/7/6 15:00,C_1,32.56,42.34,0.2,25.22,98.14
2017/7/6 15:05,C_1,35.55,41.56,0.7,25.016,98.16
2017/7/6 15:10,C_1,40.62,38.76,0.3,24.916,98.2
2017/7/6 15:15,C_1,35.72,27.52,0.3,24.738,98.28
2017/7/6 15:20,C_1,29.38,23.12,0.9,24.454,98.1
2017/7/6 15:25,C_1,23.16,19.58,0.4,24.302,97.98
2017/7/6 15:30,C_1,23.58,18,0.3,24.266,97.76
2017/7/6 15:35,C_1,14.7,17.02,0.6,24.242,97.5
2017/7/6 15:40,C_1,17.85,19.36,1.2,24.258,97.62
2017/7/6 15:45,C_1,14.96,19.6,0.4,24.172,97.88
2017/7/6 15:50,C_1,22.64,19.26,0.5,24.32,98.02
2017/7/6 15:55,C_1,29,25.5,0.1,24.624,98.32
2017/7/6 16:00,C_1,30.56,27.16,0.2,24.788,98.3
2017/7/6 16:05,C_1,31.12,26.86,0.2,24.898,98.26
2017/7/6 16:10,C_1,30.22,26.22,0.7,24.962,98
2017/7/6 16:15,C_1,25.94,25.26,1.1,24.93,97.76
2017/7/6 16:20,C_1,25.26666667,26,0.2,24.924,97.86
2017/7/6 16:25,C_1,24.88,26.22,0.7,24.972,97.82
2017/7/6 16:30,C_1,24.625,26.54,0.5,25.028,97.92
2017/7/6 16:35,C_1,25.1,26.46,0,25.098,98.06
2017/7/6 16:40,C_1,25.26,25.68,0,25.134,98.18
2017/7/6 16:45,C_1,23.975,26.22,0,25.132,97.88
2017/7/6 16:50,C_1,25.8,26,0,25.198,98.02
2017/7/6 16:55,C_1,26.1,26.575,0,25.172,98.02
2017/7/6 17:00,C_1,27.94,26.32,0,25.132,98.02
2017/7/6 17:05,C_1,26.72,27.4,0,25.128,97.86
2017/7/6 17:10,C_1,27.92,26.96,0,25.188,97.36
2017/7/6 17:15,C_1,27.4,27.06,0.1,25.182,97.08
2017/7/6 17:20,C_1,27.14,25.9,0.2,25.122,96.12
2017/7/6 17:25,C_1,29.02,26.32,0,25.136,96.42
2017/7/6 17:30,C_1,30.08,25.14,0,25.186,96.36
2017/7/6 17:35,C_1,35.525,26,0,25.172,96.16
2017/7/6 17:40,C_1,37.06,25.9,0,25.184,96.28
2017/7/6 17:45,C_1,39.04,25.58,0.3,25.262,95.98
2017/7/6 17:50,C_1,34.02,26.96,0,25.228,96.4
2017/7/6 18:00,C_1,33.46,26.52,0.1,25.276,97.02
2017/7/6 18:05,C_1,27.82,25.775,0.4,25.252,96.64
2017/7/6 18:50,C_1,26.775,24.82,0,24.584,98.72
2017/7/6 19:00,C_1,26.6,23.34,0.1,24.514,98.8
2017/7/6 20:35,C_1,13.12,14.1,0.1,23.882,99.78
2017/7/6 20:40,C_1,19.825,17.96,0.2,23.95,99.6
2017/7/6 20:50,C_1,26.74,22.44,0.3,23.958,99.08
2017/7/6 21:00,C_1,23.84,20.64,0.1,23.882,98.78
2017/7/6 21:20,C_1,21.72,20.12,0,23.736,98.88
2017/7/6 21:25,C_1,22.08,20.42,0,23.728,99.14
2017/7/6 21:30,C_1,23.72,19.9,0,23.748,99.16
2017/7/6 21:40,C_1,27,19.04,0,23.74,99.44
2017/7/6 21:45,C_1,29.26,19.68,0,23.766,99.54
2017/7/6 21:50,C_1,29.12,21.38,0,23.858,99.68
2017/7/6 21:55,C_1,27.925,22.46,0,23.954,99.76
2017/7/7 06:00,C_1,,11.98,0,22.886,99.36
2017/7/7 06:05,C_1,,12.38,0,23.038,99.38
2017/7/7 06:10,C_1,,11.64,0,23.122,99.32
2017/7/7 06:15,C_1,,11.1,0,23.206,99.38
2017/7/7 06:20,C_1,,10.04,0,23.212,99.2
2017/7/7 06:25,C_1,,10.46,0,23.32,99.28
2017/7/7 06:30,C_1,,10.44,0,23.47,99.3
2017/7/7 06:35,C_1,,9.6,0,23.582,99.32
2017/7/7 06:40,C_1,,11.2,0,23.666,99.22
2017/7/7 06:45,C_1,,11.64,0,23.864,99.16
2017/7/7 06:50,C_1,,8.62,0,23.952,98.72
2017/7/7 06:55,C_1,,8.54,0,24.022,97.76
2017/7/7 07:00,C_1,,8.2,0,24.234,97.06
2017/7/7 07:05,C_1,,7.88,0,24.472,97.2
2017/7/7 07:10,C_1,12.7,8.2,0,24.552,96
2017/7/7 07:15,C_1,12.32,9.18,0,24.808,96.54
2017/7/7 07:20,C_1,9.55,9.5,0,24.976,95.14
2017/7/7 07:25,C_1,,8.22,0,25.004,95.06
2017/7/7 07:30,C_1,,8.72,0,24.976,94.5
2017/7/7 07:35,C_1,,8.28,0,25.298,95
2017/7/7 07:40,C_1,,10.14,0,25.512,93.26
2017/7/7 07:45,C_1,,8.96,0,25.636,92.36
2017/7/7 07:50,C_1,,8.4,0,25.872,91.24
2017/7/7 07:55,C_1,,8.64,0,26.284,90.86
2017/7/7 08:00,C_1,,7.34,0,26.28,89.32
2017/7/7 08:05,C_1,,7.88,0,26.614,88.8
2017/7/7 08:10,C_1,,7.44,0,26.974,88.3
2017/7/7 08:15,C_1,,6.725,0,27.206,86.68
2017/7/7 08:20,C_1,,7.04,0,27.682,85.78
2017/7/7 08:25,C_1,12.05,7.14,0,27.6,84.72
2017/7/7 08:30,C_1,8.22,7.36,0,27.746,83.54
2017/7/7 08:35,C_1,5.68,7.22,0,28.104,82.9
2017/7/7 08:40,C_1,6.92,7.54,0,28.296,82.2
2017/7/7 08:45,C_1,6.76,7.34,0,28.452,81.5
2017/7/7 08:50,C_1,6.625,7.22,0.4,28.424,82.26
2017/7/7 08:55,C_1,5.68,6.7,0.5,28.268,81.38
2017/7/7 09:00,C_1,5.42,6.38,0.3,28.378,80.64
2017/7/7 09:05,C_1,5.04,4.7,0.3,28.612,79.14
2017/7/7 09:10,C_1,3.46,6.18,0.2,28.938,77.36
2017/7/7 09:15,C_1,2.52,5.34,0.2,28.958,76.48
2017/7/7 09:20,C_1,2.4,4.8,0,29.436,75.48
2017/7/7 09:25,C_1,2.8,4.9,0,29.878,74.54
2017/7/7 09:30,C_1,2.26,4.05,0.1,30.11,73.1
2017/7/7 09:35,C_1,1.2,4.28,0,30.606,72.16
2017/7/7 09:40,C_1,0.52,3.1,0.2,30.484,69.56
2017/7/7 09:45,C_1,0.8,4.36,0,30.842,69.7
2017/7/7 09:50,C_1,0.8,3.94,0.2,30.83,68.74
2017/7/7 09:55,C_1,0.94,3.72,0,31.394,67.44
2017/7/7 10:00,C_1,0.24,2.68,0.2,31.394,64.74
2017/7/7 10:05,C_1,0.1,2.98,0,31.658,63.3
2017/7/7 10:10,C_1,0.94,2.3,0.3,31.488,60.48
2017/7/7 10:15,C_1,0.275,2.54,0,31.706,61.18
2017/7/7 10:20,C_1,0.1,2.42,0.2,32.258,59.34
2017/7/7 10:25,C_1,0.1,3.82,0.5,32.098,61.18
2017/7/7 10:30,C_1,0.38,3.1,0.2,32.588,60.58
2017/7/7 10:35,C_1,0.8,2.54,1.4,32.132,59.24
2017/7/7 10:40,C_1,0.1,2.54,1.3,31.908,59.56
2017/7/7 10:45,C_1,0.52,3.25,1.3,32.154,59.5
2017/7/7 10:50,C_1,0.38,4.04,1.1,32.156,60.68
2017/7/7 10:55,C_1,1.08,4.02,0.6,32.156,61.24
2017/7/7 11:00,C_1,1.36,3.7,0.7,32.622,60.32
2017/7/7 11:05,C_1,1.08,4.38,0.6,33.026,59.14
2017/7/7 11:10,C_1,1.34,4.04,0.5,33.408,59.12
2017/7/7 11:15,C_1,0.975,4.02,0.7,34.028,57.86
2017/7/7 11:20,C_1,1.22,4.14,0.5,34.332,57.42
2017/7/7 11:25,C_1,1.36,3.92,0.8,33.852,56.76
2017/7/7 11:30,C_1,1.74,4.38,1,33.39,58.26
2017/7/7 11:35,C_1,2.12,4.5,0.7,33.236,59.1
2017/7/7 11:40,C_1,2.68,4.5,0.6,33.666,58.9
2017/7/7 11:45,C_1,2.8,4.38,0.8,34.37,58
2017/7/7 11:50,C_1,2.94,4.5,1.4,33.846,58.26
2017/7/7 11:55,C_1,2,,1,33.064,60.2
2017/7/7 12:00,C_1,1.34,,1.1,33.252,59.02
2017/7/7 12:05,C_1,1.34,3.18,1.5,33.422,58.12
2017/7/7 12:10,C_1,0.8,2.6,1,33.496,57.22
2017/7/7 12:15,C_1,0.6,2.42,1.9,33.552,56.1
2017/7/7 12:20,C_1,0.1,2.42,1.3,33.864,57.02
2017/7/7 12:25,C_1,0.275,3.2,1.9,33.616,58.54
2017/7/7 12:30,C_1,0.45,3.08,1.8,33.256,59.84
2017/7/7 12:35,C_1,1.22,2.88,1.4,33.694,58.78
2017/7/7 12:40,C_1,0.625,3.4,1.5,33.386,59.88
2017/7/7 12:45,C_1,1.58,2.98,1.2,33.344,60.5
2017/7/7 12:50,C_1,0.94,2.98,1,33.706,59.88
2017/7/7 12:55,C_1,1.2,2.66,1.5,33.726,59.34
2017/7/7 13:00,C_1,0.1,2.44,1.3,33.496,58.18
2017/7/7 13:05,C_1,0.1,2.2,1,33.982,57.98
2017/7/7 13:10,C_1,0.1,2.2,1.7,34.466,55.46
2017/7/7 13:15,C_1,0.1,2.1,1.3,34.456,55.08
2017/7/7 13:20,C_1,0.1,2.66,2.6,33.992,54.92
2017/7/7 13:25,C_1,0.24,2.175,1.8,33.838,56.1
2017/7/7 13:30,C_1,0.66,3.32,2.1,33.832,57.2
2017/7/7 13:35,C_1,3.32,6.4,2.7,31.404,68.7
2017/7/7 13:40,C_1,3.62,6.08,3.7,30.884,70.66
2017/7/7 13:45,C_1,4.3,6.5,2.9,30.22,72.82
2017/7/7 13:50,C_1,3.98,5.74,2.8,30.388,71.58
2017/7/7 13:55,C_1,3.86,5.3,1,30.814,69.94
2017/7/7 14:00,C_1,3.08,4.68,2.4,29.958,69
2017/7/7 14:05,C_1,3.62,5.1,2,29.456,70.2
2017/7/7 14:10,C_1,5.28,4.8,0.1,29.658,69.98
2017/7/7 14:15,C_1,3.46,4.56,0.6,29.542,69.98
2017/7/7 14:20,C_1,1.65,5.9,0.8,28.154,73.66
2017/7/7 14:25,C_1,2.26,4.36,0.3,27.84,75.76
2017/7/7 14:30,C_1,2.66,4.88,0.5,27.702,77.78
2017/7/7 14:35,C_1,2.78,4.7,0.375,27.4325,79.6
2017/7/7 14:45,C_1,2.94,5,0,27.23,81.8
2017/7/7 14:50,C_1,3.58,5.54,0,27.168,82.6
2017/7/7 14:55,C_1,5.1,5.64,0,27.184,82.62
2017/7/7 15:00,C_1,6.36,6.94,0,27.192,84.08
2017/7/7 15:05,C_1,8.48,8.42,0,26.998,85.32
2017/7/7 15:10,C_1,7.7,8.94,0.2,26.752,86.8
2017/7/7 15:15,C_1,9.12,9.5,0.1,26.946,86.62
2017/7/7 15:20,C_1,9.54,9.4,0.3,27.066,84.88
2017/7/7 15:25,C_1,8.22,7.88,0.4,27.17,83.94
2017/7/7 15:35,C_1,5.68,8.52,0,26.192,86.16
2017/7/7 15:40,C_1,5.7,6.16,0,26.206,85.68
2017/7/7 15:45,C_1,5.56,5.54,0,26.402,85.74
2017/7/7 15:50,C_1,3.22,4.2,0.1,26.484,85
2017/7/7 15:55,C_1,2.94,3.82,0.1,26.486,84.52
2017/7/7 17:25,C_1,8.08,8.74,0,25.016,94.32
2017/7/7 17:35,C_1,14.3,10.04,0,24.848,95.1
2017/7/7 17:50,C_1,8.32,9.72,0,25.06,95.2
2017/7/7 18:05,C_1,4.9,6.8,0,25.138,94.28
2017/7/7 18:15,C_1,3.3,4.325,0,24.938,93.32
2017/7/7 18:25,C_1,3.6,4.38,0.1,24.854,93.2
2017/7/7 18:35,C_1,4.12,5.52,0,24.92,94.04
2017/7/7 18:40,C_1,4.78,4.9,0,24.904,93.8
2017/7/7 18:50,C_1,1.34,2.98,0.1,24.808,92.26
2017/7/7 18:55,C_1,3.08,3.62,0,24.678,92.88
2017/7/7 19:00,C_1,2.8,5.44,0,24.63,93.6
2017/7/7 19:05,C_1,6.9,13.04,0,24.688,94.44
2017/7/7 19:10,C_1,3.825,6.72,0,24.622,94.66
2017/7/7 19:15,C_1,3.34,4.78,0,24.606,94.44
2017/7/7 19:20,C_1,2.14,5.56,0,24.58,94.2
2017/7/7 19:25,C_1,1.46,4.725,0,24.528,94.46
2017/7/7 19:35,C_1,0.38,2.44,0,24.496,93.6
2017/7/7 19:40,C_1,0.1,2.2,0,24.502,92.72
2017/7/7 19:45,C_1,0.1,1.76,0,24.416,93.04
2017/7/7 19:50,C_1,0.1,1.44,0,24.392,92.94
2017/7/7 19:55,C_1,0.1,1,0,24.344,92.48
2017/7/7 20:00,C_1,0.1,0.8,0,24.314,91.72
2017/7/7 20:05,C_1,,1.22,0,24.236,92.5
2017/7/7 20:10,C_1,,1,0,24.162,92.46
2017/7/7 20:15,C_1,0.1,1.32,0,24.302,91.9
2017/7/7 20:20,C_1,,2,0,24.268,92.78
2017/7/7 20:25,C_1,0.1,1.78,0,24.286,93.02
2017/7/7 20:30,C_1,0.333333333,1.44,0,24.312,93.22
2017/7/7 20:35,C_1,1.36,2.54,0,24.192,93.46
2017/7/7 20:40,C_1,1.74,3.025,0,24.082,94.34
2017/7/7 20:45,C_1,2.66,3.2,0,23.954,95.24
2017/7/7 20:50,C_1,2.14,3.3,0,24.072,95.36
2017/7/7 20:55,C_1,2.45,3.94,0,24.098,95.34
2017/7/7 21:00,C_1,1.22,3.92,0,24.094,95.36
2017/7/7 21:05,C_1,1.48,4.14,0,23.948,95.74
2017/7/7 21:10,C_1,1.36,3.6,0,23.92,95.76
2017/7/7 21:15,C_1,0.66,2.54,0,23.904,95.6
2017/7/7 21:20,C_1,0.52,2.86,0,23.904,95.5
2017/7/7 21:25,C_1,0.8,3.18,0,24.032,95
2017/7/7 21:30,C_1,1.125,2.54,0,24.238,94.02
2017/7/7 21:35,C_1,0.94,2.66,0,24.34,93.92
2017/7/7 21:40,C_1,1.06,2.42,0,24.328,93.94
2017/7/7 21:45,C_1,1.36,2.76,0,24.228,94.1
2017/7/7 21:50,C_1,0.66,2.6,0,24.142,94.44
2017/7/7 21:55,C_1,1.08,2.76,0,24.002,94.7
2017/7/8 06:00,C_1,24.74,7.24,0,23.852,94.3
2017/7/8 06:05,C_1,23.14,7.24,0,23.924,94.22
2017/7/8 06:10,C_1,21.7,11.52,0,24.002,93.86
2017/7/8 06:15,C_1,15.22,8.875,0,24.108,93.88
2017/7/8 06:20,C_1,11.66,9.18,0,24.296,93.68
2017/7/8 06:25,C_1,12.58,9.4,0,24.494,93.14
2017/7/8 06:30,C_1,14.7,7.44,0,24.628,92.6
2017/7/8 06:35,C_1,17,6.38,0,24.884,91.78
2017/7/8 06:40,C_1,12.58,6.3,0,25.074,90.24
2017/7/8 06:45,C_1,12.46,10.48,0,25.268,90.58
2017/7/8 06:50,C_1,16.84,12.28,0,25.624,89.56
2017/7/8 06:55,C_1,18.82,11.32,0,25.878,88.2
2017/7/8 07:00,C_1,14.56,8.44,0,25.7,87.08
2017/7/8 07:05,C_1,13.12,10.38,0,25.43,88.36
2017/7/8 07:10,C_1,10.725,13.58,0,25.586,87.98
2017/7/8 07:15,C_1,14.7,14.76,0,25.54,87.88
2017/7/8 07:20,C_1,10.6,13.36,0,25.792,87.3
2017/7/8 07:25,C_1,9.12,13.15,0,25.918,87.58
2017/7/8 07:30,C_1,8.22,13.04,0,25.894,87
2017/7/8 07:35,C_1,8.36,11.76,0,26.03,86.04
2017/7/8 07:40,C_1,9.16,11.86,0,26.258,86.26
2017/7/8 07:45,C_1,9.4,13.46,0,26.418,85.78
2017/7/8 07:50,C_1,9.94,12.72,0,26.538,85.68
2017/7/8 07:55,C_1,10.48,11.64,0,26.68,85.82
2017/7/8 08:00,C_1,14.32,10.04,0,26.954,84.72
2017/7/8 08:05,C_1,10.34,10.04,0,27.456,82.9
2017/7/8 08:10,C_1,6.76,9.7,0,27.954,82.3
2017/7/8 08:15,C_1,8.2,9.38,0,28.348,81.2
2017/7/8 08:20,C_1,7.28,7.98,0,27.982,80.7
2017/7/8 08:25,C_1,6.925,7.02,0,28.494,79.78
2017/7/8 08:30,C_1,9.28,6.1,0,28.662,77.82
2017/7/8 08:35,C_1,7.7,6.62,0,29.378,75.76
2017/7/8 08:40,C_1,7.3,7.125,0,29.806,74.74
2017/7/8 08:45,C_1,3.86,7.34,0,30.652,73.62
2017/7/8 08:50,C_1,4.52,6.7,0,30.78,71.22
2017/7/8 08:55,C_1,4.64,6.82,0,30.228,71.36
2017/7/8 09:00,C_1,4.95,5.66,0,30.272,71.24
2017/7/8 09:05,C_1,5.02,5.3,0,30.514,70.22
2017/7/8 09:10,C_1,5.84,5.42,0,30.778,68.88
2017/7/8 09:15,C_1,4.78,5,0.1,31.12,67.48
2017/7/8 09:20,C_1,3.72,4.38,0,31.306,67.86
2017/7/8 09:25,C_1,1.62,4.26,0,31.896,66.26
2017/7/8 09:30,C_1,0.8,4.58,0.3,31.786,64.38
2017/7/8 09:35,C_1,1.15,4.5,0,32.392,63.68
2017/7/8 09:40,C_1,2.12,4.6,0.1,32.568,62.14
2017/7/8 09:45,C_1,3.86,4.5,0,32.714,63.46
2017/7/8 09:50,C_1,3.48,5.12,0,33.556,60.84
2017/7/8 09:55,C_1,3.74,6.325,1.1,32.238,62.44
2017/7/8 10:00,C_1,5.84,6.3,0.2,31.79,64.42
2017/7/8 10:05,C_1,4.66,6.4,0,32.26,64.44
2017/7/8 10:10,C_1,5.18,5.66,0.3,32.624,63.46
2017/7/8 10:15,C_1,2.625,4.7,0.7,32.82,61.76
2017/7/8 10:20,C_1,4,4.7,0.8,32.432,62.38
2017/7/8 10:25,C_1,3.2,4.7,1,31.996,63.64
2017/7/8 10:30,C_1,2.12,4.36,1,32.506,62.36
2017/7/8 10:35,C_1,3.74,3.72,0.4,32.474,61.82
2017/7/8 10:40,C_1,1.74,3.82,0.7,33.056,61.2
2017/7/8 10:45,C_1,1.22,3.6,0.6,32.896,60.36
2017/7/8 10:50,C_1,1.975,4.06,0.1,33.446,60.44
2017/7/8 10:55,C_1,2.66,4.48,1.1,33.07,60.7
2017/7/8 11:00,C_1,1.74,4.26,0.3,32.472,61.98
2017/7/8 11:05,C_1,2.26,4.38,0.3,33.558,59.82
2017/7/8 11:10,C_1,2.4,4.225,0.2,33.7,59.3
2017/7/8 11:15,C_1,2.54,4.6,0.7,33.288,60.44
2017/7/8 11:20,C_1,2.52,5,1.4,32.552,63.28
2017/7/8 11:25,C_1,2.975,5.62,0.8,33.12,62.12
2017/7/8 11:30,C_1,3.34,5.42,1.2,32.982,62.2
2017/7/8 11:35,C_1,3.44,6.18,0.5,33.544,61.24
2017/7/8 11:40,C_1,3.5,5.64,0.9,33.222,60.36
2017/7/8 11:45,C_1,3.86,5.42,0.5,33.038,61.82
2017/7/8 11:50,C_1,3.18,5.3,0.4,32.632,63.9
2017/7/8 11:55,C_1,3.62,6.28,1.3,32.532,64.06
2017/7/8 12:00,C_1,4.64,7.14,0.6,32.526,63.22
2017/7/8 12:05,C_1,4.425,7.36,0.7,33.242,61.28
2017/7/8 12:10,C_1,4.8,6.38,1.2,33.382,61.26
2017/7/8 12:15,C_1,3.74,6.7,0.6,32.686,62.74
2017/7/8 12:20,C_1,4.14,6.6,0.5,32.546,62.7
2017/7/8 12:25,C_1,4.14,6.82,0.4,33.072,61.98
2017/7/8 12:30,C_1,4.38,7.86,0.3,33.128,61.72
2017/7/8 12:35,C_1,6.1,9.6,0.7,33.342,60.5
2017/7/8 12:40,C_1,7.425,9.04,0.7,34.346,58.78
2017/7/8 12:45,C_1,7.84,9.5,1.4,34.1,59.44
2017/7/8 12:50,C_1,8.06,10.06,2.2,32.954,60.86
2017/7/8 12:55,C_1,8.46,11.34,1.6,33.022,61.28
2017/7/8 13:00,C_1,8.86,10.38,1,33.672,60.1
2017/7/8 13:05,C_1,8.74,10.14,0.9,33.862,58.74
2017/7/8 13:10,C_1,8.2,9.92,1.2,33.322,58.82
2017/7/8 13:15,C_1,7.925,9.6,0.4,33.6,60.12
2017/7/8 13:20,C_1,7.04,9.3,1.3,33.06,62.06
2017/7/8 13:25,C_1,6.64,8.94,1.5,32.692,63.94
2017/7/8 13:30,C_1,5.96,9.14,0.5,32.778,65.5
2017/7/8 13:35,C_1,6.1,9.275,1.1,32.64,63.86
2017/7/8 13:40,C_1,5.96,9.94,0.9,32.32,64.68
2017/7/8 13:45,C_1,6.38,9.28,0.6,32.152,65.76
2017/7/8 13:50,C_1,6.78,9.82,0.9,31.642,69.38
2017/7/8 13:55,C_1,9.4,9.72,0.8,31.262,70.66
2017/7/8 14:00,C_1,7.94,10.26,0,31.098,71.72
2017/7/8 14:10,C_1,10.88,9.28,0.8,30.652,74.3
2017/7/8 14:15,C_1,10.46,9.18,0.9,30.452,74.88
2017/7/8 14:20,C_1,9.54,8.42,0.5,30.348,75.44
2017/7/8 15:50,C_1,4.12,6.92,0.9,22.384,98.36
2017/7/8 16:00,C_1,8.06,7.55,0,22.728,98.42
2017/7/8 16:10,C_1,14.94,6.18,0.4,22.976,98.52
