85,75,67
85,75,67
85,75,67
90,80,68
90,80,68
90,80,68
90,80,68
90,80,68
90,80,68
90,80,68
93,74,65
99,77,63
90,76,68
88,83,70
93,82,72
91,81,69
94,85,79
94,84,73
91,83,74
92,84,74
88,82,72
94,85,79
94,85,79
94,85,79
89,83,76
91,82,75
91,83,74
87,81,73
95,85,76
93,85,76
93,82,76
91,82,77
92,85,79
96,87,77
97,87,79
93,86,79
96,89,79
94,86,75
96,86,79
97,88,81
94,86,79
96,87,83
96,87,83
95,90,84
93,89,82
102,93,86
102,90,80
97,93,90
97,93,90
98,95,89
105,97,91
106,96,90
106,96,90
99,95,91
103,92,79
98,93,90
100,93,87
96,91,78
96,91,78
100,88,79
101,87,76
104,92,82
100,91,83
95,87,80
93,86,81
99,90,82
97,91,85
92,88,82
92,88,82
92,88,82
92,88,82
92,88,82
92,88,82
92,88,82
92,88,82
92,88,82
101,85,74
92,83,74
94,86,80
103,85,75
96,83,74
97,87,77
97,87,77
98,87,82
93,86,77
92,85,77
94,86,76
94,85,76
99,86,79
92,84,78
93,84,76
91,84,77
93,83,75
89,82,78
87,83,78
89,83,78
95,86,78
92,84,72
90,84,72
99,84,75
96,83,72
93,83,76
83,79,70
91,82,72
92,83,76
88,82,74
88,83,76
90,83,76
95,83,71
89,83,74
99,87,78
93,81,73
87,81,71
93,83,74
89,83,72
92,83,72
90,81,75
89,79,72
85,81,74
90,82,75
85,77,71
82,77,71
87,80,74
90,81,76
88,80,72
84,79,71
89,80,75
88,82,74
88,79,70
90,79,71
85,81,72
86,81,76
87,79,74
88,80,73
86,78,69
82,76,71
84,78,72
89,78,70
90,82,75
92,76,69
83,75,69
84,76,71
83,80,72
92,82,71
88,82,77
85,80,74
84,81,77
92,83,74
91,83,75
90,81,71
89,81,76
86,81,76
85,80,74
86,81,75
93,83,78
89,81,75
88,80,75
85,77,71
85,77,71
89,82,77
89,82,77
89,82,77
89,82,77
89,82,77
89,82,77
89,82,77
89,82,77
89,82,77
89,82,77
89,82,77
82,77,69
84,74,66
76,74,62
76,74,62
76,74,62
86,75,67
82,73,69
82,73,69
83,75,71
84,78,72
87,76,70
84,79,68
84,79,68
84,79,68
83,74,66
78,72,64
85,73,66
90,76,64
82,70,63
82,70,63
82,70,63
95,81,67
95,81,67
95,81,67
80,69,64
99,81,63
99,81,63
99,81,63
99,81,63
96,83,65
