mins 1510 , noise_error =1.0
mins 1511 , noise_error =1.0
mins 1512 , noise_error =1.0
mins 1513 , noise_error =1.0
mins 1514 , noise_error =0.8632478632478633
mins 1515 , noise_error =0.83206106870229
mins 1516 , noise_error =0.8809523809523809
mins 1517 , noise_error =0.7899159663865546
mins 1518 , noise_error =0.9821428571428571
mins 1519 , noise_error =0.9537037037037037
mins 1520 , noise_error =1.0
mins 1521 , noise_error =0.9818181818181818
mins 1522 , noise_error =0.956140350877193
mins 1523 , noise_error =0.981651376146789
mins 1524 , noise_error =0.9818181818181818
mins 1525 , noise_error =1.0
mins 1526 , noise_error =1.0
mins 1527 , noise_error =1.0
mins 1528 , noise_error =1.0
mins 1529 , noise_error =0.9818181818181818
mins 1530 , noise_error =1.0
mins 1531 , noise_error =1.0
mins 1532 , noise_error =1.0
mins 1533 , noise_error =1.0
mins 1534 , noise_error =0.8181818181818181
mins 1535 , noise_error =0.6810344827586207
mins 1536 , noise_error =0.9814814814814815
mins 1537 , noise_error =0.9711538461538461
mins 1538 , noise_error =0.9722222222222222
mins 1539 , noise_error =0.9532710280373832
mins 1540 , noise_error =0.7669902912621359
mins 1541 , noise_error =0.6422018348623852
mins 1542 , noise_error =0.6319444444444444
mins 1543 , noise_error =0.6222222222222222
mins 1544 , noise_error =0.8301886792452831
mins 1545 , noise_error =1.0
mins 1546 , noise_error =1.0
mins 1547 , noise_error =1.0
mins 1548 , noise_error =0.9904761904761905
mins 1549 , noise_error =1.0
mins 1550 , noise_error =0.9714285714285714
mins 1551 , noise_error =0.9622641509433962
mins 1552 , noise_error =1.0
mins 1553 , noise_error =0.9245283018867925
mins 1554 , noise_error =1.0
mins 1555 , noise_error =0.9607843137254902
mins 1556 , noise_error =0.9528301886792453
mins 1557 , noise_error =1.0
mins 1558 , noise_error =1.0
mins 1559 , noise_error =0.9611650485436893
mins 1560 , noise_error =0.944954128440367
mins 1561 , noise_error =0.9813084112149533
mins 1562 , noise_error =1.0
mins 1563 , noise_error =0.7916666666666666
mins 1564 , noise_error =0.926829268292683
mins 1565 , noise_error =0.9262295081967213
mins 1566 , noise_error =0.88
mins 1567 , noise_error =0.8448275862068966
mins 1568 , noise_error =0.8508771929824561
mins 1569 , noise_error =0.8849557522123894
mins 1570 , noise_error =0.884297520661157
mins 1571 , noise_error =0.963302752293578
mins 1572 , noise_error =0.99
mins 1573 , noise_error =1.0
mins 1574 , noise_error =0.9814814814814815
mins 1575 , noise_error =0.9666666666666667
mins 1576 , noise_error =0.981651376146789
mins 1577 , noise_error =1.0
mins 1578 , noise_error =1.0
mins 1579 , noise_error =1.0
mins 1580 , noise_error =0.9166666666666666
mins 1581 , noise_error =0.9256198347107438
mins 1582 , noise_error =0.7876106194690266
mins 1583 , noise_error =0.9017857142857143
mins 1584 , noise_error =0.8571428571428572
mins 1585 , noise_error =0.9223300970873787
mins 1586 , noise_error =0.9902912621359223
mins 1587 , noise_error =1.0
mins 1588 , noise_error =0.9649122807017544
mins 1589 , noise_error =0.856
mins 1590 , noise_error =0.9316239316239316
mins 1591 , noise_error =0.9327731092436975
mins 1592 , noise_error =0.9615384615384616
mins 1593 , noise_error =1.0
mins 1594 , noise_error =0.9482758620689655
mins 1595 , noise_error =0.9421487603305785
mins 1596 , noise_error =0.8037383177570093
mins 1597 , noise_error =0.9157894736842105
mins 1598 , noise_error =0.9787234042553191
mins 1599 , noise_error =0.9591836734693877
mins 1600 , noise_error =0.9591836734693877
mins 1601 , noise_error =0.9893617021276596
mins 1602 , noise_error =0.925531914893617
mins 1603 , noise_error =0.9797979797979798
mins 1604 , noise_error =0.9795918367346939
mins 1605 , noise_error =0.941747572815534
mins 1606 , noise_error =0.9789473684210527
mins 1607 , noise_error =1.0
mins 1608 , noise_error =1.0
mins 1609 , noise_error =1.0
mins 1610 , noise_error =1.0
mins 1611 , noise_error =1.0
mins 1612 , noise_error =1.0
mins 1613 , noise_error =1.0
mins 1614 , noise_error =1.0
mins 1615 , noise_error =1.0
mins 1616 , noise_error =1.0
mins 1617 , noise_error =1.0
mins 1618 , noise_error =1.0
mins 1619 , noise_error =1.0
mins 1620 , noise_error =1.0
mins 1621 , noise_error =1.0
mins 1622 , noise_error =0.9299999999999999
mins 1623 , noise_error =0.8991596638655462
mins 1624 , noise_error =0.8189655172413793
mins 1625 , noise_error =0.8785046728971962
mins 1626 , noise_error =0.8383838383838383
mins 1627 , noise_error =1.0
mins 1628 , noise_error =1.0
mins 1629 , noise_error =1.0
mins 1630 , noise_error =0.9887640449438202
mins 1631 , noise_error =1.0
mins 1632 , noise_error =1.0
mins 1633 , noise_error =0.96875
mins 1634 , noise_error =0.96
mins 1635 , noise_error =0.98989898989899
mins 1636 , noise_error =1.0
mins 1637 , noise_error =1.0
mins 1638 , noise_error =1.0
mins 1639 , noise_error =1.0
mins 1640 , noise_error =1.0
mins 1641 , noise_error =0.9818181818181818
mins 1642 , noise_error =0.9603174603174603
mins 1643 , noise_error =0.9743589743589743
mins 1644 , noise_error =0.9444444444444444
mins 1645 , noise_error =0.8773584905660378
