datatime,id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ai1_2,ai1_3,ai1_4,ERR,aslung_id,lab_id,cPM1,cPM2.5
2018-10-03 00:00:00,0C9A4249DBBC,2018-10-03,00:00:00,26.9,56.1,6,8,10,426,1,-2,-65,-1,68,69,81,-2,-66,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.186999999999999,5.412
2018-10-03 00:00:15,0C9A4249DBBC,2018-10-03,00:00:15,26.9,56.1,6,8,9,425,1,-1,-65,-1,12,10,21,-1,-65,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.186999999999999,5.412
2018-10-03 00:00:30,0C9A4249DBBC,2018-10-03,00:00:30,27.0,56.1,6,8,9,425,1,-1,-65,-2,84,96,86,-1,-65,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.186999999999999,5.412
2018-10-03 00:00:45,0C9A4249DBBC,2018-10-03,00:00:45,26.9,56.2,5,8,9,425,1,-1,-65,-2,95,110,94,0,-67,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,4.583,5.412
2018-10-03 00:01:00,0C9A4249DBBC,2018-10-03,00:01:00,26.9,56.1,6,9,10,425,1,0,-67,0,81,74,96,-1,-65,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.186999999999999,5.836
2018-10-03 00:01:15,0C9A4249DBBC,2018-10-03,00:01:15,26.9,56.1,7,9,11,424,1,-1,-65,-2,66,86,93,-1,-65,-1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.7909999999999995,5.836
2018-10-03 00:01:30,0C9A4249DBBC,2018-10-03,00:01:30,27.0,56.1,6,9,10,424,1,-1,-65,-1,77,79,84,-2,-66,-1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.186999999999999,5.836
2018-10-03 00:01:45,0C9A4249DBBC,2018-10-03,00:01:45,27.0,56.0,6,8,10,424,1,-2,-66,-1,85,102,91,-1,-66,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.186999999999999,5.412
2018-10-03 00:02:00,0C9A4249DBBC,2018-10-03,00:02:00,26.9,56.0,6,9,10,423,1,-1,-66,-2,74,98,86,-1,-66,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.186999999999999,5.836
2018-10-03 00:02:15,0C9A4249DBBC,2018-10-03,00:02:15,26.9,56.1,6,8,9,421,1,-1,-66,0,82,90,93,-1,-64,-1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.186999999999999,5.412
2018-10-03 00:02:30,0C9A4249DBBC,2018-10-03,00:02:30,27.0,56.1,6,8,10,420,1,-1,-64,-1,81,90,70,-2,-66,-1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.186999999999999,5.412
2018-10-03 00:02:45,0C9A4249DBBC,2018-10-03,00:02:45,27.0,56.1,6,9,11,420,1,-2,-66,-1,79,112,85,-1,-66,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,AL-0228,AS_Lung_I,5.186999999999999,5.836
