mins 1130 , noise_error =0.8295454545454546
mins 1131 , noise_error =0.8690476190476191
mins 1132 , noise_error =0.696629213483146
mins 1133 , noise_error =0.963855421686747
mins 1134 , noise_error =0.9761904761904762
mins 1135 , noise_error =0.8953488372093024
mins 1136 , noise_error =0.9318181818181819
mins 1137 , noise_error =0.9111111111111111
mins 1138 , noise_error =0.9120879120879121
mins 1139 , noise_error =1.0
mins 1140 , noise_error =1.0
mins 1141 , noise_error =0.9772727272727273
mins 1142 , noise_error =0.962962962962963
mins 1143 , noise_error =0.9024390243902439
mins 1144 , noise_error =0.8735632183908046
mins 1145 , noise_error =0.989247311827957
mins 1146 , noise_error =0.9540229885057472
mins 1147 , noise_error =0.9047619047619048
mins 1148 , noise_error =1.0
mins 1149 , noise_error =1.0
mins 1150 , noise_error =0.9647058823529412
mins 1151 , noise_error =1.0
mins 1152 , noise_error =1.0
mins 1153 , noise_error =0.987012987012987
mins 1154 , noise_error =0.8875
mins 1155 , noise_error =0.9080459770114943
mins 1156 , noise_error =0.9764705882352941
mins 1157 , noise_error =0.8941176470588236
mins 1158 , noise_error =0.9883720930232558
mins 1159 , noise_error =0.9418604651162791
mins 1160 , noise_error =0.9534883720930233
mins 1161 , noise_error =0.8163265306122449
mins 1162 , noise_error =0.7411764705882353
mins 1163 , noise_error =0.8023255813953488
mins 1164 , noise_error =0.8522727272727273
mins 1165 , noise_error =0.8705882352941177
mins 1166 , noise_error =0.7865168539325843
mins 1167 , noise_error =0.8571428571428572
mins 1168 , noise_error =0.782608695652174
mins 1169 , noise_error =0.7244897959183674
mins 1170 , noise_error =0.7340425531914894
mins 1171 , noise_error =0.8409090909090909
mins 1172 , noise_error =1.0
mins 1173 , noise_error =0.975609756097561
mins 1174 , noise_error =0.7926829268292683
mins 1175 , noise_error =0.9518072289156626
mins 1176 , noise_error =0.9047619047619048
mins 1177 , noise_error =0.9166666666666666
mins 1178 , noise_error =0.872093023255814
mins 1179 , noise_error =1.0
mins 1180 , noise_error =1.0
mins 1181 , noise_error =0.9411764705882353
mins 1182 , noise_error =0.9411764705882353
mins 1183 , noise_error =0.9885057471264368
mins 1184 , noise_error =0.9880952380952381
mins 1185 , noise_error =0.9625
mins 1186 , noise_error =0.9873417721518988
mins 1187 , noise_error =0.962962962962963
mins 1188 , noise_error =1.0
mins 1189 , noise_error =0.9736842105263158
mins 1190 , noise_error =1.0
mins 1191 , noise_error =0.9259259259259259
mins 1192 , noise_error =0.8987341772151899
mins 1193 , noise_error =1.0
mins 1194 , noise_error =0.974025974025974
mins 1195 , noise_error =1.0
mins 1196 , noise_error =1.0
mins 1197 , noise_error =0.9726027397260274
mins 1198 , noise_error =0.9333333333333333
mins 1199 , noise_error =0.922077922077922
mins 1200 , noise_error =1.0
mins 1201 , noise_error =0.9146341463414634
mins 1202 , noise_error =0.8645833333333334
mins 1203 , noise_error =0.9782608695652174
mins 1204 , noise_error =1.0
mins 1205 , noise_error =0.9764705882352941
mins 1206 , noise_error =1.0
mins 1207 , noise_error =0.8876404494382022
mins 1208 , noise_error =0.898876404494382
mins 1209 , noise_error =1.0
mins 1210 , noise_error =1.0
mins 1211 , noise_error =0.9879518072289156
mins 1212 , noise_error =1.0
mins 1213 , noise_error =0.9397590361445783
mins 1214 , noise_error =0.9620253164556962
mins 1215 , noise_error =0.7362637362637363
mins 1216 , noise_error =0.78
mins 1217 , noise_error =0.96875
mins 1218 , noise_error =1.0
mins 1219 , noise_error =1.0
mins 1220 , noise_error =1.0
mins 1221 , noise_error =1.0
mins 1222 , noise_error =1.0
mins 1223 , noise_error =1.0
mins 1224 , noise_error =1.0
mins 1225 , noise_error =0.9894736842105263
mins 1226 , noise_error =1.0
mins 1227 , noise_error =0.9509803921568627
mins 1228 , noise_error =0.9139784946236559
mins 1229 , noise_error =0.9130434782608696
mins 1230 , noise_error =1.0
mins 1231 , noise_error =1.0
mins 1232 , noise_error =1.0
mins 1233 , noise_error =0.9647058823529412
mins 1234 , noise_error =1.0
