mins 0 , noise_error =0.9545454545454546
mins 1 , noise_error =1.0
mins 2 , noise_error =1.0
mins 3 , noise_error =1.0
mins 4 , noise_error =1.0
mins 5 , noise_error =0.9733333333333334
mins 6 , noise_error =0.9512195121951219
mins 7 , noise_error =0.9444444444444444
mins 8 , noise_error =1.0
mins 9 , noise_error =1.0
mins 10 , noise_error =1.0
mins 11 , noise_error =0.9859154929577465
mins 12 , noise_error =0.9589041095890412
mins 13 , noise_error =0.9863013698630136
mins 14 , noise_error =0.9859154929577465
mins 15 , noise_error =1.0
mins 16 , noise_error =1.0
mins 17 , noise_error =0.9722222222222222
mins 18 , noise_error =0.9204545454545454
mins 19 , noise_error =0.9195402298850575
mins 20 , noise_error =0.9493670886075949
mins 21 , noise_error =0.8658536585365854
mins 22 , noise_error =0.9135802469135803
mins 23 , noise_error =0.9012345679012346
mins 24 , noise_error =0.9620253164556962
mins 25 , noise_error =0.9589041095890412
mins 26 , noise_error =1.0
mins 27 , noise_error =0.8607594936708861
mins 28 , noise_error =0.8387096774193549
mins 29 , noise_error =1.0
mins 30 , noise_error =1.0
mins 31 , noise_error =0.972972972972973
mins 32 , noise_error =0.9459459459459459
mins 33 , noise_error =0.9722222222222222
mins 34 , noise_error =0.95
mins 35 , noise_error =1.0
mins 36 , noise_error =1.0
mins 37 , noise_error =0.9753086419753086
mins 38 , noise_error =0.974025974025974
mins 39 , noise_error =1.0
mins 40 , noise_error =0.9397590361445783
mins 41 , noise_error =0.9473684210526316
mins 42 , noise_error =1.0
mins 43 , noise_error =1.0
mins 44 , noise_error =1.0
mins 45 , noise_error =1.0
mins 46 , noise_error =1.0
mins 47 , noise_error =0.9710144927536232
mins 48 , noise_error =0.971830985915493
mins 49 , noise_error =0.9577464788732395
