mins 2530 , noise_error =1.0
mins 2531 , noise_error =0.989010989010989
mins 2532 , noise_error =1.0
mins 2533 , noise_error =1.0
mins 2534 , noise_error =1.0
mins 2535 , noise_error =1.0
mins 2536 , noise_error =1.0
mins 2537 , noise_error =1.0
mins 2538 , noise_error =1.0
mins 2539 , noise_error =1.0
mins 2540 , noise_error =1.0
mins 2541 , noise_error =0.8620689655172413
mins 2542 , noise_error =0.9444444444444444
mins 2543 , noise_error =0.7558139534883721
mins 2544 , noise_error =0.9175257731958762
mins 2545 , noise_error =1.0
mins 2546 , noise_error =1.0
mins 2547 , noise_error =0.9642857142857143
mins 2548 , noise_error =0.9883720930232558
mins 2549 , noise_error =0.9550561797752809
mins 2550 , noise_error =0.9883720930232558
mins 2551 , noise_error =0.9767441860465116
mins 2552 , noise_error =0.9411764705882353
mins 2553 , noise_error =0.9642857142857143
mins 2554 , noise_error =0.8555555555555556
mins 2555 , noise_error =0.7727272727272727
mins 2556 , noise_error =0.9759036144578314
mins 2557 , noise_error =1.0
mins 2558 , noise_error =1.0
mins 2559 , noise_error =1.0
mins 2560 , noise_error =1.0
mins 2561 , noise_error =0.8837209302325582
mins 2562 , noise_error =0.9358974358974359
mins 2563 , noise_error =0.9743589743589743
mins 2564 , noise_error =0.8888888888888888
mins 2565 , noise_error =1.0
mins 2566 , noise_error =1.0
mins 2567 , noise_error =0.91
mins 2568 , noise_error =0.9347826086956522
mins 2569 , noise_error =0.9879518072289156
mins 2570 , noise_error =0.8705882352941177
mins 2571 , noise_error =0.9625
mins 2572 , noise_error =0.9875
mins 2573 , noise_error =0.7976190476190477
mins 2574 , noise_error =0.9240506329113924
mins 2575 , noise_error =0.9090909090909091
mins 2576 , noise_error =0.8461538461538461
mins 2577 , noise_error =0.9868421052631579
mins 2578 , noise_error =0.987012987012987
mins 2579 , noise_error =0.8470588235294118
mins 2580 , noise_error =0.8247422680412371
mins 2581 , noise_error =0.9875
mins 2582 , noise_error =0.9473684210526316
mins 2583 , noise_error =0.974025974025974
mins 2584 , noise_error =0.922077922077922
mins 2585 , noise_error =0.8571428571428572
mins 2586 , noise_error =0.9876543209876543
mins 2587 , noise_error =0.9240506329113924
mins 2588 , noise_error =0.926829268292683
mins 2589 , noise_error =0.8163265306122449
mins 2590 , noise_error =0.9875
mins 2591 , noise_error =0.9518072289156626
mins 2592 , noise_error =0.9655172413793104
mins 2593 , noise_error =0.9418604651162791
mins 2594 , noise_error =0.875
mins 2595 , noise_error =0.8974358974358975
mins 2596 , noise_error =0.9594594594594594
