mins 2130 , noise_error =1.0
mins 2131 , noise_error =1.0
mins 2132 , noise_error =1.0
mins 2133 , noise_error =0.9655172413793104
mins 2134 , noise_error =1.0
mins 2135 , noise_error =1.0
mins 2136 , noise_error =1.0
mins 2137 , noise_error =1.0
mins 2138 , noise_error =0.8939393939393939
mins 2139 , noise_error =1.0
mins 2140 , noise_error =1.0
mins 2141 , noise_error =1.0
mins 2142 , noise_error =1.0
mins 2143 , noise_error =1.0
mins 2144 , noise_error =1.0
mins 2145 , noise_error =1.0
mins 2146 , noise_error =1.0
mins 2147 , noise_error =1.0
mins 2148 , noise_error =1.0
mins 2149 , noise_error =1.0
mins 2150 , noise_error =1.0
mins 2151 , noise_error =1.0
mins 2152 , noise_error =1.0
mins 2153 , noise_error =1.0
mins 2154 , noise_error =0.9838709677419355
mins 2155 , noise_error =1.0
mins 2156 , noise_error =1.0
mins 2157 , noise_error =1.0
mins 2158 , noise_error =1.0
mins 2159 , noise_error =1.0
mins 2160 , noise_error =0.9705882352941176
mins 2161 , noise_error =1.0
mins 2162 , noise_error =1.0
mins 2163 , noise_error =1.0
mins 2164 , noise_error =1.0
mins 2165 , noise_error =0.9692307692307692
mins 2166 , noise_error =0.9696969696969697
mins 2167 , noise_error =1.0
mins 2168 , noise_error =1.0
mins 2169 , noise_error =1.0
mins 2170 , noise_error =1.0
mins 2171 , noise_error =1.0
mins 2172 , noise_error =1.0
mins 2173 , noise_error =1.0
mins 2174 , noise_error =0.9846153846153847
mins 2175 , noise_error =1.0
mins 2176 , noise_error =1.0
mins 2177 , noise_error =1.0
mins 2178 , noise_error =1.0
mins 2179 , noise_error =1.0
mins 2180 , noise_error =1.0
mins 2181 , noise_error =1.0
mins 2182 , noise_error =1.0
mins 2183 , noise_error =1.0
mins 2184 , noise_error =1.0
mins 2185 , noise_error =1.0
mins 2186 , noise_error =1.0
mins 2187 , noise_error =1.0
mins 2188 , noise_error =1.0
mins 2189 , noise_error =1.0
mins 2190 , noise_error =0.9859154929577465
mins 2191 , noise_error =1.0
mins 2192 , noise_error =1.0
mins 2193 , noise_error =1.0
mins 2194 , noise_error =1.0
mins 2195 , noise_error =1.0
mins 2196 , noise_error =1.0
mins 2197 , noise_error =0.9726027397260274
mins 2198 , noise_error =0.9714285714285714
